id результата;Команда;Баллы;Сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Контрольная работа 3
2547;38.03.01 Экономика;44.8;0;1.0;0.0;8.7;1.0;0.0;11.0;0.75;0.0;1.0
2548;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2549;38.03.01 Экономика;67.5;1;1.0;0.0;7.0;1.0;0.0;12.0;0.75;0.0;4.7
2550;10.05.01 Компьютерная безопасность;17.2;0;1.0;0.0;13.2;1.0;0.0;0.0;0.5;0.0;0.0
2551;09.03.03 Прикладная информатика;96.0;1;0.64;0.0;20.0;0.8;0.0;20.0;0.62;0.0;17.0
2552;10.03.01 Информационная безопасность;16.6;0;1.0;0.0;2.5;0.8;0.0;7.7;1.0;0.0;2.0
2553;01.03.03 Механика и математическое моделирование;1.0;0;0.09;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2554;10.03.01 Информационная безопасность;77.45;1;0.82;0.0;11.01;1.0;0.0;11.64;0.75;0.0;9.5
2555;10.05.03 Информационная безопасность автоматизированных систем;100.0;1;0.82;0.0;20.0;1.0;0.0;20.0;0.75;0.0;20.0
2556;09.03.03 Прикладная информатика;79.4;1;1.0;0.0;14.7;1.0;0.0;17.5;0.75;0.0;12.0
2557;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2558;02.03.03 Математическое обеспечение и администрирование информационных систем;77.67;1;0.64;0.0;9.17;0.8;0.0;7.0;0.38;0.0;8.0
2559;09.03.03 Прикладная информатика;59.0;0;0.82;0.0;3.6;1.0;0.0;10.9;0.75;0.0;9.0
2560;06.05.01 Биоинженерия и биоинформатика;63.05;1;1.0;0.0;4.47;1.0;0.0;10.92;0.75;0.0;9.66
2561;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2562;09.03.02 Информационные системы и технологии;94.5;1;1.0;0.0;20.0;1.0;0.0;18.7;0.75;0.0;12.3
2563;09.03.02 Информационные системы и технологии;24.3;0;0.27;0.0;9.8;1.0;0.0;11.5;0.12;0.0;0.0
2564;09.03.02 Информационные системы и технологии;4.5;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2565;10.05.01 Компьютерная безопасность;65.7;1;0.64;0.0;13.1;0.4;0.0;18.3;0.5;0.0;12.3
2566;01.03.01 Математика;61.9;1;0.45;0.0;8.9;0.4;0.0;11.0;0.38;0.0;0.0
2567;38.03.01 Экономика;28.3;0;0.82;0.0;2.7;0.6;0.0;6.0;0.38;0.0;8.7
2568;09.03.03 Прикладная информатика;64.1;1;1.0;0.0;7.1;1.0;0.0;12.3;0.75;0.0;9.7
2569;38.03.01 Экономика;61.5;1;0.64;0.0;9.5;0.2;0.0;7.0;0.62;0.0;14.0
2570;02.03.03 Математическое обеспечение и администрирование информационных систем;76.0;1;0.91;0.0;9.7;0.6;0.0;14.3;0.62;0.0;13.4
2571;38.03.01 Экономика;61.3;1;0.82;0.0;11.0;0.4;0.0;9.9;0.75;0.0;12.3
2572;09.03.03 Прикладная информатика;87.21;1;0.91;0.0;9.72;1.0;0.0;9.33;0.88;0.0;19.0
2573;44.03.05 Педагогическое образование (с двумя профилями подготовки);69.3;1;1.0;0.0;11.5;1.0;0.0;12.5;1.0;0.0;9.0
2574;10.05.03 Информационная безопасность автоматизированных систем;77.9;1;1.0;0.0;12.2;1.0;0.0;11.5;0.88;0.0;6.2
2575;16.03.01 Техническая физика;61.67;1;1.0;0.0;11.67;0.8;0.0;7.0;0.75;0.0;3.0
2576;09.03.02 Информационные системы и технологии;80.0;1;1.0;0.0;14.7;1.0;0.0;16.6;0.62;0.0;16.7
2577;01.03.03 Механика и математическое моделирование;76.5;1;0.82;0.0;9.16;0.8;0.0;15.67;0.88;0.0;10.67
2578;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2579;44.03.05 Педагогическое образование (с двумя профилями подготовки);1.67;0;0.45;0.0;0.0;0.4;0.0;1.67;0.12;0.0;0.0
2580;38.03.01 Экономика;61.5;1;0.82;0.0;9.6;0.6;0.0;9.8;0.88;0.0;8.0
2581;09.03.02 Информационные системы и технологии;62.0;1;0.55;0.0;14.8;0.0;0.0;0.0;0.0;0.0;6.9
2582;09.03.02 Информационные системы и технологии;91.94;1;1.0;0.0;8.78;1.0;0.0;8.0;1.0;0.0;15.16
2583;09.03.02 Информационные системы и технологии;64.0;1;1.0;0.0;6.8;1.0;0.0;12.1;0.88;0.0;7.0
2584;44.03.05 Педагогическое образование (с двумя профилями подготовки);48.7;0;1.0;0.0;3.0;0.8;0.0;9.0;0.75;0.0;6.0
2585;44.03.05 Педагогическое образование (с двумя профилями подготовки);26.7;0;1.0;0.0;1.0;0.8;0.0;6.5;0.62;0.0;2.5
2586;04.03.01 Химия;65.0;1;0.82;0.0;6.0;0.8;0.0;10.67;1.0;0.0;8.33
2587;10.05.03 Информационная безопасность автоматизированных систем;78.0;1;0.82;0.0;12.8;0.8;0.0;16.7;0.88;0.0;7.4
2588;04.03.01 Химия;76.12;1;1.0;0.0;6.67;1.0;0.0;8.62;0.88;0.0;16.83
2589;10.03.01 Информационная безопасность;77.0;1;0.36;0.0;6.9;0.6;0.0;14.8;0.75;0.0;16.4
2590;02.03.03 Математическое обеспечение и администрирование информационных систем;62.0;1;1.0;0.0;9.67;0.8;0.0;12.33;0.62;0.0;4.0
2591;02.03.03 Математическое обеспечение и администрирование информационных систем;78.0;1;0.82;0.0;15.4;0.8;0.0;14.5;0.25;0.0;7.4
2592;38.03.01 Экономика;61.9;1;0.82;0.0;9.8;0.6;0.0;8.7;0.5;0.0;4.5
2593;03.03.02 Физика;68.6;1;0.64;0.0;15.0;0.2;0.0;15.0;0.25;0.0;15.0
2594;10.03.01 Информационная безопасность;87.0;1;1.0;0.0;17.7;1.0;0.0;17.4;0.75;0.0;10.0
2595;06.05.01 Биоинженерия и биоинформатика;15.49;0;0.73;0.0;8.66;0.2;0.0;2.33;0.75;0.0;3.0
2596;44.03.05 Педагогическое образование (с двумя профилями подготовки);32.1;0;0.64;0.0;4.4;0.8;0.0;5.0;0.75;0.0;5.0
2597;10.03.01 Информационная безопасность;85.0;1;1.0;0.0;12.1;0.6;0.0;19.2;0.88;0.0;10.0
2598;06.05.01 Биоинженерия и биоинформатика;65.65;1;0.91;0.0;10.5;0.8;0.0;9.0;0.88;0.0;7.65
2599;03.03.02 Физика;80.5;1;0.82;0.0;19.0;0.8;0.0;15.0;0.75;0.0;13.0
2600;02.03.03 Математическое обеспечение и администрирование информационных систем;43.39;0;1.0;0.0;7.0;0.8;0.0;6.0;0.38;0.0;0.0
2601;04.03.01 Химия;61.98;1;0.64;0.0;4.16;0.6;0.0;12.33;0.62;0.0;10.13
2602;03.03.02 Физика;63.6;1;0.82;0.0;10.0;0.8;0.0;15.0;0.75;0.0;11.0
2603;16.03.01 Техническая физика;68.38;1;0.64;0.0;11.05;0.8;0.0;16.01;0.62;0.0;16.32
2604;09.03.03 Прикладная информатика;98.0;1;1.0;0.0;15.0;1.0;0.0;18.9;0.88;0.0;20.0
2605;16.03.01 Техническая физика;80.1;1;1.0;0.0;11.5;1.0;0.0;16.3;0.75;0.0;12.2
2606;02.03.03 Математическое обеспечение и администрирование информационных систем;95.0;1;0.91;0.0;9.83;0.8;0.0;9.0;0.75;0.0;18.67
2607;03.03.02 Физика;0.0;0;0.73;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
2608;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2609;10.05.01 Компьютерная безопасность;62.13;1;0.64;0.0;13.9;0.2;0.0;16.9;0.38;0.0;11.33
2610;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2611;10.05.03 Информационная безопасность автоматизированных систем;91.0;1;0.82;0.0;17.3;0.8;0.0;19.5;0.75;0.0;8.33
2612;06.03.01 Биология;61.7;1;0.82;0.0;12.2;0.8;0.0;12.0;0.5;0.0;12.0
2613;10.03.01 Информационная безопасность;92.0;1;0.45;0.0;18.1;1.0;0.0;20.0;0.88;0.0;9.0
2614;05.03.06 Экология и природопользование;63.84;1;0.82;0.0;9.88;0.8;0.0;8.12;0.75;0.0;15.66
2615;03.03.02 Физика;61.0;1;0.73;0.0;7.0;0.6;0.0;15.0;0.62;0.0;7.0
2616;10.03.01 Информационная безопасность;62.71;1;0.18;0.0;4.18;0.6;0.0;13.7;0.62;0.0;5.83
2617;01.03.03 Механика и математическое моделирование;78.0;1;0.82;0.0;12.4;0.8;0.0;18.4;0.75;0.0;8.5
2618;03.03.02 Физика;67.7;1;0.64;0.0;14.0;0.6;0.0;17.0;0.5;0.0;6.5
2619;09.03.02 Информационные системы и технологии;31.65;0;0.64;0.0;9.16;0.8;0.0;4.49;0.38;0.0;0.0
2620;03.03.02 Физика;61.0;1;0.55;0.0;13.08;0.2;0.0;0.0;0.25;0.0;12.34
2621;03.03.02 Физика;39.56;0;0.73;0.0;5.36;0.6;0.0;10.67;0.75;0.0;6.83
2622;03.03.02 Физика;76.0;1;0.82;0.0;13.0;0.4;0.0;16.0;0.5;0.0;9.0
2623;09.03.02 Информационные системы и технологии;65.93;1;0.82;0.0;8.6;0.8;0.0;8.67;0.88;0.0;8.66
2624;03.03.02 Физика;76.0;1;0.82;0.0;15.0;0.6;0.0;11.5;0.62;0.0;19.0
2625;10.05.01 Компьютерная безопасность;76.0;1;0.82;0.0;6.0;0.8;0.0;16.67;0.75;0.0;13.2
2626;05.03.06 Экология и природопользование;3.02;0;0.09;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
2627;44.03.05 Педагогическое образование (с двумя профилями подготовки);65.4;1;1.0;0.0;9.5;1.0;0.0;9.5;1.0;0.0;6.0
2628;09.03.03 Прикладная информатика;79.0;1;0.91;0.0;13.9;0.8;0.0;17.2;0.5;0.0;10.0
2629;10.03.01 Информационная безопасность;100.0;1;0.82;0.0;16.2;0.8;0.0;20.0;0.88;0.0;20.0
2630;44.03.05 Педагогическое образование (с двумя профилями подготовки);69.9;1;1.0;0.0;10.5;0.8;0.0;9.5;1.0;0.0;13.5
2631;02.03.03 Математическое обеспечение и администрирование информационных систем;97.75;1;0.91;0.0;10.0;1.0;0.0;10.0;0.88;0.0;20.0
2632;16.03.01 Техническая физика;64.67;1;0.73;0.0;13.77;0.2;0.0;15.41;0.62;0.0;15.49
2633;10.05.01 Компьютерная безопасность;6.0;0;0.73;0.0;0.0;0.2;0.0;0.0;0.25;0.0;0.0
2634;04.03.01 Химия;77.34;1;0.82;0.0;9.54;0.4;0.0;9.94;0.5;0.0;15.63
2635;03.03.02 Физика;52.76;0;0.64;0.0;5.0;0.8;0.0;7.83;0.75;0.0;11.33
2636;10.05.03 Информационная безопасность автоматизированных систем;72.0;1;0.64;0.0;10.1;0.2;0.0;16.6;0.62;0.0;8.0
2637;16.03.01 Техническая физика;61.0;1;1.0;0.0;7.83;0.4;0.0;12.93;0.75;0.0;8.66
2638;03.03.02 Физика;63.66;1;1.0;0.0;12.67;1.0;0.0;14.33;0.75;0.0;13.66
2639;09.03.02 Информационные системы и технологии;61.12;1;0.82;0.0;6.53;1.0;0.0;8.67;1.0;0.0;6.67
2640;10.05.01 Компьютерная безопасность;77.0;1;1.0;0.0;11.1;1.0;0.0;16.4;0.88;0.0;8.4
2641;16.03.01 Техническая физика;0.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2642;10.05.03 Информационная безопасность автоматизированных систем;0.0;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
2643;02.03.03 Математическое обеспечение и администрирование информационных систем;88.0;1;1.0;0.0;13.6;1.0;0.0;16.9;1.0;0.0;16.0
2644;02.03.03 Математическое обеспечение и администрирование информационных систем;82.0;1;0.82;0.0;12.2;0.8;0.0;16.3;0.75;0.0;14.0
2645;10.05.03 Информационная безопасность автоматизированных систем;81.59;1;0.73;0.0;6.11;0.8;0.0;0.0;0.5;0.0;15.82
2646;09.03.02 Информационные системы и технологии;67.0;1;1.0;0.0;7.5;1.0;0.0;13.0;0.75;0.0;8.9
2647;10.05.03 Информационная безопасность автоматизированных систем;65.89;1;0.82;0.0;9.23;0.6;0.0;7.0;0.62;0.0;9.66
2648;02.03.03 Математическое обеспечение и администрирование информационных систем;92.78;1;0.82;0.0;17.81;0.4;0.0;19.67;0.38;0.0;19.0
2649;04.03.01 Химия;26.93;0;0.55;0.0;5.9;0.2;0.0;10.03;0.12;0.0;0.0
2650;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2651;09.03.03 Прикладная информатика;76.43;1;0.82;0.0;13.77;0.8;0.0;9.17;0.5;0.0;12.99
2652;01.03.01 Математика;76.16;1;1.0;0.0;8.95;1.0;0.0;10.55;0.75;0.0;13.16
2653;04.03.01 Химия;1.5;0;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2654;10.03.01 Информационная безопасность;41.99;0;0.55;0.0;0.0;0.6;0.0;0.0;0.38;0.0;11.99
2655;09.03.03 Прикладная информатика;76.17;1;1.0;0.0;9.84;1.0;0.0;14.67;0.75;0.0;10.66
2656;44.03.05 Педагогическое образование (с двумя профилями подготовки);37.1;0;1.0;0.0;6.5;1.0;0.0;6.1;1.0;0.0;6.7
2657;38.03.01 Экономика;88.7;1;0.82;0.0;16.1;1.0;0.0;10.9;1.0;0.0;8.7
2658;38.03.01 Экономика;79.2;1;1.0;0.0;15.4;0.6;0.0;17.6;1.0;0.0;15.7
2659;10.05.03 Информационная безопасность автоматизированных систем;33.14;0;0.45;0.0;8.14;0.6;0.0;0.0;0.38;0.0;11.0
2660;10.05.01 Компьютерная безопасность;32.84;0;0.82;0.0;0.0;1.0;0.0;8.0;0.62;0.0;9.84
2661;44.03.05 Педагогическое образование (с двумя профилями подготовки);76.0;1;1.0;0.0;13.5;0.8;0.0;13.5;0.88;0.0;14.0
2662;09.03.02 Информационные системы и технологии;81.54;1;0.55;0.0;13.38;0.8;0.0;14.83;0.38;0.0;13.33
2663;09.03.02 Информационные системы и технологии;61.23;1;1.0;0.0;8.79;1.0;0.0;8.8;0.88;0.0;1.5
2664;09.03.03 Прикладная информатика;76.84;1;1.0;0.0;12.22;1.0;0.0;12.96;0.75;0.0;7.66
2665;15.03.06 Мехатроника и робототехника;61.83;1;0.82;0.0;3.83;0.8;0.0;8.67;0.62;0.0;7.33
2666;06.03.01 Биология;76.3;1;1.0;0.0;11.8;0.8;0.0;13.2;0.62;0.0;16.3
2667;03.03.02 Физика;32.78;0;0.82;0.0;8.79;1.0;0.0;10.33;1.0;0.0;13.66
2668;09.03.02 Информационные системы и технологии;83.2;1;0.82;0.0;5.54;0.6;0.0;10.0;0.75;0.0;17.83
2669;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2670;10.03.01 Информационная безопасность;77.84;1;0.27;0.0;12.79;0.2;0.0;15.7;0.38;0.0;14.19
2671;38.03.01 Экономика;61.2;1;0.82;0.0;12.8;0.8;0.0;10.0;0.75;0.0;6.3
2672;16.03.01 Техническая физика;64.2;1;1.0;0.0;10.88;1.0;0.0;10.66;0.62;0.0;13.66
2673;10.05.01 Компьютерная безопасность;69.99;1;0.45;0.0;9.83;0.2;0.0;10.0;0.38;0.0;14.66
2674;06.03.01 Биология;80.6;1;0.82;0.0;14.0;0.8;0.0;12.0;0.75;0.0;17.3
2675;09.03.02 Информационные системы и технологии;61.5;1;0.64;0.0;18.67;1.0;0.0;19.83;0.5;0.0;18.0
2676;38.03.01 Экономика;61.4;1;0.82;0.0;7.5;0.8;0.0;13.9;0.88;0.0;4.0
2677;02.03.03 Математическое обеспечение и администрирование информационных систем;61.39;1;0.82;0.0;7.08;0.4;0.0;6.99;0.75;0.0;7.0
2678;05.03.06 Экология и природопользование;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2679;44.03.05 Педагогическое образование (с двумя профилями подготовки);0.0;0;0.55;0.0;0.0;0.6;0.0;0.0;0.25;0.0;0.0
2680;09.03.02 Информационные системы и технологии;82.11;1;0.82;0.0;13.38;1.0;0.0;14.95;1.0;0.0;15.66
2681;04.03.01 Химия;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.62;0.0;0.0
2682;10.05.01 Компьютерная безопасность;87.05;1;1.0;0.0;8.05;0.8;0.0;10.0;0.38;0.0;19.5
2683;05.03.06 Экология и природопользование;61.18;1;1.0;0.0;3.0;0.6;0.0;6.28;0.75;0.0;10.0
2684;10.03.01 Информационная безопасность;71.58;1;0.82;0.0;13.88;0.6;0.0;10.7;0.38;0.0;9.5
2685;09.03.02 Информационные системы и технологии;68.55;1;1.0;0.0;14.55;1.0;0.0;11.0;0.88;0.0;5.0
2686;02.03.03 Математическое обеспечение и администрирование информационных систем;77.86;1;1.0;0.0;15.55;1.0;0.0;15.61;0.88;0.0;14.82
2687;10.05.03 Информационная безопасность автоматизированных систем;91.63;1;1.0;0.0;18.44;0.6;0.0;18.67;0.88;0.0;13.32
2688;09.03.02 Информационные системы и технологии;61.21;1;1.0;0.0;10.49;1.0;0.0;8.17;0.88;0.0;3.17
2689;04.03.01 Химия;61.0;1;0.64;0.0;8.41;0.2;0.0;12.16;0.75;0.0;12.33
2690;09.03.02 Информационные системы и технологии;3.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
2691;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2692;10.05.03 Информационная безопасность автоматизированных систем;37.16;0;0.73;0.0;4.16;0.2;0.0;7.0;0.38;0.0;0.0
2693;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2694;09.03.02 Информационные системы и технологии;0.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2695;02.03.03 Математическое обеспечение и администрирование информационных систем;91.91;1;1.0;0.0;13.41;1.0;0.0;13.2;1.0;0.0;18.0
2696;10.05.01 Компьютерная безопасность;16.2;0;0.55;0.0;0.0;0.8;0.0;6.7;0.62;0.0;0.0
2697;10.05.03 Информационная безопасность автоматизированных систем;61.1;1;0.55;0.0;10.0;0.4;0.0;14.2;0.38;0.0;0.0
2698;15.03.06 Мехатроника и робототехника;19.6;0;0.64;0.0;3.7;0.4;0.0;6.9;0.12;0.0;0.0
2699;02.03.03 Математическое обеспечение и администрирование информационных систем;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2700;10.05.01 Компьютерная безопасность;25.99;0;0.73;0.0;3.66;0.2;0.0;3.33;0.25;0.0;0.0
2701;38.03.01 Экономика;0.0;0;0.55;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
2702;10.03.01 Информационная безопасность;84.88;1;1.0;0.0;9.83;1.0;0.0;8.0;0.75;0.0;18.0
2703;03.03.02 Физика;61.0;1;1.0;0.0;7.07;1.0;0.0;8.39;1.0;0.0;9.33
2704;44.03.05 Педагогическое образование (с двумя профилями подготовки);64.8;1;1.0;0.0;10.0;1.0;0.0;13.0;1.0;0.0;8.5
2705;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2706;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2707;10.05.01 Компьютерная безопасность;76.38;1;0.64;0.0;16.17;0.2;0.0;13.38;0.38;0.0;5.33
2708;09.03.02 Информационные системы и технологии;83.4;1;0.82;0.0;14.0;0.8;0.0;14.0;0.75;0.0;16.0
2709;09.03.02 Информационные системы и технологии;91.2;1;1.0;0.0;16.8;1.0;0.0;20.0;1.0;0.0;14.7
2710;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2711;09.03.02 Информационные системы и технологии;5.8;0;0.09;0.0;0.0;0.4;0.0;4.0;0.25;0.0;0.0
2712;04.03.01 Химия;66.75;1;1.0;0.0;9.28;1.0;0.0;9.72;0.75;0.0;15.33
2713;09.03.03 Прикладная информатика;26.04;0;0.82;0.0;11.04;0.8;0.0;0.0;0.5;0.0;1.0
2714;10.05.03 Информационная безопасность автоматизированных систем;64.73;1;0.36;0.0;10.24;0.0;0.0;9.5;0.38;0.0;4.99
2715;04.03.01 Химия;65.46;1;0.82;0.0;14.88;0.8;0.0;8.75;0.75;0.0;8.33
2716;10.05.01 Компьютерная безопасность;21.01;0;0.64;0.0;5.46;0.4;0.0;7.55;0.62;0.0;6.0
2717;06.05.01 Биоинженерия и биоинформатика;63.36;1;1.0;0.0;7.24;1.0;0.0;11.79;1.0;0.0;7.33
2718;03.03.02 Физика;61.0;1;1.0;0.0;6.0;1.0;0.0;5.45;1.0;0.0;3.17
2719;10.03.01 Информационная безопасность;93.2;1;0.82;0.0;18.2;0.8;0.0;18.8;0.75;0.0;19.7
2720;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2721;09.03.03 Прикладная информатика;78.0;1;0.82;0.0;12.0;0.8;0.0;15.8;0.5;0.0;14.3
2722;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2723;06.05.01 Биоинженерия и биоинформатика;76.0;1;0.82;0.0;10.46;0.8;0.0;12.78;0.75;0.0;4.33
2724;44.03.05 Педагогическое образование (с двумя профилями подготовки);7.58;0;0.45;0.0;0.25;0.4;0.0;2.83;0.5;0.0;4.5
2725;10.05.03 Информационная безопасность автоматизированных систем;64.32;1;0.36;0.0;13.71;0.6;0.0;9.12;0.5;0.0;4.49
2726;09.03.02 Информационные системы и технологии;9.0;0;0.55;0.0;3.8;0.8;0.0;0.0;0.0;0.0;3.7
2727;04.03.01 Химия;64.53;1;0.82;0.0;9.36;0.8;0.0;15.58;0.5;0.0;12.99
2728;01.03.01 Математика;48.0;0;1.0;0.0;12.4;0.6;0.0;6.2;0.75;0.0;12.0
2729;06.03.01 Биология;38.5;0;0.82;0.0;4.3;1.0;0.0;0.0;0.25;0.0;9.7
2730;03.03.02 Физика;61.0;1;0.82;0.0;7.68;0.6;0.0;6.67;1.0;0.0;6.5
2731;10.03.01 Информационная безопасность;61.32;1;0.45;0.0;10.0;0.8;0.0;9.33;0.5;0.0;2.99
2732;38.03.01 Экономика;62.4;1;1.0;0.0;7.5;1.0;0.0;9.3;0.88;0.0;0.0
2733;04.03.01 Химия;76.97;1;1.0;0.0;10.83;0.8;0.0;15.28;0.88;0.0;12.0
2734;09.03.03 Прикладная информатика;64.5;1;0.82;0.0;11.2;0.8;0.0;14.7;0.75;0.0;11.0
2735;10.05.03 Информационная безопасность автоматизированных систем;76.98;1;0.64;0.0;14.95;0.6;0.0;13.03;0.5;0.0;9.0
2736;15.03.06 Мехатроника и робототехника;61.0;1;0.82;0.0;9.1;0.8;0.0;15.3;0.75;0.0;7.8
2737;38.03.01 Экономика;61.8;1;0.91;0.0;7.3;1.0;0.0;9.3;0.88;0.0;4.7
2738;05.03.06 Экология и природопользование;68.88;1;0.82;0.0;5.6;0.8;0.0;12.15;0.62;0.0;10.33
2739;04.03.01 Химия;69.72;1;1.0;0.0;7.67;1.0;0.0;16.12;0.75;0.0;6.33
2740;04.03.01 Химия;44.81;0;0.82;0.0;0.5;0.8;0.0;4.11;0.75;0.0;4.0
2741;09.03.03 Прикладная информатика;67.66;1;0.45;0.0;12.16;0.2;0.0;9.5;0.5;0.0;10.0
2742;02.03.03 Математическое обеспечение и администрирование информационных систем;0.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2743;09.03.02 Информационные системы и технологии;76.38;1;0.91;0.0;9.27;1.0;0.0;8.78;0.88;0.0;14.33
2744;15.03.06 Мехатроника и робототехника;0.0;0;0.36;0.0;0.0;0.2;0.0;0.0;0.25;0.0;0.0
2745;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2746;04.03.01 Химия;27.5;0;0.73;0.0;0.0;0.4;0.0;14.0;0.0;0.0;0.0
2747;09.03.03 Прикладная информатика;61.0;1;0.45;0.0;7.6;0.8;0.0;13.8;0.5;0.0;11.8
2748;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2749;06.03.01 Биология;28.5;0;0.64;0.0;8.3;0.4;0.0;11.5;0.5;0.0;2.7
2750;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2751;01.03.01 Математика;61.44;1;0.36;0.0;7.33;0.2;0.0;8.11;0.0;0.0;10.0
2752;05.03.06 Экология и природопользование;76.12;1;1.0;0.0;9.23;1.0;0.0;13.95;1.0;0.0;12.66
2753;44.03.05 Педагогическое образование (с двумя профилями подготовки);4.7;0;0.73;0.0;2.7;0.2;0.0;0.0;0.0;0.0;0.0
2754;09.03.02 Информационные системы и технологии;65.1;1;0.82;0.0;8.5;1.0;0.0;11.5;0.75;0.0;16.0
2755;38.03.01 Экономика;26.4;0;0.73;0.0;5.7;1.0;0.0;7.7;0.88;0.0;6.0
2756;09.03.02 Информационные системы и технологии;91.37;1;1.0;0.0;17.16;1.0;0.0;15.55;1.0;0.0;15.66
2757;16.03.01 Техническая физика;62.22;1;1.0;0.0;7.25;0.8;0.0;9.32;0.62;0.0;7.0
2758;44.03.05 Педагогическое образование (с двумя профилями подготовки);61.0;1;1.0;0.0;9.0;1.0;0.0;13.5;1.0;0.0;10.0
2759;03.03.02 Физика;39.1;0;0.09;0.0;3.0;0.4;0.0;0.0;0.25;0.0;9.0
2760;04.03.01 Химия;5.03;0;0.0;0.0;2.7;0.2;0.0;1.33;0.62;0.0;1.0
2761;10.03.01 Информационная безопасность;61.2;1;0.64;0.0;10.7;0.8;0.0;10.5;0.5;0.0;6.5
2762;09.03.02 Информационные системы и технологии;76.1;1;0.64;0.0;15.4;1.0;0.0;15.5;0.75;0.0;10.7
2763;06.05.01 Биоинженерия и биоинформатика;78.55;1;1.0;0.0;16.38;1.0;0.0;14.12;0.88;0.0;10.0
2764;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2765;09.03.02 Информационные системы и технологии;72.16;1;0.73;0.0;9.33;0.8;0.0;14.5;0.62;0.0;10.83
2766;06.03.01 Биология;76.5;1;0.82;0.0;13.8;0.8;0.0;11.7;0.88;0.0;15.7
2767;09.03.02 Информационные системы и технологии;62.45;1;1.0;0.0;8.64;1.0;0.0;9.55;0.75;0.0;12.26
2768;15.03.06 Мехатроника и робототехника;78.69;1;1.0;0.0;7.44;1.0;0.0;10.0;1.0;0.0;9.32
2769;15.03.06 Мехатроника и робототехника;64.8;1;1.0;0.0;8.2;1.0;0.0;12.0;0.88;0.0;5.0
2770;09.03.02 Информационные системы и технологии;95.9;1;0.82;0.0;17.3;1.0;0.0;15.1;0.75;0.0;17.0
2771;03.03.02 Физика;29.7;0;0.0;0.0;0.0;0.4;0.0;11.0;0.38;0.0;8.5
