Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Корень дисперсии баллов до Контрольная работа 1;Доставленные баллы на Контрольная работа 1;Контрольная работа 1;Присутствие на Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Корень дисперсии баллов до Контрольная работа 2;Доставленные баллы на Контрольная работа 2;Контрольная работа 2;Присутствие на Контрольная работа 2
0;1.0;0.0;0.0;0.0;0.0;25.5;1.0;0.8;0.19;0.09090909090909091;0.4792254657451755;0.0;21.0;1.0
0;1.0;0.085;0.4444444444444444;0.6980035587977184;0.0;6.0;1.0;1.0;0.243;0.36363636363636365;0.4472905341391477;0.0;27.2;1.0
1;0.57;0.0;0.0;0.0;0.0;9.0;1.0;0.9;0.19;0.09090909090909091;0.4792254657451755;0.0;15.0;1.0
1;0.79;0.02;0.2222222222222222;0.08971226080325133;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
0;0.93;0.0;0.0;0.0;0.0;15.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;45.0;1.0
0;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;20.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;16.0;0.0
1;0.71;0.07;0.2222222222222222;0.414940854361882;0.0;11.8;1.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0
0;0.79;0.09300000000000001;0.4444444444444444;0.27450339283159386;0.0;6.0;1.0;1.0;0.239;0.36363636363636365;0.49895791005803763;0.0;22.8;1.0
0;0.57;0.0;0.0;0.0;0.0;20.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;21.0;1.0
0;1.0;0.0;0.0;0.0;0.0;20.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;45.0;1.0
0;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;18.0;1.0;1.1;0.24;0.18181818181818182;0.4653265842687067;0.0;34.0;0.0
0;0.79;0.08900000000000001;0.4444444444444444;0.26404225014030414;0.0;12.0;1.0;0.9;0.247;0.2727272727272727;0.50181499277134;0.0;23.4;1.0
1;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
1;1.0;0.083;0.5555555555555556;0.23865460784438644;0.0;23.0;1.0;0.6;0.0;0.0;0.0;0.0;4.5;1.0
0;0.86;0.01;0.1111111111111111;0.0656626513967031;0.0;0.0;0.0;0.7;0.35;0.18181818181818182;0.6024164322166505;0.0;25.0;1.0
0;0.93;0.10800000000000001;0.5555555555555556;0.36739803547412997;0.0;5.0;1.0;0.8;0.096;0.18181818181818182;0.20214568172737982;0.0;22.5;1.0
0;1.0;0.01;0.1111111111111111;0.9172424524547617;0.0;19.0;0.0;1.0;0.26;0.18181818181818182;0.5133124552457572;0.0;19.0;0.0
1;0.93;0.0;0.0;0.7222891653637341;0.0;2.0;1.0;0.9;0.0;0.0;0.0;0.0;2.0;1.0
0;0.93;0.09;0.3333333333333333;0.35844831830496804;0.0;23.6;1.0;1.0;0.25;0.18181818181818182;0.4892576869743487;0.0;22.0;1.0
0;0.93;0.0;0.0;0.0;0.0;20.0;1.0;1.0;0.15;0.09090909090909091;0.3783358940093491;0.0;45.0;1.0
1;0.64;0.0;0.0;0.0;0.0;8.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;17.0;1.0
0;1.0;0.03;0.3333333333333333;0.10587784399937923;0.0;33.0;1.0;1.1;0.25;0.5454545454545454;0.49489908622489703;0.0;31.0;0.0
0;0.93;0.02;0.1111111111111111;0.1313253027934062;0.0;27.6;1.0;0.7;0.22;0.18181818181818182;0.502379969888262;0.0;22.0;1.0
0;1.0;0.0;0.0;0.0;0.0;16.0;1.0;0.9;0.36;0.4545454545454546;0.5053642043184495;0.0;24.0;1.0
1;0.86;0.0;0.0;0.0;0.0;11.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;8.0;0.0
1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0
1;0.57;0.0;0.0;0.0;0.0;20.0;1.0;0.5;0.14;0.09090909090909091;0.35311350107539247;0.0;1.0;0.0
1;0.86;0.0;0.0;0.0;0.0;6.0;1.0;0.4;0.15;0.09090909090909091;0.3783358940093491;0.0;8.0;1.0
0;0.79;0.21600000000000003;0.8888888888888888;0.44221086093664047;0.0;15.0;1.0;0.8;0.235;0.5454545454545454;0.4979136391172364;0.0;20.0;1.0
0;0.79;0.02;0.2222222222222222;0.10172414213090172;0.0;23.6;1.0;0.6;0.225;0.2727272727272727;0.5005780014645933;0.0;16.0;1.0
0;0.93;0.0;0.0;0.2954819312851639;0.0;17.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;45.0;1.0
0;0.57;0.0;0.0;0.0;0.0;29.0;1.0;0.8;0.15;0.09090909090909091;0.3783358940093491;0.0;20.0;0.0
1;0.36;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0.79;0.075;0.4444444444444444;0.2732439555962861;0.0;18.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
1;0.64;0.0;0.0;0.0;0.0;11.8;1.0;1.0;0.17;0.18181818181818182;0.37711100728485153;0.0;16.0;0.0
0;1.0;0.0;0.0;0.0;0.0;11.0;1.0;0.9;0.19;0.09090909090909091;0.4792254657451755;0.0;31.0;1.0
1;0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0
1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0.86;0.03;0.2222222222222222;0.16524738220866933;0.0;5.0;1.0;0.5;0.2;0.09090909090909091;0.504447858679132;0.0;33.0;1.0
1;1.0;0.067;0.5555555555555556;0.22981927988846085;0.005;0.0;1.0;0.9;0.17800000000000002;0.2727272727272727;0.40085790828389567;0.0;12.0;1.0
0;1.0;0.02;0.1111111111111111;0.1313253027934062;0.0;17.0;1.0;1.0;0.14;0.36363636363636365;0.24945722120396382;0.0;42.0;1.0
1;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.9;0.0;0.0;0.0;0.0;4.0;1.0
1;0.86;0.01;0.1111111111111111;0.0656626513967031;0.0;12.0;1.0;0.4;0.0;0.0;0.0;0.0;17.0;1.0
1;0.64;0.01;0.1111111111111111;0.0656626513967031;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0
0;0.86;0.02;0.2222222222222222;0.08971226080325133;0.01;35.0;1.0;1.0;0.24;0.4545454545454546;0.49705628160430404;0.0;30.0;0.0
0;0.64;0.0;0.0;0.0;0.0;25.0;1.0;0.9;0.15;0.09090909090909091;0.3783358940093491;0.0;24.0;0.0
1;0.79;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.18;0.18181818181818182;0.3790231532388371;0.0;19.0;1.0
1;0.5;0.02;0.1111111111111111;0.1313253027934062;0.005;6.0;1.0;0.8;0.0;0.0;0.0;0.0;9.0;1.0
1;0.57;0.0;0.0;0.0;0.0;9.0;1.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0
0;0.64;0.0;0.0;0.0;0.0;3.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;38.0;1.0
1;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;15.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;10.0;0.0
0;1.0;0.0;0.0;0.0;0.0;35.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;40.0;1.0
1;0.36;0.0;0.0;0.0;0.0;7.0;1.0;1.0;0.06;0.09090909090909091;0.15133435760373962;0.0;5.0;1.0
1;0.86;0.02;0.1111111111111111;0.1313253027934062;0.0;5.0;1.0;0.6;0.14;0.09090909090909091;0.35311350107539247;0.0;9.0;1.0
0;1.0;0.04;0.3333333333333333;0.34537972071375356;0.0;30.0;1.0;1.0;0.1;0.36363636363636365;0.15285534413806262;0.0;40.0;1.0
1;0.71;0.0;0.0;0.0;0.0;0.0;1.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0
1;0.71;0.0;0.0;0.0;0.0;7.0;1.0;1.0;0.15;0.18181818181818182;0.3052373783649688;0.0;9.0;1.0
0;1.0;0.105;0.5555555555555556;0.2905773262381525;0.0;23.0;1.0;1.0;0.23;0.36363636363636365;0.5001301085705743;0.0;34.5;1.0
1;0.71;0.0;0.0;0.0;0.0;14.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0;1.0
0;0.86;0.02;0.1111111111111111;0.1313253027934062;0.0;21.0;1.0;1.0;0.21;0.18181818181818182;0.45342947425897584;0.0;36.5;1.0
0;0.93;0.02;0.1111111111111111;0.1313253027934062;0.0;23.6;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;13.0;1.0
0;0.86;0.01;0.1111111111111111;0.3950687701422468;0.0;27.0;1.0;1.0;0.12;0.09090909090909091;0.30266871520747923;0.0;32.0;1.0
0;0.86;0.0;0.0;0.0;0.0;8.0;1.0;1.0;0.27;0.7272727272727273;0.439438551154297;0.0;37.0;1.0
0;1.0;0.02;0.1111111111111111;0.4068965685236069;0.0;33.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;40.0;1.0
0;1.0;0.0;0.0;0.0;0.0;34.0;1.0;0.9;0.23;0.18181818181818182;0.5032426228673008;0.0;45.0;1.0
0;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;33.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;43.0;1.0
0;0.86;0.02;0.2222222222222222;0.08971226080325133;0.01;35.0;1.0;1.0;0.23;0.36363636363636365;0.4990882902937106;0.0;34.0;0.0
0;1.0;0.0;0.0;0.0;0.0;11.0;1.0;1.1;0.19;0.18181818181818182;0.3362507993759524;0.0;21.0;0.0
1;0.79;0.0;0.0;0.656626513967031;0.0;16.0;1.0;1.0;0.16;0.09090909090909091;0.4035582869433056;0.0;15.0;1.0
0;0.86;0.02;0.1111111111111111;0.1313253027934062;0.0;35.0;1.0;0.8;0.2;0.09090909090909091;0.504447858679132;0.0;29.0;1.0
1;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;23.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;0.0;0.0
0;1.0;0.138;0.6666666666666666;0.3513207536101698;0.0;29.0;1.0;1.0;0.17800000000000002;0.36363636363636365;0.37472948236255577;0.0;26.0;1.0
0;0.86;0.0;0.0;0.0;0.0;15.0;1.0;1.0;0.1;0.09090909090909091;0.252223929339566;0.0;21.0;1.0
1;1.0;0.0;0.0;0.9849397709505465;0.0;0.0;0.0;1.0;0.01;0.09090909090909091;0.0252223929339566;0.0;0.0;0.0
1;0.64;0.0;0.0;0.0;0.0;8.0;1.0;0.8;0.18;0.09090909090909091;0.4540030728112188;0.0;27.0;1.0
0;1.0;0.155;0.7777777777777777;0.347350667692825;0.0;17.0;1.0;1.0;0.17800000000000002;0.2727272727272727;0.3755619620595491;0.0;20.0;1.0
1;0.5;0.03;0.1111111111111111;0.19698795419010928;0.0;23.6;1.0;0.7;0.0;0.0;0.0;0.0;0.0;1.0
0;0.57;0.01;0.1111111111111111;0.0656626513967031;0.0;35.0;1.0;0.7;0.1;0.09090909090909091;0.252223929339566;0.0;32.0;1.0
1;0.93;0.065;0.4444444444444444;0.22089082493221718;0.0;15.0;1.0;1.0;0.185;0.18181818181818182;0.42700672198046924;0.0;15.0;1.0
1;0.29;0.0;0.0;0.0;0.0;12.0;1.0;0.6;0.165;0.18181818181818182;0.3420275185334603;0.0;14.0;1.0
1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
1;1.0;0.02;0.1111111111111111;0.1313253027934062;0.0;8.9;1.0;0.7;0.23;0.18181818181818182;0.5032426228673008;0.0;9.0;1.0
0;1.0;0.0;0.0;0.0;0.0;28.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;43.0;1.0
0;0.93;0.0;0.0;0.0;0.0;30.0;1.0;1.0;0.18;0.09090909090909091;0.4540030728112188;0.0;28.0;0.0
0;1.0;0.02;0.1111111111111111;0.1313253027934062;0.0;34.0;1.0;1.0;0.22;0.18181818181818182;0.502379969888262;0.0;33.0;0.0
0;0.86;0.0;0.0;0.0;0.0;35.0;1.0;0.7;0.23;0.18181818181818182;0.5032426228673008;0.0;45.0;1.0
0;1.0;0.02;0.2222222222222222;0.08971226080325133;0.0;21.0;1.0;1.0;0.11;0.09090909090909091;0.2774463222735226;0.0;33.0;1.0
0;1.0;0.02;0.1111111111111111;0.1313253027934062;0.0;33.0;0.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;39.0;0.0
0;0.86;0.0;0.0;0.0;0.0;30.0;1.0;1.0;0.21;0.18181818181818182;0.502782725469095;0.0;22.0;0.0
1;0.71;0.0;0.0;0.2626506055868124;0.0;12.0;1.0;0.5;0.04;0.09090909090909091;0.1008895717358264;0.0;0.0;0.0
0;1.0;0.02;0.1111111111111111;0.6609895288346773;0.0;33.0;1.0;0.9;0.3;0.36363636363636365;0.501919282061072;0.0;44.0;1.0
1;0.79;0.02;0.2222222222222222;0.08971226080325133;0.0;12.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
1;0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
1;0.71;0.049;0.3333333333333333;0.18829654985415697;0.0;11.0;1.0;0.7;0.11800000000000001;0.18181818181818182;0.25218265295551173;0.0;0.0;0.0
0;1.0;0.03;0.2222222222222222;0.14285714285714288;0.0;28.0;1.0;1.0;0.2;0.18181818181818182;0.4775934893116816;0.0;42.0;1.0
1;0.79;0.0;0.0;0.0;0.0;14.0;1.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0
0;0.93;0.055;0.3333333333333333;0.21827276711105478;0.0;35.0;1.0;0.9;0.21;0.36363636363636365;0.3980026472567878;0.0;22.0;1.0
0;1.0;0.0925;0.4444444444444444;0.27517665286968757;0.0;10.0;1.0;1.0;0.27;0.36363636363636365;0.49723077916334096;0.0;35.0;1.0
1;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;5.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;16.0;0.0
1;0.93;0.0;0.0;0.0;0.0;6.0;1.0;0.5;0.2;0.09090909090909091;0.504447858679132;0.0;7.0;1.0
0;0.93;0.0;0.0;0.0;0.0;34.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;32.0;0.0
0;0.71;0.02;0.1111111111111111;0.1313253027934062;0.0;24.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;32.0;0.0
1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.135;0.09090909090909091;0.34050230460841413;0.0;10.0;1.0
0;1.0;0.07;0.5555555555555556;0.1910621436657908;0.0;34.0;1.0;1.0;0.27;1.0;0.35368627274312125;0.0;32.0;1.0
1;0.93;0.015;0.1111111111111111;0.09849397709505464;0.0;5.0;1.0;0.4;0.23199999999999998;0.2727272727272727;0.500248044425036;0.0;25.0;1.0
0;0.93;0.0;0.0;0.0;0.0;24.0;1.0;1.0;0.18;0.09090909090909091;0.4540030728112188;0.0;45.0;1.0
1;0.86;0.085;0.5555555555555556;0.6245343191834092;0.0;10.0;1.0;0.7;0.19;0.18181818181818182;0.4524079478151475;0.0;20.0;1.0
1;0.36;0.0;0.0;0.0;0.0;7.0;1.0;0.5;0.18;0.09090909090909091;0.4540030728112188;0.0;23.0;1.0
1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0.93;0.07;0.1111111111111111;0.4596385597769217;0.0;10.0;1.0;1.0;0.1;0.09090909090909091;0.252223929339566;0.0;0.0;1.0
0;0.71;0.0;0.0;0.0;0.0;18.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;29.0;1.0
0;1.0;0.0;0.0;0.0;0.0;35.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;36.0;1.0
1;1.0;0.02;0.1111111111111111;0.1313253027934062;0.0;30.0;1.0;1.1;0.17;0.09090909090909091;0.4287806798772622;0.0;0.0;0.0
0;0.86;0.02;0.1111111111111111;0.1313253027934062;0.0;17.7;1.0;1.0;0.22;0.18181818181818182;0.47831949959545955;0.0;18.0;1.0
1;0.86;0.0225;0.1111111111111111;0.41144083231227796;0.0;0.0;1.0;1.0;0.233;0.36363636363636365;0.44726467388837304;0.0;0.0;1.0
0;1.0;0.02;0.1111111111111111;0.1313253027934062;0.0;35.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;45.0;1.0
1;0.64;0.03;0.3333333333333333;0.10587784399937923;0.0;5.0;1.0;0.4;0.07;0.2727272727272727;0.126111964669783;0.0;4.0;1.0
0;0.93;0.02;0.1111111111111111;0.22934978137994477;0.0;33.0;0.0;1.0;0.17;0.09090909090909091;0.4287806798772622;0.0;32.0;1.0
0;1.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;0.16;0.09090909090909091;0.4035582869433056;0.0;36.0;1.0
0;0.86;0.0;0.0;0.0;0.0;20.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;21.0;1.0
0;1.0;0.0;0.0;0.0;0.0;35.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;39.5;1.0
0;0.29;0.0;0.0;0.0;0.0;25.0;0.0;0.4;0.19;0.09090909090909091;0.4792254657451755;0.0;21.0;1.0
1;0.36;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;1.0
0;0.64;0.0;0.0;0.0;0.0;17.7;1.0;1.0;0.22;0.18181818181818182;0.502379969888262;0.0;8.0;0.0
0;0.86;0.0;0.0;0.9849397709505465;0.0;31.0;1.0;0.8;0.265;0.2727272727272727;0.5024231377148174;0.0;30.0;1.0
1;1.0;0.0;0.0;0.0;0.0;10.0;1.0;1.1;0.19;0.18181818181818182;0.42715906418490074;0.0;13.0;0.0
0;1.0;0.02;0.1111111111111111;0.4068965685236069;0.0;26.0;1.0;1.0;0.2;0.8181818181818182;0.2869755779866394;0.0;19.0;1.0
0;0.64;0.0;0.0;0.0;0.0;23.6;1.0;1.0;0.23;0.18181818181818182;0.5032426228673008;0.0;13.0;1.0
1;0.43;0.02;0.1111111111111111;0.4068965685236069;0.0;25.6;1.0;0.4;0.14;0.09090909090909091;0.35311350107539247;0.0;16.0;1.0
0;0.79;0.02;0.1111111111111111;0.13322669875978965;0.0;17.7;1.0;0.8;0.2;0.09090909090909091;0.504447858679132;0.0;45.0;0.0
1;0.21;0.045;0.4444444444444444;0.15140427275531454;0.0;11.0;1.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
1;0.79;0.0;0.0;0.0;0.0;2.0;1.0;0.8;0.087;0.36363636363636365;0.1295481351998455;0.0;0.0;1.0
0;1.0;0.0;0.0;0.0;0.0;14.0;1.0;1.1;0.27;0.18181818181818182;0.5190823950765198;0.0;24.0;0.0
0;0.86;0.01;0.1111111111111111;0.0656626513967031;0.0;33.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;13.0;0.0
1;0.36;0.005;0.1111111111111111;0.03283132569835155;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;3.0;1.0
1;0.57;0.02;0.1111111111111111;0.1313253027934062;0.0;0.0;1.0;0.9;0.15;0.2727272727272727;0.2270015364056094;0.0;5.0;1.0
1;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;10.0;0.0
1;1.0;0.0;0.0;0.0;0.0;8.0;1.0;1.0;0.04;0.09090909090909091;0.1008895717358264;0.0;15.0;1.0
0;0.93;0.21;0.8888888888888888;0.4571302815171683;0.0;14.0;0.0;0.8;0.255;0.8181818181818182;0.4392904673923317;0.0;31.0;1.0
0;1.0;0.07;0.4444444444444444;0.2343092690715964;0.0;13.0;1.0;0.8;0.16;0.2727272727272727;0.35015301892271405;0.0;11.0;1.0
0;0.86;0.02;0.1111111111111111;0.9199022655761481;0.0;14.0;1.0;1.0;0.3;0.8181818181818182;0.4864718976232278;0.0;29.0;1.0
1;0.43;0.0;0.0;0.0;0.0;5.0;1.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
1;0.86;0.0;0.0;0.0;0.0;5.0;1.0;1.0;0.08;0.18181818181818182;0.14104872537477217;0.0;19.0;1.0
0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.8;0.2;0.09090909090909091;0.504447858679132;0.0;41.0;1.0
0;0.21;0.11100000000000002;0.4444444444444444;0.3486392057337326;0.0;20.0;1.0;0.2;0.0;0.0;0.0;0.0;35.0;1.0
1;0.86;0.105;0.4444444444444444;0.31342024607025243;0.0;15.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
0;0.79;0.175;0.7777777777777777;0.4075142151937012;0.01;33.0;1.0;0.8;0.215;0.2727272727272727;0.5017320068032922;0.0;27.0;1.0
1;0.93;0.09300000000000001;0.6666666666666666;0.2453066198469379;0.0;14.0;0.0;0.8;0.1;0.09090909090909091;0.252223929339566;0.0;3.0;1.0
0;0.86;0.01;0.1111111111111111;0.0656626513967031;0.0;21.0;1.0;0.8;0.2;0.09090909090909091;0.504447858679132;0.0;19.0;1.0
0;0.86;0.0;0.0;0.0;0.0;25.0;1.0;1.1;0.2;0.09090909090909091;0.504447858679132;0.0;40.0;0.0
0;1.0;0.0;0.0;0.0;0.0;15.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;32.0;1.0
0;0.93;0.02;0.1111111111111111;0.1313253027934062;0.0;17.0;1.0;0.6;0.26;0.2727272727272727;0.457555973847607;0.0;23.0;1.0
0;0.79;0.17800000000000002;0.7777777777777777;0.4423018521640048;0.0;20.0;1.0;1.0;0.235;0.8181818181818182;0.44374406642085923;0.0;16.0;1.0
0;0.93;0.0;0.0;0.0;0.0;30.0;1.0;0.9;0.15;0.09090909090909091;0.3783358940093491;0.0;31.0;1.0
0;0.64;0.06;0.3333333333333333;0.232461860990522;0.0;27.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;41.0;1.0
0;0.93;0.0925;0.4444444444444444;0.27517665286968757;0.0;6.5;1.0;0.7;0.2425;0.36363636363636365;0.44106009355909415;0.0;23.0;1.0
0;0.93;0.0;0.0;0.0;0.0;34.0;1.0;0.8;0.19;0.09090909090909091;0.4792254657451755;0.0;32.0;0.0
0;0.86;0.04;0.2222222222222222;0.20344828426180345;0.0;16.0;1.0;1.0;0.16;0.09090909090909091;0.4035582869433056;0.0;26.0;0.0
1;0.79;0.0;0.0;0.0;0.0;8.0;1.0;0.3;0.0;0.0;0.0;0.0;2.0;1.0
0;0.86;0.0;0.0;0.0;0.0;31.0;1.0;0.7;0.2;0.09090909090909091;0.504447858679132;0.0;37.0;1.0
1;1.0;0.0;0.0;0.0;0.0;17.0;1.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
0;1.0;0.01;0.1111111111111111;0.0656626513967031;0.0;35.0;1.0;1.0;0.24;0.4545454545454546;0.49705628160430404;0.0;36.0;0.0
1;0.71;0.03;0.1111111111111111;0.19698795419010928;0.0;5.9;1.0;1.0;0.12;0.09090909090909091;0.30266871520747923;0.0;0.0;0.0
1;0.64;0.0;0.0;0.0;0.0;5.0;1.0;0.8;0.03;0.09090909090909091;0.07566717880186981;0.0;9.0;0.0
1;0.86;0.01;0.1111111111111111;0.14285714285714288;0.0;12.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
0;1.0;0.06;0.3333333333333333;0.21175568799875846;0.07;35.0;1.0;1.1;0.25;0.4545454545454546;0.49629941654904763;0.0;40.0;0.0
1;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;4.0;1.0
0;1.0;0.03;0.1111111111111111;0.19698795419010928;0.0;35.0;1.0;1.0;0.22;0.18181818181818182;0.502379969888262;0.0;24.0;0.0
0;1.0;0.12100000000000001;0.5555555555555556;0.3120968224115012;0.0;17.0;1.0;1.0;0.195;0.2727272727272727;0.45136809366314096;0.0;32.0;1.0
0;0.86;0.095;0.4444444444444444;0.28051096973045536;0.0;13.0;1.0;0.7;0.23199999999999998;0.2727272727272727;0.500248044425036;0.0;17.3;1.0
1;0.93;0.0;0.0;0.0;0.0;12.0;1.0;1.0;0.04;0.09090909090909091;0.1008895717358264;0.0;0.0;0.0
0;0.93;0.0;0.0;0.0;0.0;31.0;1.0;0.9;0.215;0.18181818181818182;0.46587001795960453;0.0;28.0;1.0
0;1.0;0.0;0.0;0.0;0.0;27.0;1.0;1.0;0.215;0.18181818181818182;0.46587001795960453;0.0;39.0;1.0
1;0.79;0.0;0.0;0.0;0.0;0.0;1.0;0.7;0.16;0.18181818181818182;0.35212943924269896;0.0;2.0;1.0
0;0.5;0.0;0.0;0.0;0.0;14.0;1.0;0.8;0.15;0.09090909090909091;0.3783358940093491;0.0;23.0;1.0
0;0.86;0.01;0.1111111111111111;0.5902338266368274;0.0;25.0;0.0;0.8;0.22;0.2727272727272727;0.47540880624140397;0.0;30.0;0.0
1;0.86;0.0;0.0;0.0;0.0;17.0;1.0;0.6;0.15;0.09090909090909091;0.3783358940093491;0.0;18.0;1.0
0;0.79;0.02;0.1111111111111111;0.1313253027934062;0.0;29.5;1.0;0.9;0.22;0.18181818181818182;0.502379969888262;0.0;42.0;0.0
0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.3;0.8181818181818182;0.4864718976232278;0.0;23.0;1.0
0;0.57;0.0;0.0;0.7879518167604371;0.0;31.0;1.0;0.4;0.2;0.09090909090909091;0.504447858679132;0.0;27.0;1.0
1;0.36;0.04;0.1111111111111111;0.2626506055868124;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0
0;1.0;0.052000000000000005;0.3333333333333333;0.18879201779863017;0.0;4.0;1.0;0.9;0.218;0.2727272727272727;0.4548557570916438;0.0;30.0;1.0
1;0.64;0.0;0.0;0.0;0.0;0.0;1.0;0.9;0.2;0.09090909090909091;0.504447858679132;0.0;35.0;1.0
1;1.0;0.0;0.0;0.0;0.0;18.0;1.0;0.6;0.0;0.0;0.0;0.0;6.0;1.0
0;1.0;0.0;0.0;0.0;0.0;28.0;0.0;1.0;0.24;0.4545454545454546;0.49705628160430404;0.0;30.0;0.0
0;1.0;0.0;0.0;0.0;0.0;22.0;1.0;0.9;0.21;0.18181818181818182;0.502782725469095;0.0;30.0;0.0
1;0.5;0.01;0.1111111111111111;0.0656626513967031;0.0;15.0;1.0;0.7;0.0;0.0;0.0;0.0;7.0;1.0
0;0.93;0.01;0.1111111111111111;0.0656626513967031;0.0;30.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;37.0;1.0
1;0.5;0.0;0.0;0.5909638625703278;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;1.0
1;0.64;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0.93;0.0;0.0;0.0;0.0;19.0;1.0;1.0;0.2;0.09090909090909091;0.504447858679132;0.0;32.0;1.0
0;0.93;0.02;0.1111111111111111;0.5967720007888719;0.0;13.0;1.0;1.1;0.27;0.18181818181818182;0.5190823950765198;0.0;42.0;0.0
0;0.36;0.0;0.0;0.0;0.0;21.7;1.0;0.9;0.2;0.18181818181818182;0.4522161547105844;0.0;30.0;0.0
