Пол;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Процент баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Процент баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Процент баллов до Контрольная работа 3;Контрольная работа 3
1.0;0;0.43;0.18;0.58;0.13;0.75;0.06;0.26;0.17;0.71;0.06;0.26;0.06
0.0;0;0.93;0.06;0.19;0.086;1.0;0.03;0.13;0.0833;1.0;0.0;0.0;0.08
0.0;0;1.0;0.068;0.22;0.1465;1.0;0.05;0.22;0.128;1.0;0.08;0.35;0.1253
1.0;0;1.0;0.055;0.18;0.0805;1.0;0.005;0.02;0.0642;1.0;0.0;0.0;0.066
0.0;0;0.21;0.09;0.29;0.01;0.0;0.04;0.17;0.04;0.14;0.05;0.22;0.0
1.0;1;0.57;0.02;0.06;0.02;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;0;1.0;0.12;0.39;0.13;0.75;0.04;0.17;0.16;1.0;0.07;0.3;0.16
1.0;1;0.71;0.04;0.13;0.01;0.25;0.02;0.09;0.2;0.57;0.04;0.17;0.0
1.0;0;0.79;0.1;0.32;0.1;0.75;0.05;0.22;0.14;1.0;0.1;0.43;0.12
1.0;0;0.86;0.085;0.27;0.084;1.0;0.04;0.17;0.156;0.57;0.08;0.35;0.115
1.0;1;0.64;0.07;0.23;0.121;0.5;0.015;0.07;0.095;0.71;0.075;0.32;0.16899999999999998
1.0;0;0.79;0.17800000000000002;0.57;0.141;0.5;0.005;0.02;0.13;1.0;0.077;0.33;0.124
1.0;0;0.79;0.14;0.45;0.1691;1.0;0.04;0.17;0.1;0.86;0.06;0.26;0.0983
0.0;0;1.0;0.15;0.48;0.185;1.0;0.06;0.26;0.1521;1.0;0.1;0.43;0.135
1.0;1;0.5;0.03;0.1;0.0;1.0;0.03;0.13;0.0;0.86;0.0;0.0;0.0
0.0;1;0.57;0.02;0.06;0.04;0.5;0.01;0.04;0.07;0.57;0.0;0.0;0.05
0.0;0;1.0;0.16;0.52;0.11;1.0;0.06;0.26;0.10099999999999999;1.0;0.1;0.43;0.15
1.0;1;0.93;0.01;0.03;0.0545;0.25;0.0;0.0;0.0;0.29;0.013999999999999999;0.06;0.0
1.0;0;0.71;0.08;0.26;0.1;1.0;0.03;0.13;0.09;1.0;0.09;0.39;0.14
1.0;0;1.0;0.16;0.52;0.12210000000000001;1.0;0.06;0.26;0.17920000000000003;1.0;0.11;0.48;0.2
1.0;0;0.79;0.16;0.52;0.11710000000000001;0.75;0.04;0.17;0.08470000000000001;0.71;0.12;0.52;0.08
1.0;0;1.0;0.1;0.32;0.15;1.0;0.06;0.26;0.15;1.0;0.1;0.43;0.17
1.0;0;0.93;0.145;0.47;0.14;1.0;0.06;0.26;0.17;1.0;0.08;0.35;0.15
0.0;0;0.79;0.16;0.52;0.12;1.0;0.06;0.26;0.12;0.71;0.1;0.43;0.12
0.0;0;0.93;0.075;0.24;0.16399999999999998;0.75;0.04;0.17;0.19399999999999998;0.86;0.135;0.58;0.2
0.0;0;0.71;0.16;0.52;0.11130000000000001;1.0;0.04;0.17;0.1668;0.57;0.03;0.13;0.188
1.0;0;1.0;0.15;0.48;0.12990000000000002;1.0;0.06;0.26;0.1539;1.0;0.1;0.43;0.165
0.0;0;1.0;0.20200000000000004;0.65;0.17800000000000002;1.0;0.053;0.23;0.145;1.0;0.136;0.59;0.168
1.0;0;1.0;0.131;0.42;0.124;1.0;0.09100000000000001;0.4;0.13;1.0;0.125;0.54;0.145
0.0;1;0.93;0.17;0.55;0.01;1.0;0.02;0.09;0.0;1.0;0.1;0.43;0.01
0.0;0;1.0;0.13;0.42;0.01;1.0;0.09;0.39;0.0;0.71;0.11;0.48;0.07
1.0;0;0.93;0.14;0.45;0.1378;1.0;0.06;0.26;0.12359999999999999;0.71;0.047;0.2;0.1716
1.0;0;0.71;0.11;0.35;0.12369999999999999;1.0;0.06;0.26;0.1317;0.71;0.1;0.43;0.147
1.0;0;0.86;0.13;0.42;0.10779999999999999;1.0;0.04;0.17;0.1857;0.71;0.081;0.35;0.19
1.0;0;0.79;0.122;0.39;0.152;1.0;0.079;0.34;0.14;0.86;0.075;0.32;0.2
1.0;0;0.57;0.021;0.07;0.0947;0.25;0.0;0.0;0.0;0.14;0.0;0.0;0.0
0.0;0;0.57;0.01;0.03;0.09;0.75;0.0;0.0;0.1346;0.43;0.02;0.09;0.1293
0.0;0;1.0;0.13;0.42;0.0447;1.0;0.08;0.35;0.11800000000000001;1.0;0.1;0.43;0.122
1.0;0;0.57;0.18;0.58;0.09;0.5;0.04;0.17;0.0;0.43;0.04;0.17;0.0
1.0;0;0.57;0.04800000000000001;0.15;0.109;1.0;0.036000000000000004;0.16;0.065;0.71;0.036000000000000004;0.16;0.0
1.0;0;0.86;0.14100000000000001;0.45;0.14;1.0;0.07;0.3;0.2;0.86;0.23;1.0;0.1409
1.0;0;0.5;0.05;0.16;0.142;0.5;0.06;0.26;0.1563;0.86;0.07;0.3;0.11800000000000001
0.0;0;0.5;0.04;0.13;0.02;0.0;0.0;0.0;0.07;0.29;0.0;0.0;0.0
0.0;0;0.93;0.07;0.23;0.06;1.0;0.02;0.09;0.06;0.71;0.0;0.0;0.1
0.0;0;1.0;0.153;0.49;0.098;1.0;0.042;0.18;0.13;1.0;0.13299999999999998;0.58;0.128
1.0;0;0.86;0.04;0.13;0.1;1.0;0.05;0.22;0.12;1.0;0.08;0.35;0.14
1.0;0;1.0;0.15;0.48;0.1107;1.0;0.07;0.3;0.138;1.0;0.1;0.43;0.1222
0.0;0;0.79;0.16;0.52;0.136;0.75;0.06;0.26;0.1796;1.0;0.1;0.43;0.1967
0.0;1;0.93;0.08;0.26;0.05;1.0;0.01;0.04;0.07;0.57;0.0;0.0;0.07
0.0;0;1.0;0.135;0.44;0.1288;1.0;0.06;0.26;0.1597;0.57;0.099;0.43;0.14679999999999999
1.0;0;1.0;0.13;0.42;0.11;1.0;0.06;0.26;0.13;1.0;0.1;0.43;0.15
1.0;1;0.79;0.05;0.16;0.03;0.25;0.0;0.0;0.0;0.14;0.0;0.0;0.0
1.0;0;1.0;0.158;0.51;0.1672;1.0;0.06;0.26;0.13449999999999998;1.0;0.1;0.43;0.1
1.0;0;0.79;0.01;0.03;0.05;0.5;0.0;0.0;0.05;0.29;0.0;0.0;0.0
0.0;0;0.21;0.053;0.17;0.0;0.0;0.004;0.02;0.03;0.29;0.02;0.09;0.0
1.0;0;0.79;0.14;0.45;0.1654;0.75;0.01;0.04;0.14859999999999998;0.71;0.05;0.22;0.096
0.0;0;1.0;0.15;0.48;0.038;1.0;0.054000000000000006;0.23;0.11199999999999999;1.0;0.15;0.65;0.145
1.0;0;0.86;0.04;0.13;0.09;1.0;0.01;0.04;0.08;0.71;0.0;0.0;0.12
0.0;0;0.93;0.1275;0.41;0.127;1.0;0.0925;0.4;0.07;1.0;0.17;0.74;0.078
0.0;0;1.0;0.16;0.52;0.15;0.5;0.04;0.17;0.07;0.71;0.01;0.04;0.09
1.0;0;1.0;0.15;0.48;0.1213;1.0;0.06;0.26;0.0722;0.86;0.06;0.26;0.0935
1.0;0;0.79;0.09;0.29;0.13;0.5;0.0;0.0;0.1;0.29;0.0;0.0;0.0
0.0;0;1.0;0.16;0.52;0.17;1.0;0.06;0.26;0.14400000000000002;1.0;0.1;0.43;0.17329999999999998
0.0;0;1.0;0.14800000000000002;0.48;0.18230000000000002;1.0;0.06;0.26;0.19399999999999998;0.86;0.1;0.43;0.1813
1.0;1;1.0;0.01;0.03;0.04;1.0;0.02;0.09;0.1;0.86;0.01;0.04;0.09
1.0;0;1.0;0.11;0.35;0.07;1.0;0.05;0.22;0.1;1.0;0.1;0.43;0.1
1.0;0;0.71;0.09;0.29;0.11;0.75;0.01;0.04;0.05;0.71;0.01;0.04;0.15
1.0;0;0.79;0.08;0.26;0.159;1.0;0.06;0.26;0.2;1.0;0.12;0.52;0.16390000000000002
1.0;0;1.0;0.11;0.35;0.08;1.0;0.05;0.22;0.1;1.0;0.08;0.35;0.1
1.0;0;0.79;0.08;0.26;0.10099999999999999;0.25;0.06;0.26;0.102;0.71;0.08;0.35;0.147
1.0;1;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.93;0.19;0.61;0.15460000000000002;0.5;0.06;0.26;0.1576;0.57;0.1;0.43;0.1564
1.0;1;0.93;0.11;0.35;0.09;1.0;0.02;0.09;0.1;1.0;0.02;0.09;0.07
0.0;0;0.93;0.16;0.52;0.17;1.0;0.06;0.26;0.17;0.86;0.1;0.43;0.17
1.0;0;1.0;0.16;0.52;0.2;1.0;0.06;0.26;0.16570000000000001;1.0;0.099;0.43;0.195
0.0;0;0.93;0.03;0.1;0.05;1.0;0.06;0.26;0.12;1.0;0.09;0.39;0.18
1.0;0;0.57;0.1;0.32;0.0467;0.25;0.0;0.0;0.1356;0.71;0.01;0.04;0.0
1.0;0;0.71;0.16;0.52;0.177;1.0;0.08;0.35;0.188;1.0;0.12;0.52;0.139
1.0;1;0.57;0.05;0.16;0.05;0.75;0.01;0.04;0.09;0.57;0.0;0.0;0.0
1.0;0;0.71;0.11;0.35;0.1726;0.75;0.04;0.17;0.172;0.86;0.1;0.43;0.168
1.0;0;0.64;0.15;0.48;0.04;0.5;0.06;0.26;0.09;1.0;0.06;0.26;0.06
1.0;1;0.86;0.04;0.13;0.016;0.5;0.0;0.0;0.04;0.29;0.0;0.0;0.0
0.0;0;1.0;0.19;0.61;0.06;1.0;0.06;0.26;0.06;1.0;0.14;0.61;0.12
0.0;1;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.5;0.027999999999999997;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;1.0;0.132;0.43;0.087;0.75;0.02;0.09;0.152;1.0;0.052000000000000005;0.23;0.162
1.0;0;0.86;0.13;0.42;0.084;0.5;0.04;0.17;0.1341;0.57;0.07;0.3;0.153
0.0;1;0.93;0.05;0.16;0.01;1.0;0.05;0.22;0.0;1.0;0.06;0.26;0.0
0.0;0;1.0;0.05;0.16;0.04;1.0;0.04;0.17;0.07;1.0;0.04;0.17;0.02
0.0;0;0.86;0.14;0.45;0.13;1.0;0.1;0.43;0.11;1.0;0.14;0.61;0.1
1.0;0;0.71;0.1085;0.35;0.07400000000000001;0.75;0.0955;0.41;0.085;1.0;0.185;0.8;0.171
0.0;0;0.79;0.12;0.39;0.1002;0.25;0.02;0.09;0.171;0.71;0.047;0.2;0.16329999999999997
1.0;0;0.14;0.018000000000000002;0.06;0.0335;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.93;0.03;0.1;0.1;1.0;0.05;0.22;0.12;0.86;0.07;0.3;0.0
1.0;0;0.93;0.16;0.52;0.13119999999999998;1.0;0.06;0.26;0.1295;0.86;0.1;0.43;0.165
1.0;0;0.93;0.09;0.29;0.09;1.0;0.05;0.22;0.16;1.0;0.08;0.35;0.19
1.0;0;0.57;0.045;0.15;0.060599999999999994;0.25;0.03;0.13;0.07490000000000001;1.0;0.0;0.0;0.135
1.0;0;0.79;0.065;0.21;0.08;1.0;0.02;0.09;0.07;0.71;0.12;0.52;0.09
1.0;0;0.71;0.08;0.26;0.1293;0.25;0.02;0.09;0.0922;0.29;0.0;0.0;0.0733
1.0;0;0.86;0.07;0.23;0.020499999999999997;1.0;0.0;0.0;0.0713;0.43;0.0;0.0;0.0275
1.0;0;0.71;0.095;0.31;0.083;0.75;0.06;0.26;0.163;1.0;0.01;0.04;0.11
1.0;0;0.93;0.07;0.23;0.0753;1.0;0.06;0.26;0.154;0.71;0.06;0.26;0.14400000000000002
0.0;0;0.86;0.1;0.32;0.1;1.0;0.04;0.17;0.12;0.57;0.08;0.35;0.14
1.0;1;0.5;0.02;0.06;0.02;0.75;0.01;0.04;0.0591;0.71;0.02;0.09;0.04
1.0;0;0.79;0.05;0.16;0.024300000000000002;1.0;0.025;0.11;0.05;0.14;0.0;0.0;0.0
1.0;0;0.93;0.15;0.48;0.0604;1.0;0.06;0.26;0.1201;0.86;0.06;0.26;0.15
0.0;0;0.0;0.15;0.48;0.105;0.75;0.04;0.17;0.1185;0.0;0.107;0.46;0.0733
0.0;0;1.0;0.138;0.45;0.105;1.0;0.06;0.26;0.11199999999999999;0.71;0.08;0.35;0.085
0.0;0;0.79;0.165;0.53;0.11;0.5;0.06;0.26;0.16;1.0;0.09;0.39;0.19
1.0;0;0.79;0.08800000000000001;0.28;0.0729;0.5;0.05;0.22;0.11130000000000001;0.71;0.04;0.17;0.122
1.0;1;0.64;0.0;0.0;0.04;1.0;0.01;0.04;0.05;0.71;0.01;0.04;0.0
0.0;0;0.86;0.086;0.28;0.0564;1.0;0.059000000000000004;0.26;0.11539999999999999;0.86;0.069;0.3;0.1722
1.0;1;1.0;0.121;0.39;0.05;1.0;0.025;0.11;0.11800000000000001;1.0;0.049;0.21;0.12
1.0;0;0.71;0.12;0.39;0.1612;0.5;0.06;0.26;0.149;1.0;0.08;0.35;0.0975
0.0;0;0.71;0.16;0.52;0.1258;1.0;0.105;0.46;0.114;1.0;0.1;0.43;0.141
0.0;0;0.93;0.18;0.58;0.13;1.0;0.06;0.26;0.09;1.0;0.1;0.43;0.15
1.0;0;0.57;0.14;0.45;0.166;0.5;0.065;0.28;0.1234;1.0;0.11;0.48;0.1635
0.0;0;0.71;0.13;0.42;0.05;1.0;0.06;0.26;0.11;0.57;0.11;0.48;0.11
0.0;0;0.86;0.15;0.48;0.1589;1.0;0.08;0.35;0.1935;0.86;0.01;0.04;0.1967
1.0;0;1.0;0.16;0.52;0.12050000000000001;1.0;0.06;0.26;0.10550000000000001;0.86;0.1;0.43;0.1567
1.0;1;0.86;0.04;0.13;0.0435;0.5;0.0;0.0;0.0233;0.29;0.0;0.0;0.0
1.0;0;0.86;0.16;0.52;0.1315;1.0;0.06;0.26;0.1503;0.86;0.1;0.43;0.105
1.0;0;0.86;0.16;0.52;0.045599999999999995;1.0;0.06;0.26;0.0746;0.86;0.1;0.43;0.115
1.0;0;0.71;0.13;0.42;0.04;0.5;0.15;0.65;0.04;0.86;0.19;0.82;0.06
1.0;0;0.86;0.24;0.77;0.039;1.0;0.054000000000000006;0.23;0.13570000000000002;1.0;0.028999999999999998;0.13;0.15
1.0;1;0.71;0.0;0.0;0.07150000000000001;0.5;0.0;0.0;0.0756;0.86;0.0;0.0;0.17
0.0;1;0.64;0.01;0.03;0.05;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;1.0;0.15;0.48;0.1404;1.0;0.06;0.26;0.138;1.0;0.1;0.43;0.187
0.0;0;0.79;0.02;0.06;0.055;0.75;0.0;0.0;0.0383;0.43;0.0;0.0;0.0
0.0;0;0.86;0.16;0.52;0.0508;1.0;0.11;0.48;0.0513;0.86;0.15;0.65;0.042
0.0;0;1.0;0.134;0.43;0.0943;1.0;0.08;0.35;0.13;1.0;0.08;0.35;0.11900000000000001
0.0;0;0.64;0.03;0.1;0.08;1.0;0.03;0.13;0.14;1.0;0.07;0.3;0.19
1.0;0;0.79;0.1;0.32;0.0;1.0;0.0;0.0;0.0;0.86;0.0;0.0;0.0
1.0;0;0.93;0.16;0.52;0.16149999999999998;1.0;0.06;0.26;0.1324;1.0;0.1;0.43;0.13
1.0;0;1.0;0.13;0.42;0.14;1.0;0.06;0.26;0.15;0.86;0.08;0.35;0.13
0.0;0;0.86;0.08;0.26;0.1117;0.5;0.055;0.24;0.18239999999999998;0.71;0.068;0.29;0.106
1.0;0;0.36;0.065;0.21;0.09;0.5;0.06;0.26;0.14;0.71;0.09;0.39;0.15
0.0;0;0.86;0.14;0.45;0.0973;1.0;0.07;0.3;0.17300000000000001;0.86;0.05;0.22;0.14300000000000002
1.0;0;0.57;0.08;0.26;0.07;1.0;0.04;0.17;0.11;0.57;0.0;0.0;0.12
1.0;0;1.0;0.15;0.48;0.13720000000000002;0.5;0.03;0.13;0.1109;0.71;0.046;0.2;0.15
1.0;0;1.0;0.09;0.29;0.096;1.0;0.01;0.04;0.126;1.0;0.0;0.0;0.14
1.0;0;0.71;0.144;0.46;0.188;1.0;0.045;0.2;0.1693;0.14;0.057999999999999996;0.25;0.0
1.0;0;0.29;0.05;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.79;0.12;0.39;0.08;0.5;0.05;0.22;0.09;1.0;0.07;0.3;0.11
1.0;1;0.71;0.04;0.13;0.1;0.25;0.0;0.0;0.1;0.57;0.02;0.09;0.07
0.0;0;0.86;0.07;0.23;0.08;1.0;0.06;0.26;0.1;0.86;0.05;0.22;0.09
0.0;0;0.93;0.16;0.52;0.13;1.0;0.06;0.26;0.15;1.0;0.1;0.43;0.08199999999999999
1.0;0;0.86;0.13;0.42;0.02;1.0;0.14;0.61;0.02;1.0;0.13;0.56;0.02
1.0;0;0.29;0.0;0.0;0.0288;0.25;0.0;0.0;0.0;0.14;0.0;0.0;0.0
1.0;0;0.93;0.12;0.39;0.09;1.0;0.06;0.26;0.11;1.0;0.1;0.43;0.15
1.0;0;0.71;0.073;0.24;0.015;0.0;0.0;0.0;0.0;0.29;0.004;0.02;0.0
1.0;0;0.71;0.1;0.32;0.018000000000000002;0.25;0.0;0.0;0.0;0.14;0.0;0.0;0.0
1.0;0;0.93;0.14;0.45;0.13019999999999998;1.0;0.15;0.65;0.1362;1.0;0.13;0.56;0.13949999999999999
1.0;0;1.0;0.16;0.52;0.16;0.5;0.06;0.26;0.1784;1.0;0.099;0.43;0.175
1.0;0;0.86;0.045;0.15;0.1057;1.0;0.087;0.38;0.1461;1.0;0.06;0.26;0.1585
0.0;0;0.79;0.15;0.48;0.11789999999999999;0.75;0.06;0.26;0.1461;0.86;0.1;0.43;0.19
1.0;0;1.0;0.11900000000000001;0.38;0.1796;1.0;0.038;0.17;0.179;0.86;0.0;0.0;0.16579999999999998
1.0;0;0.71;0.11;0.35;0.12;0.5;0.01;0.04;0.0;0.43;0.02;0.09;0.0
1.0;0;1.0;0.1;0.32;0.095;0.5;0.04;0.17;0.1047;1.0;0.04;0.17;0.19030000000000002
1.0;0;1.0;0.06;0.19;0.08;1.0;0.03;0.13;0.11;1.0;0.06;0.26;0.16
1.0;0;1.0;0.141;0.45;0.1643;0.5;0.06;0.26;0.12300000000000001;1.0;0.08;0.35;0.175
0.0;0;0.86;0.214;0.69;0.16;1.0;0.055;0.24;0.16399999999999998;0.71;0.135;0.58;0.14
1.0;0;1.0;0.13;0.42;0.1638;1.0;0.06;0.26;0.16879999999999998;1.0;0.1;0.43;0.1435
1.0;0;0.86;0.07;0.23;0.11;1.0;0.06;0.26;0.11;1.0;0.1;0.43;0.12
0.0;0;1.0;0.165;0.53;0.102;1.0;0.055;0.24;0.115;1.0;0.09;0.39;0.125
1.0;0;0.93;0.16;0.52;0.10400000000000001;1.0;0.06;0.26;0.14300000000000002;0.86;0.1;0.43;0.113
1.0;1;0.71;0.1;0.32;0.0705;0.75;0.04;0.17;0.0;0.29;0.0;0.0;0.0
1.0;0;0.93;0.12;0.39;0.13949999999999999;1.0;0.02;0.09;0.155;1.0;0.02;0.09;0.17670000000000002
0.0;0;0.93;0.153;0.49;0.121;1.0;0.03;0.13;0.134;0.86;0.08;0.35;0.145
1.0;1;1.0;0.12500000000000003;0.4;0.1223;1.0;0.0;0.0;0.1796;0.57;0.0;0.0;0.0
1.0;0;0.21;0.01;0.03;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0
0.0;0;0.64;0.14;0.45;0.0674;0.5;0.06;0.26;0.1257;0.29;0.12;0.52;0.171
0.0;0;1.0;0.14;0.45;0.10529999999999999;1.0;0.07;0.3;0.128;1.0;0.081;0.35;0.1887
1.0;0;0.93;0.185;0.6;0.11800000000000001;0.75;0.03;0.13;0.1423;1.0;0.09;0.39;0.19
1.0;0;0.86;0.15;0.48;0.1636;1.0;0.06;0.26;0.15839999999999999;0.86;0.07;0.3;0.17670000000000002
1.0;0;1.0;0.155;0.5;0.127;1.0;0.099;0.43;0.15;1.0;0.13;0.56;0.172
1.0;0;0.93;0.14;0.45;0.09;1.0;0.01;0.04;0.1;1.0;0.02;0.09;0.09
1.0;0;0.79;0.11;0.35;0.13;1.0;0.06;0.26;0.18;1.0;0.08;0.35;0.13
0.0;0;0.5;0.046;0.15;0.0351;0.75;0.015;0.07;0.0;0.29;0.0;0.0;0.0
1.0;1;0.93;0.099;0.32;0.053;1.0;0.03;0.13;0.114;1.0;0.021;0.09;0.085
1.0;0;0.79;0.195;0.63;0.091;1.0;0.045;0.2;0.08;1.0;0.107;0.46;0.113
1.0;0;0.71;0.13;0.42;0.08;0.5;0.06;0.26;0.09;0.57;0.08;0.35;0.1
1.0;0;0.64;0.04;0.13;0.11;1.0;0.01;0.04;0.08;1.0;0.02;0.09;0.05
1.0;0;0.86;0.13;0.42;0.11;1.0;0.06;0.26;0.19;1.0;0.1;0.43;0.18
1.0;0;1.0;0.156;0.5;0.1222;1.0;0.04;0.17;0.19039999999999999;1.0;0.1;0.43;0.158
0.0;1;0.21;0.0;0.0;0.01;0.5;0.01;0.04;0.0;0.14;0.0;0.0;0.0
0.0;0;0.93;0.17800000000000002;0.57;0.122;0.75;0.05;0.22;0.135;1.0;0.151;0.65;0.177
0.0;0;0.86;0.1;0.32;0.12;0.75;0.04;0.17;0.07;1.0;0.06;0.26;0.12
0.0;0;0.93;0.14;0.45;0.0729;0.75;0.05;0.22;0.135;1.0;0.06;0.26;0.175
0.0;0;0.64;0.04;0.13;0.07;0.75;0.02;0.09;0.09;0.43;0.04;0.17;0.06
1.0;0;0.71;0.16;0.52;0.1067;0.25;0.06;0.26;0.052300000000000006;0.57;0.1;0.43;0.121
1.0;0;0.43;0.04;0.13;0.0;0.25;0.04;0.17;0.0;0.29;0.05;0.22;0.0
1.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.79;0.12;0.39;0.14;1.0;0.04;0.17;0.17;1.0;0.07;0.3;0.14
0.0;0;0.79;0.09;0.29;0.12;1.0;0.04;0.17;0.16;1.0;0.03;0.13;0.13
0.0;0;1.0;0.165;0.53;0.139;0.5;0.02;0.09;0.136;0.86;0.077;0.33;0.11199999999999999
0.0;0;1.0;0.15;0.48;0.15;1.0;0.06;0.26;0.19;1.0;0.1;0.43;0.2
0.0;0;0.79;0.13;0.42;0.091;0.25;0.04;0.17;0.18460000000000001;0.29;0.055;0.24;0.165
1.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.57;0.07400000000000001;0.24;0.115;0.25;0.044000000000000004;0.19;0.084;0.71;0.079;0.34;0.154
1.0;0;0.93;0.14;0.45;0.1716;1.0;0.04;0.17;0.1446;0.71;0.08;0.35;0.1537
1.0;1;0.43;0.038;0.12;0.076;1.0;0.0;0.0;0.031400000000000004;0.43;0.0;0.0;0.02
0.0;1;0.64;0.1;0.32;0.0229;0.75;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;0;0.86;0.125;0.4;0.12380000000000001;1.0;0.05;0.22;0.026699999999999998;0.43;0.02;0.09;0.0917
0.0;0;0.93;0.15;0.48;0.12;1.0;0.08;0.35;0.15;0.43;0.08;0.35;0.12
1.0;0;1.0;0.17;0.55;0.145;1.0;0.04;0.17;0.111;0.71;0.1;0.43;0.0983
1.0;0;0.86;0.07;0.23;0.12;1.0;0.04;0.17;0.13;1.0;0.08;0.35;0.1
1.0;0;0.79;0.0;0.0;0.05;0.75;0.0;0.0;0.03;0.29;0.0;0.0;0.0
1.0;0;0.64;0.15;0.48;0.157;0.75;0.06;0.26;0.1761;0.71;0.13;0.56;0.1937
0.0;0;1.0;0.1295;0.42;0.10800000000000001;1.0;0.0795;0.35;0.10400000000000001;1.0;0.12;0.52;0.12300000000000001
1.0;1;0.64;0.0;0.0;0.025;0.25;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;0;0.36;0.01;0.03;0.01;0.5;0.0;0.0;0.0;0.14;0.0;0.0;0.0
1.0;1;0.71;0.035500000000000004;0.11;0.015;1.0;0.0335;0.15;0.084;1.0;0.07300000000000001;0.32;0.046
0.0;0;0.86;0.14;0.45;0.13;0.75;0.08;0.35;0.11;0.86;0.13;0.56;0.12
1.0;0;0.71;0.17;0.55;0.1363;1.0;0.04;0.17;0.16;1.0;0.1;0.43;0.125
1.0;0;1.0;0.19799999999999998;0.64;0.11900000000000001;0.5;0.031;0.13;0.12;1.0;0.13;0.56;0.19
1.0;1;0.21;0.02;0.06;0.013500000000000002;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.09759999999999999;0.14;0.0;0.0;0.04
1.0;0;1.0;0.09;0.29;0.11;0.5;0.02;0.09;0.19;0.43;0.01;0.04;0.0
0.0;0;0.86;0.131;0.42;0.08199999999999999;1.0;0.055;0.24;0.154;1.0;0.115;0.5;0.16
0.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1;0.64;0.03;0.1;0.02;0.75;0.01;0.04;0.08;0.43;0.0;0.0;0.0
0.0;0;0.36;0.04;0.13;0.0375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;1.0;0.16;0.52;0.1;1.0;0.06;0.26;0.14;1.0;0.1;0.43;0.12
1.0;1;1.0;0.0;0.0;0.0849;1.0;0.0;0.0;0.08;1.0;0.03;0.13;0.07
1.0;0;0.71;0.08;0.26;0.04;1.0;0.02;0.09;0.12;1.0;0.01;0.04;0.11
1.0;0;0.93;0.09;0.29;0.10300000000000001;1.0;0.05;0.22;0.11699999999999999;0.14;0.04;0.17;0.0
0.0;0;0.93;0.1;0.32;0.08;0.75;0.07;0.3;0.11;1.0;0.14;0.61;0.13
1.0;0;0.71;0.145;0.47;0.0867;0.25;0.06;0.26;0.0803;0.57;0.1;0.43;0.085
1.0;1;0.29;0.02;0.06;0.04;1.0;0.01;0.04;0.0;0.71;0.0;0.0;0.0
0.0;1;0.79;0.06;0.19;0.06;1.0;0.04;0.17;0.0;0.86;0.1;0.43;0.06
1.0;0;0.86;0.168;0.54;0.12;1.0;0.054000000000000006;0.23;0.135;1.0;0.13;0.56;0.17
0.0;0;0.79;0.31;1.0;0.0942;1.0;0.04;0.17;0.0;0.86;0.2;0.87;0.095
1.0;1;0.43;0.05;0.16;0.02;0.75;0.01;0.04;0.11;0.86;0.0;0.0;0.1
1.0;0;1.0;0.07;0.23;0.02;0.75;0.06;0.26;0.05;0.71;0.1;0.43;0.04
1.0;0;0.29;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.29;0.0;0.0;0.0
1.0;0;0.86;0.16;0.52;0.15460000000000002;0.75;0.06;0.26;0.1875;1.0;0.08;0.35;0.15
1.0;0;0.93;0.12;0.39;0.17300000000000001;1.0;0.06;0.26;0.1634;1.0;0.12;0.52;0.177
1.0;0;0.71;0.14;0.45;0.11;1.0;0.02;0.09;0.07;0.57;0.0;0.0;0.07
1.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.79;0.18;0.58;0.12;0.5;0.06;0.26;0.15;0.57;0.05;0.22;0.13
1.0;0;0.79;0.114;0.37;0.142;0.5;0.05;0.22;0.153;1.0;0.14;0.61;0.177
