 ÓÏ‡Ì‰‡;ÕÂ Ò‰‡Î(-‡);œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3
œËŒ¿ œ-08.02;0;0.71;0.16;1.0;0.4981167541368988;0.0;12.0;1.0;1.0;0.06;1.0;0.0;0.0;13.0;1.0;0.6;0.1;1.0;0.0;0.0;12.3;1.0
œËŒ¿ œ-07.02;0;0.86;0.13;0.875;0.34954320352113777;0.0;14.17;1.0;1.0;0.06;1.0;0.0;0.0;17.87;1.0;1.0;0.1;1.0;0.0;0.0;16.3;1.0
œËŒ¿ œ-05.02;1;0.14;0.0;0.0;0.23834573289160385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-02.03;0;0.93;0.16;1.0;0.5958643322290096;0.0;12.76;1.0;1.0;0.06;1.0;0.0;0.0;11.74;1.0;1.0;0.1;1.0;0.0;0.0;8.53;1.0
œËŒ¿ œ-06.03;0;0.86;0.14;1.0;0.34782871676614713;0.0;14.0;1.0;1.0;0.06;1.0;0.0;0.0;18.0;1.0;1.0;0.09;1.0;0.408248290463863;0.02;17.0;1.0
œËŒ¿ œ-07.01;1;0.71;0.09;0.625;0.47140452079103173;0.0;1.65;1.0;0.67;0.0;0.0;0.0;0.0;6.33;0.0;0.6;0.0;0.0;0.0;0.0;2.0;0.0
œËŒ¿ œ-08.04;0;0.86;0.11;0.75;0.6023138342153683;0.0;15.76;1.0;1.0;0.06;1.0;0.0;0.0;14.36;1.0;0.4;0.1;1.0;0.0;0.0;20.0;1.0
œËŒ¿ œ-07.02;0;0.71;0.16;1.0;0.37014752415863683;0.0;11.65;1.0;1.0;0.06;1.0;0.0;0.0;12.33;1.0;0.8;0.1;1.0;0.0;0.0;12.02;1.0
œËŒ¿ œ-02.03;1;0.93;0.09;0.625;0.35192512684366045;0.0;3.06;1.0;0.33;0.0;0.0;0.0;0.0;6.67;1.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-08.01;1;1.0;0.14;0.875;0.25605044121529824;0.02;12.0;1.0;1.0;0.06;1.0;0.0;0.02;8.0;0.0;1.0;0.08;0.8;0.8164965809277259;0.02;9.0;1.0
œËŒ¿ œ-06.03;0;0.86;0.1;0.75;0.22620696417943206;0.0;11.0;1.0;1.0;0.03;0.6666666666666666;0.8660254037844386;0.0;16.0;1.0;1.0;0.06;0.6000000000000001;0.9999999999999999;0.02;19.0;1.0
œËŒ¿ œ-07.03;0;0.86;0.135;1.0;0.3729406602418236;0.05;13.41;1.0;1.0;0.06;1.0;0.0;0.02;12.58;1.0;1.0;0.08;0.8;0.816496580927726;0.0;15.6;1.0
œËŒ¿ œ-09.03;0;0.93;0.16;1.0;0.346843987809648;0.0;7.2;1.0;1.0;0.06;1.0;0.0;0.0;8.5;1.0;1.0;0.1;1.0;0.0;0.0;5.57;1.0
œËŒ¿ œ-08.03;1;0.93;0.155;1.0;0.34420864309079485;0.02;13.0;1.0;1.0;0.02;0.3333333333333333;0.9999999999999999;0.01;8.0;1.0;1.0;0.02;0.2;0.816496580927726;0.0;11.0;1.0
œËŒ¿ œ-01.04;0;0.86;0.09;0.75;0.31130200611978426;0.0;6.0;1.0;1.0;0.04;1.0;0.49999999999999994;0.0;15.0;1.0;1.0;0.08;0.8;0.8164965809277259;0.0;18.0;1.0
œËŒ¿ œ-07.04;1;1.0;0.0895;1.0;0.20591773247538808;0.0385;6.4;1.0;1.0;0.025;1.0;0.49999999999999994;0.005;6.6;1.0;0.6;0.032;0.6000000000000001;0.7895146188218006;0.023;10.0;1.0
œËŒ¿ œ-06.03;0;0.93;0.11;0.875;0.586724834778648;0.0;10.0;1.0;0.0;0.02;0.6666666666666666;0.49999999999999994;0.0;16.0;1.0;1.0;0.07;0.8;0.8164965809277259;0.02;18.0;1.0
œËŒ¿ œ-06.01;1;0.57;0.07;0.5;0.8607256598045643;0.04;3.0;1.0;0.33;0.0;0.0;0.0;0.0;0.0;1.0;0.6;0.01;0.2;0.408248290463863;0.06;4.0;1.0
œËŒ¿ œ-02.02;1;0.0;0.0;0.0;0.49866486674144955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-01.01 —ÔÓÚ œÓ„Ï;0;1.0;0.155;1.0;0.25329218725158953;0.0;17.12;1.0;1.0;0.04;0.6666666666666666;0.9999999999999999;0.02;17.12;1.0;1.0;0.08;0.8;0.8164965809277259;0.06;19.1;1.0
œËŒ¿ œ-06.02;0;0.57;0.1235;1.0;0.2336140817545162;0.0385;14.7;1.0;1.0;0.055;1.0;0.24999999999999997;0.05;18.9;1.0;1.0;0.036000000000000004;1.0;0.7257180352359078;0.071;20.0;1.0
œËŒ¿ œ-04.02 —ÔÓÚ œÓ„Ï;0;0.79;0.16;1.0;0.30603881277321887;0.0;17.2;1.0;0.67;0.06;1.0;0.0;0.02;20.0;1.0;0.4;0.1;1.0;0.0;0.03;16.5;1.0
œËŒ¿ œ-08.02;0;0.86;0.16;1.0;0.346843987809648;0.0;12.0;1.0;0.33;0.06;1.0;0.0;0.0;12.0;1.0;1.0;0.1;1.0;0.0;0.0;13.5;1.0
œËŒ¿ œ-08.04;1;0.79;0.12;1.0;0.33458411946648725;0.0;10.72;1.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.02;0.2;0.8164965809277259;0.0;6.0;1.0
œËŒ¿ œ-02.01;1;0.64;0.06;0.625;0.1501878522965277;0.0;0.0;0.0;0.67;0.01;0.3333333333333333;0.49999999999999994;0.0;12.0;0.0;0.4;0.0;0.0;0.0;0.0;1.0;1.0
œËŒ¿ œ-07.02;0;0.43;0.14;1.0;0.3410755017755531;0.0;9.12;1.0;1.0;0.06;1.0;0.0;0.0;12.74;1.0;0.8;0.1;1.0;0.0;0.0;17.7;1.0
œËŒ¿ œ-06.01;1;0.57;0.06;0.375;0.359514202493622;0.08;5.0;1.0;1.0;0.02;0.6666666666666666;0.49999999999999994;0.06;2.0;1.0;0.6;0.03;0.4;0.8164965809277258;0.0;0.0;0.0
œËŒ¿ œ-09.04;1;0.93;0.15;1.0;0.4440200267040496;0.06;4.0;1.0;1.0;0.04;0.6666666666666666;0.9999999999999999;0.09;1.0;1.0;1.0;0.1;1.0;0.0;0.09;0.0;1.0
œËŒ¿ œ-05.04;0;0.79;0.14;0.875;0.3528142022651109;0.0;10.76;1.0;1.0;0.049;1.0;0.55;0.0;11.9;1.0;0.8;0.085;1.0;0.40824829046386296;0.0;9.83;1.0
œËŒ¿ œ-05.04;1;0.71;0.02;0.25;0.27581806626990346;0.0;3.33;1.0;0.0;0.0;0.0;0.0;0.0;6.71;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-01.03;0;0.71;0.09;0.75;0.24862710682788242;0.03;15.0;1.0;1.0;0.06;1.0;0.0;0.02;14.0;1.0;1.0;0.07;0.8;0.8164965809277259;0.01;15.0;1.0
œËŒ¿ œ-02.01;1;0.71;0.02;0.25;0.2975037283847734;0.0;9.0;1.0;1.0;0.02;0.6666666666666666;0.49999999999999994;0.0;13.0;1.0;0.6;0.0;0.0;0.0;0.0;9.0;1.0
œËŒ¿ œ-07.03;0;0.5;0.14100000000000001;1.0;0.7197379651700802;0.042;10.1;1.0;0.67;0.02;0.3333333333333333;0.9999999999999999;0.02;10.92;1.0;1.0;0.022000000000000002;0.4;0.7999999999999999;0.0;17.8;1.0
œËŒ¿ œ-07.04;1;0.86;0.019000000000000003;0.875;0.46327746696258626;0.0;0.0;1.0;1.0;0.015;1.0;0.0;0.005;1.0;1.0;1.0;0.044000000000000004;1.0;0.6782329983125267;0.0;2.0;1.0
œËŒ¿ œ-04.03;1;0.79;0.035;0.25;0.14846049293185914;0.0;3.34;1.0;0.67;0.0;0.0;0.0;0.0;7.74;0.0;0.4;0.0;0.0;0.0;0.0;10.35;1.0
œËŒ¿ œ-02.02;1;0.86;0.1;0.75;0.21629522817435007;0.0;11.55;1.0;1.0;0.03;0.6666666666666666;0.8660254037844386;0.0;8.0;0.0;0.8;0.034;0.4;0.8717797887081346;0.006999999999999999;7.9;1.0
œËŒ¿ œ-08.01;1;0.64;0.03;0.25;0.708986980627776;0.02;5.0;1.0;0.0;0.02;0.3333333333333333;0.9999999999999999;0.01;11.0;0.0;0.8;0.01;0.2;0.408248290463863;0.0;13.0;1.0
œËŒ¿ œ-06.03;0;1.0;0.16;1.0;0.5958643322290096;0.0;11.0;1.0;1.0;0.06;1.0;0.0;0.0;17.0;1.0;1.0;0.1;1.0;0.0;0.0;9.0;1.0
œËŒ¿ œ-05.01;0;0.86;0.16;1.0;0.3877833671647407;0.0;15.88;1.0;1.0;0.06;1.0;0.0;0.0;13.97;1.0;0.6;0.08;0.8;0.8164965809277259;0.0;20.0;1.0
œËŒ¿ œ-03.03 ;1;0.71;0.11;0.75;0.38670469089677545;0.0;5.0;1.0;0.67;0.02;0.3333333333333333;0.9999999999999999;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-06.01;1;0.29;0.0;0.0;0.30603881277321887;0.0;0.0;0.0;0.0;0.02;0.6666666666666666;0.49999999999999994;0.06;0.0;0.0;0.4;0.09;1.0;0.40824829046386296;0.0;0.0;1.0
œËŒ¿ œ-05.01;1;1.0;0.12;1.0;0.3768576932597893;0.0;13.73;0.0;1.0;0.0;0.0;0.0;0.0;11.92;1.0;0.8;0.03;0.4;0.8164965809277258;0.0;9.15;1.0
œËŒ¿ œ-04.02 —ÔÓÚ œÓ„Ï;0;0.71;0.1;0.875;0.2150453533409822;0.08;16.6;1.0;1.0;0.06;1.0;0.0;0.0;11.2;1.0;0.8;0.1;1.0;0.0;0.0;13.46;1.0
œËŒ¿ œ-08.03;1;1.0;0.08;0.625;0.6562802366305547;0.01;4.0;1.0;1.0;0.02;0.3333333333333333;0.9999999999999999;0.01;6.0;1.0;1.0;0.08;0.8;0.816496580927726;0.02;6.0;1.0
œËŒ¿ œ-02.01;1;0.71;0.12;0.875;0.3428454351878844;0.0;12.0;1.0;0.67;0.02;0.6666666666666666;0.49999999999999994;0.0;10.0;1.0;0.8;0.05;0.6000000000000001;0.9128709291752767;0.02;13.0;1.0
œËŒ¿ œ-04.02 —ÔÓÚ œÓ„Ï;0;0.71;0.153;1.0;0.30339557046939747;0.0;8.12;1.0;0.33;0.03;1.0;0.0;0.01;11.23;1.0;0.6;0.1;1.0;0.0;0.04;11.15;1.0
œËŒ¿ œ-06.02;1;0.79;0.1165;1.0;0.5172757604484071;0.0125;9.8;1.0;1.0;0.044000000000000004;1.0;0.21794494717703367;0.054000000000000006;10.7;1.0;1.0;0.07200000000000001;1.0;0.7461009761866463;0.02;11.9;1.0
œËŒ¿ œ-04.03;0;0.71;0.055999999999999994;0.5;0.20578692424137257;0.0;13.33;1.0;0.67;0.037000000000000005;1.0;0.5894913061275798;0.0;16.7;1.0;0.8;0.048;0.6000000000000001;0.8698658900466592;0.0;15.42;1.0
œËŒ¿ œ-03.01;0;1.0;0.16;1.0;0.30785117757693475;0.0;17.0;1.0;1.0;0.06;1.0;0.0;0.0;20.0;1.0;1.0;0.1;1.0;0.0;0.0;19.0;1.0
œËŒ¿ œ-01.02;0;0.71;0.15;1.0;0.25050356444338207;0.02;11.42;1.0;1.0;0.054000000000000006;1.0;0.30000000000000004;0.05;9.84;1.0;0.8;0.08;0.8;0.8164965809277259;0.055999999999999994;13.77;1.0
œËŒ¿ œ-02.01;0;0.93;0.11;1.0;0.27761064311897754;0.0;11.0;1.0;1.0;0.05;1.0;0.49999999999999994;0.0;11.0;1.0;1.0;0.09;1.0;0.40824829046386296;0.0;13.0;1.0
œËŒ¿ œ-05.04;0;0.93;0.098;0.875;0.4745573499194519;0.0;8.25;1.0;1.0;0.055;1.0;0.24999999999999997;0.0;9.03;1.0;1.0;0.07200000000000001;0.8;0.7544313531837515;0.0;18.2;1.0
œËŒ¿ œ-05.04;1;0.93;0.035;0.375;0.2610346677059599;0.0;2.58;1.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0
œËŒ¿ œ-05.04;1;0.93;0.049;0.5;0.1434813014868403;0.0;2.64;1.0;1.0;0.019;0.3333333333333333;0.95;0.0;3.4;1.0;1.0;0.02;0.2;0.8164965809277259;0.0;3.58;1.0
œËŒ¿ œ-08.02;0;0.93;0.16;1.0;0.27353696797469373;0.0;17.0;1.0;1.0;0.06;1.0;0.0;0.0;17.0;1.0;1.0;0.1;1.0;0.0;0.0;17.0;1.0
œËŒ¿ œ-05.02;0;0.86;0.13;1.0;0.33861726792255936;0.0;15.0;1.0;1.0;0.04;1.0;0.49999999999999994;0.0;14.0;1.0;1.0;0.09;1.0;0.408248290463863;0.0;9.0;1.0
œËŒ¿ œ-05.04;0;0.79;0.04;0.25;0.16915436638121775;0.0;12.88;1.0;0.33;0.0;0.0;0.0;0.0;19.0;1.0;0.8;0.08;0.8;0.816496580927726;0.0;13.17;1.0
œËŒ¿ œ-04.02 —ÔÓÚ œÓ„Ï;1;0.79;0.08;0.5;0.30603881277321887;0.0;9.44;1.0;1.0;0.0;0.0;0.0;0.0;8.14;0.0;0.6;0.02;0.2;0.816496580927726;0.0;9.0;0.0
œËŒ¿ œ-09.01;1;0.86;0.04;0.5;0.1165144011737126;0.0;5.73;1.0;1.0;0.02;0.3333333333333333;0.9999999999999999;0.0;10.2;1.0;0.8;0.0;0.0;0.0;0.0;12.0;1.0
œËŒ¿ œ-02.01;1;0.86;0.1;0.875;0.21422716894125315;0.0;9.0;1.0;1.0;0.05;1.0;0.49999999999999994;0.0;5.0;0.0;1.0;0.04;0.4;0.9999999999999999;0.0;4.0;1.0
œËŒ¿ œ-07.01;0;0.93;0.16;1.0;0.3931323559437602;0.0;11.0;1.0;1.0;0.06;1.0;0.0;0.0;13.1;1.0;1.0;0.1;1.0;0.0;0.0;16.5;1.0
œËŒ¿ œ-09.02;0;0.86;0.12;0.875;0.34826625249385773;0.01;10.0;1.0;1.0;0.06;1.0;0.0;0.03;8.0;1.0;0.8;0.07;0.8;0.8164965809277259;0.01;15.0;1.0
œËŒ¿ œ-07.02;0;0.43;0.16;1.0;0.4225103993915238;0.0;12.97;1.0;0.33;0.06;1.0;0.0;0.0;11.73;1.0;0.6;0.06;0.6000000000000001;0.9999999999999999;0.0;13.87;1.0
œËŒ¿ œ-06.01;1;0.71;0.04;0.25;0.2838087194473269;0.06;5.0;1.0;0.67;0.01;0.3333333333333333;0.49999999999999994;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.03;2.0;1.0
œËŒ¿ œ-06.01;0;1.0;0.16;1.0;0.5065843745031791;0.1;4.0;1.0;1.0;0.06;1.0;0.0;0.09;3.0;1.0;0.8;0.1;1.0;0.0;0.08;10.0;1.0
œËŒ¿ œ-06.01;1;0.21;0.02;0.125;0.5782539327089787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-03.04;0;1.0;0.15;1.0;0.27458350772311735;0.0;10.38;1.0;1.0;0.06;1.0;0.0;0.05;11.25;1.0;0.8;0.078;0.8;0.7999999999999999;0.06;11.0;0.0
œËŒ¿ œ-06.04;1;0.79;0.04;0.25;0.27723422173483375;0.0;5.29;1.0;1.0;0.02;0.3333333333333333;0.9999999999999999;0.0;2.4;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-05.02;1;0.43;0.0;0.0;0.3575185993374058;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.4;0.0;0.0;0.0;0.0;3.0;1.0
œËŒ¿ œ-08.04;0;0.93;0.16;1.0;0.31130200611978426;0.0;11.04;1.0;1.0;0.06;1.0;0.0;0.0;16.34;1.0;1.0;0.1;1.0;0.0;0.0;17.7;1.0
œËŒ¿ œ-08.01;1;0.57;0.16;1.0;0.2523660701205217;0.02;11.0;1.0;0.67;0.06;1.0;0.0;0.02;13.0;0.0;0.4;0.0;0.0;0.0;0.02;13.0;1.0
œËŒ¿ œ-03.01;1;1.0;0.06;0.625;0.15018785229652767;0.0;2.0;0.0;1.0;0.02;0.6666666666666666;0.49999999999999994;0.0;11.0;1.0;1.0;0.02;0.4;0.49999999999999994;0.0;8.0;1.0
œËŒ¿ œ-07.03;1;0.93;0.125;0.875;0.238455241619133;0.0;8.5;1.0;0.33;0.0;0.0;0.0;0.0;11.6;1.0;0.8;0.0;0.0;0.0;0.0;5.0;0.0
œËŒ¿ œ-07.04;1;0.71;0.085;1.0;0.7342444520157926;0.02;0.0;1.0;1.0;0.049;1.0;0.4092676385936224;0.05;11.8;1.0;0.6;0.065;1.0;0.6123724356957944;0.025;13.2;1.0
œËŒ¿ œ-01.02;1;0.57;0.11;0.75;0.28298249143668464;0.13449999999999998;5.0;1.0;0.67;0.0;0.0;0.0;0.0;17.68;0.0;0.6;0.06;0.6000000000000001;0.9999999999999999;0.06;19.45;1.0
œËŒ¿ œ-07.01;1;0.86;0.035;0.25;0.1446988634003046;0.0;3.7;1.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-08.03;1;0.93;0.02;0.25;0.6101618849301178;0.0;13.0;1.0;0.33;0.03;0.6666666666666666;0.8660254037844386;0.01;12.0;1.0;1.0;0.1;1.0;0.0;0.02;10.0;1.0
œËŒ¿ œ-01.02;1;0.64;0.077;0.75;0.349521245898803;0.005;0.0;0.0;1.0;0.043;1.0;0.09999999999999998;0.002;0.0;1.0;0.6;0.006000000000000001;0.6000000000000001;0.09999999999999999;0.0;0.0;0.0
œËŒ¿ œ-06.01;1;0.29;0.0;0.0;0.4406958903934351;0.0;0.0;0.0;0.0;0.03;0.6666666666666666;0.8660254037844386;0.05;1.0;0.0;1.0;0.02;0.2;0.816496580927726;0.02;0.0;1.0
œËŒ¿ œ-02.04;1;0.0;0.0;0.0;0.6556662833328503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-08.02;0;0.71;0.16;1.0;0.2585222447764938;0.0;5.35;1.0;0.33;0.06;1.0;0.0;0.0;9.2;0.0;0.4;0.1;1.0;0.0;0.0;6.7;1.0
œËŒ¿ œ-02.04;1;0.21;0.053;0.375;0.35153190558788877;0.015;10.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-05.03;0;0.93;0.14350000000000002;1.0;0.2377421304744795;0.0545;15.7;1.0;1.0;0.055;1.0;0.24999999999999997;0.10400000000000001;9.5;1.0;0.6;0.08;1.0;0.4999999999999999;0.05;16.3;1.0
œËŒ¿ œ-07.02;0;0.86;0.14;0.875;0.2572953924268308;0.0;7.09;1.0;1.0;0.06;1.0;0.0;0.0;13.41;1.0;1.0;0.1;1.0;0.0;0.0;14.5;1.0
œËŒ¿ œ-04.01 ;1;0.71;0.045;0.375;0.36738651144079626;0.0;14.7;1.0;1.0;0.04;0.6666666666666666;0.9999999999999999;0.02;3.41;1.0;0.4;0.0;0.0;0.0;0.0;10.6;1.0
œËŒ¿ œ-05.03;1;1.0;0.057;1.0;0.2930302055342841;0.01;1.6;1.0;1.0;0.042;1.0;0.5678908345800273;0.02;5.0;1.0;1.0;0.024000000000000004;0.8;0.43969686527576385;0.0;5.7;1.0
œËŒ¿ œ-04.03;0;1.0;0.16;1.0;0.24984957880707984;0.0;14.3;1.0;1.0;0.06;1.0;0.0;0.0;17.34;1.0;1.0;0.1;1.0;0.0;0.0;19.5;1.0
œËŒ¿ œ-08.04;0;0.57;0.13;0.875;0.34954320352113777;0.0;11.65;1.0;0.67;0.06;1.0;0.0;0.0;0.0;0.0;0.2;0.1;1.0;0.0;0.0;15.87;1.0
œËŒ¿ œ-04.01 ;1;0.93;0.07;0.625;0.3455664733848506;0.0;6.9;1.0;1.0;0.03;0.6666666666666666;0.8660254037844386;0.02;13.1;1.0;1.0;0.057999999999999996;0.6000000000000001;0.9695359714832656;0.03;9.0;1.0
œËŒ¿ œ-09.04;1;0.86;0.04;0.375;0.5261197959603207;0.02;0.0;1.0;0.33;0.02;0.3333333333333333;0.9999999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-05.01;0;0.79;0.15;1.0;0.2742042485535409;0.0;16.52;1.0;1.0;0.04;0.6666666666666666;0.9999999999999999;0.0;8.57;1.0;0.6;0.02;0.2;0.8164965809277259;0.0;12.13;1.0
œËŒ¿ œ-07.04;0;0.93;0.1255;1.0;0.335067080189876;0.04650000000000001;11.0;1.0;1.0;0.055;1.0;0.24999999999999997;0.065;10.1;1.0;1.0;0.09;1.0;0.408248290463863;0.065;14.0;1.0
œËŒ¿ œ-01.04;0;0.86;0.136;0.875;0.2526550740954264;0.0;16.0;1.0;1.0;0.06;1.0;0.0;0.0;18.0;1.0;1.0;0.08;0.8;0.8164965809277259;0.0;17.0;1.0
œËŒ¿ œ-01.04;0;0.86;0.16;1.0;0.2585222447764938;0.0;15.0;1.0;1.0;0.06;1.0;0.0;0.0;17.0;1.0;1.0;0.1;1.0;0.0;0.0;18.0;1.0
œËŒ¿ œ-05.04;1;0.86;0.03;0.375;0.09694584179118516;0.0;3.59;1.0;0.33;0.028999999999999998;0.6666666666666666;0.7262919523166974;0.0;5.08;0.0;0.8;0.0;0.0;0.0;0.0;4.33;0.0
œËŒ¿ œ-06.02;1;0.29;0.0055000000000000005;0.5;0.017244411323166738;0.0125;4.8;1.0;0.0;0.01;0.6666666666666666;0.24999999999999997;0.045;9.8;1.0;0.8;0.032;0.8;0.4546060565661951;0.0;0.0;0.0
œËŒ¿ œ-08.01;1;0.71;0.05;0.375;0.1731216958545786;0.01;8.0;0.0;0.33;0.0;0.0;0.0;0.0;9.0;0.0;0.8;0.0;0.0;0.0;0.0;8.0;1.0
œËŒ¿ œ-01.03;0;1.0;0.16;1.0;0.6451251715587389;0.04;13.0;1.0;1.0;0.06;1.0;0.0;0.05;14.0;1.0;1.0;0.09;1.0;0.40824829046386296;0.01;16.0;1.0
œËŒ¿ œ-03.04;0;0.86;0.14;1.0;0.34284543518788435;0.01;15.92;1.0;0.33;0.02;0.3333333333333333;0.9999999999999999;0.02;15.14;1.0;0.8;0.0;0.0;0.0;0.0;15.72;1.0
œËŒ¿ œ-02.04;1;0.79;0.13799999999999998;1.0;0.23076016480717865;0.03;7.8;0.0;1.0;0.055;1.0;0.24999999999999997;0.06;0.0;0.0;0.6;0.002;0.2;0.0816496580927726;0.01;16.0;1.0
œËŒ¿ œ-08.03;1;1.0;0.12;1.0;0.3398822468485508;0.0;5.0;1.0;1.0;0.04;1.0;0.49999999999999994;0.0;8.0;1.0;1.0;0.1;1.0;0.0;0.03;13.0;1.0
œËŒ¿ œ-08.02;0;0.5;0.16;1.0;0.346843987809648;0.0;12.0;1.0;1.0;0.06;1.0;0.0;0.0;12.0;1.0;0.2;0.1;1.0;0.0;0.0;12.0;0.0
œËŒ¿ œ-08.04;0;0.93;0.15;1.0;0.3448882264633347;0.0;6.78;1.0;1.0;0.06;1.0;0.0;0.0;8.0;1.0;0.2;0.06;0.6000000000000001;0.9999999999999999;0.0;15.87;0.0
œËŒ¿ œ-08.01;1;0.57;0.02;0.25;0.3779300547172095;0.02;8.0;1.0;1.0;0.02;0.3333333333333333;0.9999999999999999;0.0;8.0;0.0;0.2;0.0;0.0;0.0;0.0;4.0;0.0
œËŒ¿ œ-09.01;0;1.0;0.16;1.0;0.31945526911415867;0.07;12.0;1.0;1.0;0.06;1.0;0.0;0.02;15.0;1.0;1.0;0.08;0.8;0.8164965809277259;0.0701;15.0;1.0
œËŒ¿ œ-04.04;0;0.71;0.16;1.0;0.2804892050255387;0.0;9.4;1.0;1.0;0.04;0.6666666666666666;0.9999999999999999;0.0;13.23;1.0;1.0;0.06;0.6000000000000001;0.9999999999999999;0.0;5.23;1.0
œËŒ¿ œ-03.03 ;0;1.0;0.145;1.0;0.49866486674144955;0.05;16.7;1.0;0.67;0.04;1.0;0.49999999999999994;0.05;15.34;1.0;1.0;0.05;1.0;0.0;0.045;17.33;1.0
œËŒ¿ œ-05.01;0;0.86;0.14;1.0;0.2989818422943457;0.0;14.14;1.0;1.0;0.04;0.6666666666666666;0.9999999999999999;0.0;13.5;1.0;0.6;0.06;0.6000000000000001;0.9999999999999999;0.0;17.35;1.0
œËŒ¿ œ-01.02;0;1.0;0.15;1.0;0.27458350772311735;0.01;11.53;1.0;1.0;0.06;1.0;0.0;0.040999999999999995;15.36;1.0;1.0;0.06;0.6000000000000001;0.9999999999999999;0.04;15.75;1.0
