 ÓÏ‡Ì‰‡;ÕÂ Ò‰‡Î(-‡);œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3
œËŒ¿ œ-30;1;0.78;0.0;0.0;0.0;0.0;0.17;1.0;0.25;0.0;0.0;0.0;0.0;8.5;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0
œËŒ¿ œ-30;0;1.0;0.16;1.0;0.8;0.0;6.51;1.0;1.0;0.06;1.0;0.8844332774281066;0.0;10.45;0.0;0.71;0.1;0.8333333333333333;0.864067518241825;0.04;15.33;1.0
œËŒ¿ œ-11 ÿ≈Õ;0;0.67;0.14;1.0;0.8;0.0;16.0;1.0;0.25;0.06;1.0;0.82065180664829;0.02;16.0;1.0;0.86;0.02;0.16666666666666666;0.891987462068748;0.0;15.0;1.0
œËŒ¿ œ-17;0;1.0;0.1225;0.875;0.854766049863938;0.0;17.8;1.0;1.0;0.048;1.0;0.8630308350355869;0.0;16.7;0.0;0.14;0.07;0.6666666666666666;0.8284274489116061;0.0;8.3;1.0
œËŒ¿ œ-17;1;0.78;0.084;0.625;0.9382963284591921;0.0;7.9;1.0;0.75;0.055;1.0;0.9391248881568177;0.0;16.2;1.0;0.14;0.02;0.16666666666666666;0.8560453690910963;0.14;6.0;1.0
œËŒ¿ œ-17;0;0.78;0.1;0.75;0.8660254037844386;0.0;7.0;1.0;0.25;0.059000000000000004;1.0;0.9039174003561756;0.0;16.53;0.0;0.0;0.092;0.8333333333333333;0.8502045212497739;0.0;9.3;1.0
œËŒ¿ œ-15 ÿ≈Õ;1;0.78;0.1252;1.0;0.7126962887513867;0.009000000000000001;7.82;1.0;0.25;0.0524;1.0;0.7446078271993456;0.009000000000000001;11.99;1.0;0.43;0.0348;0.5;0.7654238791230611;0.085;9.66;0.0
œËŒ¿ œ-17;1;0.78;0.083;0.75;0.7603288762108145;0.0;4.1;1.0;1.0;0.049;1.0;0.8026622369755952;0.0;3.3;1.0;0.57;0.09;0.8333333333333333;0.8037121925800705;0.075;11.3;0.0
œËŒ¿ œ-09;0;1.0;0.14;1.0;0.8;0.0;10.0;1.0;0.75;0.06;1.0;0.8692269873603532;0.02;12.0;1.0;1.0;0.08;0.6666666666666666;0.8578364788279957;0.0;11.66;1.0
œËŒ¿ œ-30;1;1.0;0.14;0.875;0.9165151389911681;0.0;2.72;1.0;1.0;0.06;1.0;0.9428090415820635;0.04;13.93;1.0;1.0;0.06;0.5;0.9232870714969654;0.0;6.67;1.0
œËŒ¿ œ-23 —œ;0;0.78;0.14;0.875;0.9165151389911679;0.0;13.3;0.0;0.5;0.03;0.6666666666666666;0.9568466729604882;0.0;18.9;0.0;0.71;0.0;0.0;0.8850292037124139;0.0;19.9;0.0
œËŒ¿ œ-23 —œ;0;0.78;0.14;0.875;0.9165151389911679;0.0;15.0;1.0;1.0;0.06;1.0;0.9428090415820634;0.19;17.2;1.0;0.71;0.06;0.5;0.9232870714969654;0.0;10.0;1.0
œËŒ¿ œ-23 —œ;1;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-15 ÿ≈Õ;0;1.0;0.11900000000000001;1.0;0.7515982969645422;0.01;7.72;1.0;1.0;0.059000000000000004;1.0;0.7923099785064027;0.0;18.61;1.0;1.0;0.094;0.8333333333333333;0.7707220309153542;0.03;14.67;1.0
œËŒ¿ œ-09;0;1.0;0.11;0.875;0.8306623862918074;0.0;15.0;1.0;0.75;0.06;1.0;0.8844332774281066;0.02;12.0;1.0;1.0;0.04;0.3333333333333333;0.8715290250646015;0.075;17.5;1.0
œËŒ¿ œ-04;1;0.33;0.114;0.875;0.7914543574963752;0.003;1.0;1.0;0.25;0.053;1.0;0.7923421751042787;0.0;4.5;0.0;0.57;0.035;0.3333333333333333;0.8074319505327037;0.0;0.0;0.0
œËŒ¿ œ-17;1;0.44;0.075;0.625;0.873212459828649;0.0;0.0;0.0;0.0;0.012;0.3333333333333333;0.8018312374392339;0.0;10.8;0.0;0.29;0.005;0.16666666666666666;0.6569643235641109;0.0;0.0;0.0
œËŒ¿ œ-03 ÿ≈Õ;0;0.67;0.12;0.875;0.8717797887081348;0.015;14.2;1.0;0.5;0.05;1.0;0.860113898485164;0.01;10.0;0.0;0.29;0.05;0.5;0.8436109590119182;0.0;14.0;1.0
œËŒ¿ œ-09;0;0.89;0.14;1.0;0.8;0.0;14.0;1.0;0.0;0.06;1.0;0.8692269873603532;0.02;15.0;1.0;0.57;0.04;0.3333333333333333;0.8911628472960083;0.0;12.33;1.0
œËŒ¿ œ-37;0;1.0;0.135;1.0;0.7978095010715278;0.02;12.65;1.0;0.75;0.055;1.0;0.8041981682878612;0.02;19.58;1.0;0.71;0.091;0.8333333333333333;0.7647068777530224;0.003;16.0;1.0
œËŒ¿ œ-17;0;0.89;0.1;0.875;0.806225774829855;0.0;17.7;1.0;0.75;0.06;1.0;0.8730533902472529;0.0;12.0;0.0;0.0;0.0;0.0;0.8159566089629123;0.0;14.5;1.0
œËŒ¿ œ-30;0;0.67;0.16;1.0;0.8;0.0;5.41;1.0;0.75;0.06;1.0;0.8844332774281066;0.035;14.38;1.0;0.71;0.1;0.8333333333333333;0.8363333975829068;0.0;13.0;1.0
œËŒ¿ œ-17;1;0.56;0.079;0.625;0.8870738413458037;0.0;12.2;1.0;0.75;0.02;1.0;0.7778603130811257;0.0;11.5;1.0;0.86;0.065;0.8333333333333333;0.7497728642602602;0.105;7.2;1.0
œËŒ¿ œ-37;1;0.56;0.0;0.0;0.0;0.0;4.66;1.0;0.75;0.02;0.6666666666666666;0.33993463423951903;0.07150000000000001;18.34;1.0;0.71;0.02;0.5;0.33333333333333326;0.07;11.19;1.0
œËŒ¿ œ-16;0;0.89;0.12;1.0;0.714142842854285;0.01;12.5;1.0;0.75;0.055999999999999994;1.0;0.7528178357860227;0.005;10.0;1.0;0.71;0.08;0.6666666666666666;0.7896322933657338;0.01;12.5;1.0
œËŒ¿ œ-17;0;0.67;0.16;1.0;0.8;0.0;17.4;1.0;0.75;0.06;1.0;0.8844332774281066;0.0;15.0;1.0;0.43;0.1;0.8333333333333333;0.864067518241825;0.0;19.0;1.0
œËŒ¿ œ-17;0;0.89;0.145;1.0;0.7813449942247023;0.0;12.7;1.0;0.75;0.055999999999999994;1.0;0.8467978900934192;0.0;12.7;1.0;0.71;0.1;0.8333333333333333;0.8374858885475266;0.0;9.2;1.0
œËŒ¿ œ-17;0;0.89;0.16;1.0;0.8;0.0;15.6;1.0;1.0;0.06;1.0;0.8844332774281066;0.0;12.6;1.0;0.86;0.08;0.6666666666666666;0.8943948529276571;0.0;12.0;1.0
œËŒ¿ œ-23 —œ;0;0.67;0.14;0.875;0.9165151389911679;0.0;18.5;1.0;0.75;0.015;0.3333333333333333;0.9741092797468305;0.0;19.9;0.0;0.57;0.02;0.16666666666666666;0.895791254797363;0.0;18.4;0.0
œËŒ¿ œ-28;1;0.22;0.16;1.0;0.8;0.0;8.66;0.0;0.0;0.06;1.0;0.8844332774281066;0.0;6.66;1.0;0.57;0.04;0.3333333333333333;0.930915677718508;0.0;7.16;1.0
œËŒ¿ œ-16;1;1.0;0.131;1.0;0.7462573282722254;0.0;8.5;1.0;1.0;0.055999999999999994;1.0;0.7668182340565676;0.01;7.5;1.0;1.0;0.098;0.8333333333333333;0.7603549159965455;0.005;11.0;1.0
œËŒ¿ œ-23 —œ;0;0.89;0.16;1.0;0.8;0.0;18.1;1.0;0.75;0.04;0.6666666666666666;0.9428090415820635;0.13;17.3;1.0;0.86;0.04;0.3333333333333333;0.9769660482231163;0.05;18.4;1.0
œËŒ¿ œ-30;0;0.67;0.16;1.0;0.8;0.0;2.57;1.0;0.75;0.06;1.0;0.8844332774281066;0.005;7.0;1.0;0.43;0.1;0.8333333333333333;0.8363333975829068;0.005;12.32;1.0
œËŒ¿ œ-16;1;0.78;0.132;1.0;0.7533923280734945;0.0;0.0;0.0;0.25;0.053000000000000005;1.0;0.7608065001117202;0.0;17.0;1.0;0.71;0.096;0.8333333333333333;0.7530900016564952;0.044000000000000004;5.5;1.0
œËŒ¿ œ-16;0;0.78;0.145;1.0;0.7889866919029751;0.013000000000000001;15.5;1.0;1.0;0.057999999999999996;1.0;0.8042298889532237;0.013999999999999999;16.5;1.0;0.86;0.1;0.8333333333333333;0.7874774215439655;0.03;17.0;1.0
œËŒ¿ œ-37;0;0.89;0.121;0.875;0.8407734534343957;0.0;13.71;1.0;1.0;0.057999999999999996;1.0;0.8782305442700618;0.0;14.61;1.0;0.57;0.075;0.6666666666666666;0.8527098487191227;0.06;18.5;1.0
œËŒ¿ œ-30;1;0.67;0.14;0.875;0.9165151389911681;0.0;6.32;1.0;0.75;0.06;1.0;0.9035079029052513;0.04;7.66;0.0;0.57;0.06;0.5;0.9119349894109338;0.0;11.99;1.0
œËŒ¿ œ-17;0;1.0;0.14;1.0;0.8;0.0;15.2;1.0;1.0;0.054000000000000006;1.0;0.8473225805769344;0.0;14.7;1.0;0.57;0.099;0.8333333333333333;0.833956257928605;0.0;16.0;1.0
œËŒ¿ œ-17;1;0.56;0.09200000000000001;0.625;0.9293008124391154;0.0;9.7;1.0;1.0;0.02;1.0;0.8261288573151824;0.0;9.0;1.0;0.14;0.065;0.6666666666666666;0.7887046447705744;0.0;6.5;0.0
œËŒ¿ œ-33;0;1.0;0.14049999999999999;1.0;0.7544700126578922;0.0;10.11;1.0;1.0;0.055;1.0;0.8247154391398014;0.0;9.71;1.0;0.86;0.087;0.8333333333333333;0.8042355962705251;0.0;9.0;1.0
œËŒ¿ œ-33;1;1.0;0.1555;1.0;0.7830868406505117;0.01;4.99;1.0;0.75;0.06;1.0;0.8080352209943245;0.0;5.0;1.0;0.86;0.1;0.8333333333333333;0.8269950211623541;0.0446;6.0;1.0
œËŒ¿ œ-33;1;0.89;0.16;1.0;0.8;0.0;3.66;1.0;0.75;0.05;1.0;0.8602325267042626;0.0;12.08;1.0;0.71;0.087;0.8333333333333333;0.8268921061592281;0.042300000000000004;7.33;1.0
œËŒ¿ œ-37;0;1.0;0.131;1.0;0.716170370791755;0.0;10.82;1.0;1.0;0.056999999999999995;1.0;0.7982202425117741;0.0;16.72;1.0;0.86;0.087;0.8333333333333333;0.7853165406359325;0.0;8.0;1.0
œËŒ¿ œ-32;0;0.78;0.16;1.0;0.8;0.013300000000000001;11.38;1.0;0.75;0.06;1.0;0.82065180664829;0.23;13.18;1.0;0.86;0.1233;1.0;0.7474385393999786;0.02;6.33;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.67;0.06;0.5;0.8;0.0;14.0;1.0;0.75;0.06;1.0;0.9147320339189783;0.02;13.0;0.0;0.29;0.055;0.5;0.8582704777122221;0.0;14.5;1.0
œËŒ¿ œ-33;1;0.89;0.145;1.0;0.788986691902975;0.0;3.58;1.0;0.25;0.02;0.6666666666666666;0.8793937305515279;0.0;15.92;1.0;0.71;0.085;0.8333333333333333;0.8266098972949053;0.065;9.0;1.0
œËŒ¿ œ-17;0;0.67;0.137;1.0;0.7798076685952761;0.0;15.0;1.0;0.25;0.055;1.0;0.8376156636548769;0.0;15.1;1.0;0.43;0.095;0.8333333333333333;0.8198890509433836;0.0;7.0;1.0
œËŒ¿ œ-22;1;0.89;0.16;1.0;0.8;0.0;4.16;1.0;1.0;0.0;0.0;0.9977753031397177;0.0;15.0;1.0;1.0;0.0;0.0;0.8943948529276573;0.12;7.4;1.0
œËŒ¿ œ-30;0;0.78;0.16;1.0;0.8;0.0;16.21;1.0;1.0;0.06;1.0;0.8844332774281066;0.04;11.16;1.0;0.71;0.06;0.5;0.9033433145255444;0.0;10.66;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.89;0.036000000000000004;0.375;0.6452906321960671;0.06;7.5;1.0;0.75;0.04;1.0;0.723793859479623;0.0;9.3;1.0;0.71;0.03;0.3333333333333333;0.6744896201744938;0.2;6.7;1.0
œËŒ¿ œ-05 »ÌÚÂ„‡ˆËˇ;1;0.56;0.0;0.0;0.0;0.0;0.2;1.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.43;0.0;0.0;0.0;0.0;2.0;1.0
œËŒ¿ œ-16;1;0.22;0.0;0.0;0.0;0.0;6.5;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.0;0.0;0.0;0.0;7.0;1.0
œËŒ¿ œ-22;1;0.67;0.14;0.875;0.9165151389911681;0.0;14.38;1.0;0.75;0.0;0.0;0.9977753031397176;0.0;13.6;1.0;0.43;0.0;0.0;0.864067518241825;0.0;8.5;0.0
œËŒ¿ œ-23 —œ;0;0.67;0.16;1.0;0.8;0.0;14.6;1.0;0.75;0.04;0.6666666666666666;0.9428090415820635;0.14;18.3;1.0;0.71;0.09;0.8333333333333333;0.8673389574041774;0.002;6.9;1.0
œËŒ¿ œ-22;1;1.0;0.16;1.0;0.8;0.0;13.11;1.0;1.0;0.0;0.0;0.9977753031397177;0.0;15.1;1.0;0.57;0.0;0.0;0.8943948529276573;0.165;8.0;0.0
œËŒ¿ œ-22;1;1.0;0.14;0.875;0.9165151389911679;0.0;6.16;1.0;0.5;0.0;0.0;0.9977753031397176;0.0;14.2;1.0;0.71;0.0;0.0;0.864067518241825;0.16699999999999998;7.0;1.0
œËŒ¿ œ-30;1;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-22;1;0.78;0.16;1.0;0.8;0.02;0.0;0.0;0.75;0.0;0.0;0.989743318610787;0.0;0.0;1.0;0.14;0.0;0.0;0.903343314525544;0.0;0.0;0.0
œËŒ¿ œ-33;1;0.67;0.10800000000000001;1.0;0.7704544113703289;0.0;6.33;1.0;0.75;0.01;0.6666666666666666;0.7666956516260036;0.0;5.49;1.0;0.71;0.015;0.3333333333333333;0.6685065565206475;0.0;9.0;1.0
œËŒ¿ œ-22;1;1.0;0.14;0.875;0.9165151389911679;0.0;10.9;1.0;1.0;0.0;0.0;0.9977753031397176;0.0;17.1;1.0;0.86;0.0;0.0;0.864067518241825;0.105;9.5;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.89;0.086;0.75;0.8404760555780277;0.065;3.7;1.0;0.75;0.06;1.0;0.8957951660909075;0.0;13.8;1.0;0.57;0.075;0.8333333333333333;0.8133785708103896;0.0;14.3;1.0
œËŒ¿ œ-22;1;1.0;0.158;1.0;0.7922120928135344;0.0;7.99;1.0;1.0;0.0;0.0;0.9864864700316753;0.0;12.5;1.0;0.86;0.02;0.16666666666666666;0.9070504419834514;0.19899999999999998;9.9;1.0
œËŒ¿ œ-23 —œ;0;0.78;0.12;0.75;0.9797958971132712;0.0;14.3;1.0;1.0;0.01;0.3333333333333333;0.9568466729604882;0.06;19.0;1.0;0.43;0.1;0.8333333333333333;0.9163561321997232;0.04;9.7;1.0
œËŒ¿ œ-22;1;0.44;0.16;1.0;0.8;0.0;9.83;1.0;0.25;0.0;0.0;0.9977753031397177;0.0;13.7;0.0;0.0;0.0;0.0;0.8943948529276573;0.12869999999999998;9.6;1.0
œËŒ¿ œ-22;1;0.89;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;11.4;1.0;0.86;0.0;0.0;0.0;0.0;6.9;1.0
œËŒ¿ œ-01;0;0.89;0.13699999999999998;1.0;0.7823681997627461;0.105;12.1;1.0;0.75;0.045;1.0;0.7782764841072134;0.025;17.5;1.0;0.86;0.065;0.6666666666666666;0.8024400129810348;0.043;17.7;1.0
œËŒ¿ œ-16;0;1.0;0.14100000000000001;1.0;0.7368174807915457;0.0;8.0;1.0;1.0;0.057;1.0;0.763317143279574;0.0;14.0;0.0;0.86;0.098;0.8333333333333333;0.7577739525115967;0.044000000000000004;12.0;1.0
œËŒ¿ œ-01;1;1.0;0.084;0.625;0.883402513014311;0.04;11.3;1.0;0.5;0.01;0.3333333333333333;0.8258576247311218;0.0;5.8;0.0;0.43;0.045;0.5;0.7641576977689536;0.14;7.7;1.0
œËŒ¿ œ-16;0;1.0;0.158;1.0;0.7922120928135344;0.034;16.0;1.0;1.0;0.055999999999999994;1.0;0.8057193515544899;0.003;15.0;1.0;1.0;0.098;0.8333333333333333;0.7851893467177998;0.016;15.5;1.0
œËŒ¿ œ-01;1;0.89;0.057999999999999996;0.5;0.7984985911070852;0.015;0.0;0.0;0.5;0.03;0.6666666666666666;0.8110210244135576;0.005;6.1;1.0;0.43;0.035;0.3333333333333333;0.7607491887303254;0.0;3.2;1.0
œËŒ¿ œ-03 ÿ≈Õ;0;1.0;0.12;0.875;0.842614977317636;0.08;11.0;1.0;1.0;0.04;1.0;0.8112726208286106;0.015;13.4;1.0;0.71;0.06;0.5;0.8310769546704436;0.0;13.0;1.0
œËŒ¿ œ-05 »ÌÚÂ„‡ˆËˇ;1;0.67;0.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;0.0;0.0;0.0;2.0;0.0;0.71;0.0;0.0;0.0;0.0;0.0;1.0
œËŒ¿ œ-22;1;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;1.0;0.57;0.0;0.0;0.0;0.0;0.0;1.0
œËŒ¿ œ-01;1;0.89;0.005;0.125;0.15000000000000002;0.03;3.0;1.0;0.25;0.01;0.3333333333333333;0.2789374884252377;0.0;4.1;1.0;0.43;0.01;0.16666666666666666;0.28629195368316396;0.0;3.0;1.0
œËŒ¿ œ-01;1;0.22;0.0;0.0;0.0;0.0;2.1;1.0;0.25;0.0;0.0;0.0;0.0;0.0;1.0;0.14;0.0;0.0;0.0;0.0;2.3;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;1.0;0.062;0.625;0.7678541528180987;0.03;10.7;1.0;1.0;0.02;0.3333333333333333;0.7989789402348322;0.0;12.0;1.0;0.71;0.0;0.0;0.6543117464683669;0.0;9.0;1.0
œËŒ¿ œ-01;1;0.67;0.065;0.625;0.7762087348130012;0.0;4.7;1.0;0.5;0.0;0.0;0.7039570693980959;0.005;11.0;1.0;0.71;0.02;0.16666666666666666;0.6628991906589724;0.0;9.9;1.0
œËŒ¿ œ-30;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-01;0;0.89;0.128;1.0;0.7453858061433689;0.065;13.6;1.0;1.0;0.045;1.0;0.7470008059444331;0.0;12.3;1.0;0.57;0.045;0.5;0.7884922124566764;0.048;15.7;1.0
œËŒ¿ œ-33;1;1.0;0.12450000000000001;1.0;0.7604110730387873;0.0;5.82;1.0;1.0;0.047;1.0;0.7901195408853581;0.0;8.66;1.0;1.0;0.099;0.8333333333333333;0.801734693076438;0.073;4.67;1.0
œËŒ¿ œ-31;0;0.56;0.14;0.875;0.9165151389911679;0.0;16.5;1.0;0.5;0.06;1.0;0.9428090415820634;0.0;19.0;1.0;0.43;0.1;0.8333333333333333;0.8943948529276572;0.1;10.99;0.0
œËŒ¿ œ-33;1;0.67;0.13449999999999998;1.0;0.7623811382766496;0.0;10.22;1.0;0.25;0.013000000000000001;0.6666666666666666;0.8281840911831674;0.0;11.37;0.0;0.29;0.053;0.6666666666666666;0.7532931912698568;0.0736;8.0;1.0
œËŒ¿ œ-35;0;0.89;0.14700000000000002;1.0;0.7523961722390672;0.009000000000000001;15.7;1.0;0.75;0.059000000000000004;1.0;0.7823303754338896;0.0;12.5;1.0;0.71;0.096;0.8333333333333333;0.7647068777530224;0.0;13.3;1.0
œËŒ¿ œ-23 —œ;0;0.78;0.16;1.0;0.8;0.0;17.7;1.0;1.0;0.02;0.3333333333333333;0.9797958971132713;0.14;17.4;1.0;0.71;0.05;0.5;0.9163561321997231;0.0;19.0;1.0
œËŒ¿ œ-01;0;1.0;0.134;1.0;0.7748548251124207;0.11;17.9;1.0;0.5;0.05;1.0;0.7917946548886297;0.0;14.0;0.0;0.57;0.05;0.5;0.8166392224188279;0.0;13.7;1.0
œËŒ¿ œ-23 —œ;0;0.78;0.14;0.875;0.9165151389911679;0.0;18.1;0.0;0.75;0.0;0.0;0.9977753031397176;0.0;19.0;1.0;0.71;0.055;0.5;0.9123813911445227;0.05;9.4;1.0
œËŒ¿ œ-33;1;1.0;0.128;1.0;0.7318469785412796;0.0;6.91;1.0;1.0;0.037000000000000005;1.0;0.78655366420014;0.0;3.66;1.0;0.86;0.08;0.8333333333333333;0.7790097019785772;0.0;1.0;1.0
œËŒ¿ œ-30;1;0.44;0.125;0.875;0.873212459828649;0.0;9.46;1.0;0.25;0.06;1.0;0.9104333522498441;0.04;9.23;0.0;0.57;0.04;0.3333333333333333;0.9005665086099265;0.0;11.99;1.0
œËŒ¿ œ-01;1;0.67;0.09300000000000001;0.75;0.839106667831927;0.075;12.7;1.0;0.5;0.045;1.0;0.8166631958832257;0.015;11.2;1.0;1.0;0.045;0.5;0.7999448576463087;0.015;14.7;1.0
œËŒ¿ œ-01;0;0.89;0.13699999999999998;1.0;0.7887331614684399;0.05;17.9;1.0;0.75;0.06;1.0;0.8136902584735141;0.02;14.3;0.0;0.29;0.075;0.6666666666666666;0.8198153929382684;0.0;12.3;1.0
œËŒ¿ œ-01;0;0.89;0.129;1.0;0.772593036468748;0.025;11.8;1.0;0.25;0.045;1.0;0.7669180303696885;0.025;16.5;0.0;0.29;0.0;0.0;0.8051757531788055;0.0;14.0;1.0
œËŒ¿ œ-22;0;0.67;0.16;1.0;0.8;0.0;13.26;1.0;0.75;0.0;0.0;0.9977753031397177;0.0;17.8;1.0;0.71;0.0;0.0;0.8943948529276573;0.11539999999999999;13.4;1.0
œËŒ¿ œ-01;1;0.89;0.10800000000000001;1.0;0.7263607918933951;0.03;7.7;1.0;0.75;0.05;1.0;0.7372037627108954;0.0;9.6;1.0;0.43;0.03;0.3333333333333333;0.7558721186226688;0.06;15.5;1.0
œËŒ¿ œ-22;0;1.0;0.14;0.875;0.9165151389911679;0.0;14.86;1.0;1.0;0.0;0.0;0.9977753031397176;0.0;15.8;1.0;0.86;0.0;0.0;0.864067518241825;0.18739999999999998;19.6;1.0
œËŒ¿ œ-01;0;0.89;0.115;1.0;0.8077747210701756;0.05;10.0;1.0;0.75;0.05;1.0;0.8151937293223804;0.0;7.8;0.0;0.29;0.075;0.8333333333333333;0.7821281680193143;0.0;14.3;1.0
œËŒ¿ œ-01;1;0.67;0.08800000000000001;0.625;0.905317623820502;0.03;0.0;1.0;0.5;0.06;1.0;0.9371036577167557;0.0;13.3;0.0;0.29;0.07;0.6666666666666666;0.8767290277901099;0.085;16.7;1.0
œËŒ¿ œ-01;1;0.89;0.065;0.5;0.8381527307120106;0.025;0.0;1.0;0.5;0.045;1.0;0.8390957231764807;0.005;6.7;1.0;0.57;0.06;0.6666666666666666;0.8256469926538099;0.0;14.0;1.0
œËŒ¿ œ-31;1;0.67;0.115;0.75;0.9500000000000001;0.0;6.66;1.0;0.75;0.06;1.0;0.960324019392529;0.0;10.33;1.0;0.57;0.06;0.5;0.9232758833254564;0.0;5.67;0.0
œËŒ¿ œ-01;1;1.0;0.068;0.75;0.6939740629158989;0.03;0.0;1.0;0.75;0.03;1.0;0.6313251369709815;0.005;5.6;0.0;0.29;0.055;0.6666666666666666;0.6329451442697734;0.0;11.7;1.0
œËŒ¿ œ-01;0;0.67;0.129;1.0;0.7462573282722255;0.09;12.1;1.0;0.75;0.05;1.0;0.7710647290121179;0.005;16.0;1.0;0.57;0.085;0.8333333333333333;0.7740349758640257;0.08;17.0;1.0
œËŒ¿ œ-33;1;1.0;0.1425;1.0;0.7359517647237488;0.0;6.61;1.0;0.75;0.057999999999999996;1.0;0.8230971321107181;0.0;8.99;1.0;1.0;0.095;0.8333333333333333;0.8130767862216164;0.0285;9.0;1.0
œËŒ¿ œ-07;0;1.0;0.15;1.0;0.806225774829855;0.0;12.0;1.0;1.0;0.04;0.6666666666666666;0.8949974347244049;0.0;11.0;1.0;0.71;0.09;0.8333333333333333;0.8364716687911893;0.0;10.5;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.78;0.1;0.75;0.8944271909999159;0.07;11.0;1.0;0.25;0.02;0.3333333333333333;0.9147320339189784;0.02;13.0;1.0;0.71;0.08;0.6666666666666666;0.891987462068748;0.0;4.0;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.78;0.04;0.5;0.48989794855663565;0.0;6.0;1.0;0.75;0.0;0.0;0.45175395145262565;0.0;4.0;1.0;0.43;0.0;0.0;0.3686987542423124;0.0;0.0;0.0
œËŒ¿ œ-23 —œ;0;0.67;0.14;0.875;0.9165151389911679;0.0;13.2;0.0;0.5;0.02;0.6666666666666666;0.9285592184789413;0.05;16.2;1.0;0.71;0.06;0.5;0.8952414171048042;0.05;8.0;1.0
