 ÓÏ‡Ì‰‡;ÕÂ Ò‰‡Î(-‡);œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 1;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 2;œÓÒÂ˘ÂÌËÂ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;¡‡ÎÎ˚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÎË˜ÂÒÚ‚Ó ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÂÌ¸ ‰ËÒÔÂÒËË ·‡ÎÎÓ‚ ‰Ó  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;ƒÓÒÚ‡‚ÎÂÌÌ˚Â ·‡ÎÎ˚ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3; ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3;œËÒÛÚÒÚ‚ËÂ Ì‡  ÓÌÚÓÎ¸Ì‡ˇ ‡·ÓÚ‡ 3
œËŒ¿ œ-05 »ÌÚÂ„‡ˆËˇ;1;0.67;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.57;0.0;0.0;0.0;0.0;4.0;1.0
œËŒ¿ œ-09;0;0.78;0.11;0.75;0.9433981132056604;0.02;14.0;1.0;0.75;0.06;1.0;0.9394961741404219;0.02;15.0;1.0;0.71;0.03;0.3333333333333333;0.8919874620687481;0.0;14.9;1.0
œËŒ¿ œ-09;1;0.67;0.1;0.875;0.7745966692414834;0.0;10.0;1.0;0.75;0.06;1.0;0.8537498983243798;0.0;11.0;1.0;0.71;0.04;0.3333333333333333;0.8445600943930957;0.01;9.32;0.0
œËŒ¿ œ-37;1;0.67;0.005;0.125;0.15000000000000002;0.0;6.12;1.0;0.75;0.0;0.0;0.12472191289246473;0.0;0.0;0.0;0.71;0.0;0.0;0.09573924919180625;0.0;5.0;1.0
œËŒ¿ œ-10;1;0.89;0.09;0.75;0.8306623862918076;0.02;19.0;0.0;0.0;0.0;0.0;0.8112726208286106;0.02;0.0;1.0;0.14;0.02;0.16666666666666666;0.7454862057704511;0.0;14.34;1.0
œËŒ¿ œ-28;0;1.0;0.155;1.0;0.788986691902975;0.0;9.83;1.0;1.0;0.06;1.0;0.873053390247253;0.0;16.01;1.0;1.0;0.06;0.5;0.9050455423298265;0.005;14.67;1.0
œËŒ¿ œ-33;1;0.89;0.13;1.0;0.7602631123499285;0.0;2.0;1.0;0.75;0.06;1.0;0.841163215764667;0.0;2.67;1.0;0.71;0.091;0.8333333333333333;0.8138296945394452;0.065;8.0;1.0
œËŒ¿ œ-09;1;0.89;0.04;0.5;0.48989794855663565;0.0;8.0;1.0;0.75;0.04;0.6666666666666666;0.7180219742846006;0.0;6.0;1.0;0.71;0.0;0.0;0.5943969920993089;0.0;11.83;0.0
œËŒ¿ œ-03 ÿ≈Õ;0;0.89;0.128;1.0;0.7782030583337488;0.04;10.1;1.0;0.75;0.06;1.0;0.8103916916390191;0.01;10.0;1.0;0.43;0.08;0.8333333333333333;0.77313050266785;0.0;15.2;1.0
œËŒ¿ œ-10;0;1.0;0.09;0.875;0.7000000000000001;0.0;14.18;1.0;0.75;0.06;1.0;0.816496580927726;0.02;13.0;0.0;1.0;0.04;0.5;0.7646564284382317;0.0;19.0;1.0
œËŒ¿ œ-10;1;1.0;0.14;1.0;0.8;0.0;10.0;1.0;0.75;0.06;1.0;0.8692269873603532;0.02;10.0;1.0;0.71;0.04;0.3333333333333333;0.8911628472960083;0.0;9.66;1.0
œËŒ¿ œ-33;1;0.78;0.121;1.0;0.7647875521999558;0.0;10.03;1.0;0.5;0.023;0.6666666666666666;0.8228406082994851;0.0;9.33;0.0;0.86;0.078;0.8333333333333333;0.7780249953034565;0.09140000000000001;6.0;1.0
œËŒ¿ œ-10;0;1.0;0.15;1.0;0.806225774829855;0.0;14.0;1.0;1.0;0.06;1.0;0.8793937305515279;0.02;14.0;1.0;1.0;0.07;0.6666666666666666;0.8578364788279957;0.01;9.0;1.0
œËŒ¿ œ-15 ÿ≈Õ;0;1.0;0.12500000000000003;1.0;0.7526619427073487;0.009000000000000001;8.49;1.0;0.25;0.018000000000000002;0.3333333333333333;0.8419183633893758;0.0;14.67;1.0;1.0;0.0824;0.8333333333333333;0.7867103871792637;0.009000000000000001;13.66;1.0
œËŒ¿ œ-05 »ÌÚÂ„‡ˆËˇ;1;0.33;0.02;0.125;0.6000000000000001;0.0;3.53;0.0;0.25;0.0;0.0;0.4988876515698589;0.0;0.0;1.0;0.43;0.0;0.0;0.382956996767225;0.0;0.0;0.0
œËŒ¿ œ-10;0;1.0;0.14;1.0;0.8;0.07;19.0;1.0;1.0;0.06;1.0;0.82065180664829;0.02;0.0;1.0;0.57;0.08;0.6666666666666666;0.8364716687911893;0.0;13.34;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;1.0;0.11;0.75;0.9433981132056604;0.07;13.3;1.0;1.0;0.01;0.3333333333333333;0.9147320339189784;0.01;14.3;1.0;0.86;0.03;0.3333333333333333;0.8268567324859823;0.04;6.3;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.78;0.09;0.625;0.9433981132056605;0.01;9.0;1.0;0.25;0.04;0.6666666666666666;0.9609731462195507;0.02;0.0;1.0;0.43;0.037000000000000005;0.3333333333333333;0.8838824104586633;0.0;0.0;0.0
œËŒ¿ œ-09;1;0.78;0.06;0.625;0.66332495807108;0.0;15.0;1.0;0.75;0.06;1.0;0.8326663997864531;0.02;0.0;1.0;0.57;0.06;0.5;0.831966091504623;0.04;19.0;0.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.33;0.14;1.0;0.8;0.04;0.0;0.0;0.25;0.0;0.0;0.9258200997725514;0.02;7.0;0.0;0.57;0.055;0.5;0.8698386107224246;0.0;4.0;1.0
œËŒ¿ œ-09;0;0.78;0.13;1.0;0.7810249675906655;0.02;15.0;1.0;0.5;0.06;1.0;0.8112726208286106;0.02;17.0;1.0;1.0;0.05;0.5;0.8340783257776736;0.04;16.66;1.0
œËŒ¿ œ-33;1;0.0;0.1175;0.875;0.870990815106566;0.0;0.0;0.0;0.5;0.03;0.6666666666666666;0.890255893300098;0.0;3.0;1.0;0.71;0.049;0.5;0.826342717990316;0.0;0.0;0.0
œËŒ¿ œ-28;1;0.67;0.16;1.0;0.8;0.005;0.0;0.0;0.75;0.06;1.0;0.82065180664829;0.0;4.67;1.0;0.86;0.1;0.8333333333333333;0.8363333975829068;0.07;9.67;1.0
œËŒ¿ œ-33;1;0.89;0.1301;1.0;0.7598743317154489;0.0;7.66;1.0;0.75;0.055;1.0;0.8209246818882554;0.0;4.84;1.0;0.43;0.065;0.8333333333333333;0.7953770085234261;0.065;3.0;1.0
œËŒ¿ œ-31;0;1.0;0.16;1.0;0.8;0.02;14.66;1.0;1.0;0.06;1.0;0.82065180664829;0.0;18.24;1.0;1.0;0.1;0.8333333333333333;0.8363333975829068;0.04;15.83;1.0
œËŒ¿ œ-10;0;1.0;0.13;1.0;0.7810249675906655;0.0;17.0;1.0;1.0;0.04;0.6666666666666666;0.8844332774281066;0.02;17.0;1.0;1.0;0.08;0.6666666666666666;0.8631285492508495;0.0;14.16;1.0
œËŒ¿ œ-11 ÿ≈Õ;0;1.0;0.1;0.75;0.8944271909999159;0.0;13.0;1.0;0.75;0.06;1.0;0.9147320339189784;0.03;15.0;1.0;0.86;0.065;0.6666666666666666;0.8483371078064835;0.0;12.5;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.33;0.0;0.0;0.0;0.0;4.0;1.0;0.25;0.0;0.0;0.0;0.02;8.0;1.0;0.71;0.037000000000000005;0.3333333333333333;0.5117441204978228;0.0;0.0;0.0
œËŒ¿ œ-10;0;1.0;0.11;0.75;0.9433981132056604;0.02;15.0;1.0;0.5;0.06;1.0;0.9394961741404219;0.02;16.0;1.0;0.57;0.08;0.6666666666666666;0.8986858349626623;0.01;18.33;1.0
œËŒ¿ œ-01;1;0.78;0.11900000000000001;0.875;0.8915716460273958;0.015;11.1;1.0;1.0;0.055;1.0;0.8756338811841118;0.0;1.2;0.0;0.57;0.08;0.8333333333333333;0.8102495305653864;0.075;15.0;1.0
œËŒ¿ œ-01;1;0.78;0.10800000000000001;0.75;0.9097252332435326;0.015;13.8;1.0;1.0;0.05;1.0;0.8907689867497085;0.015;11.0;1.0;0.71;0.015;0.3333333333333333;0.8179844919861591;0.05;14.2;1.0
œËŒ¿ œ-01;1;0.89;0.10800000000000001;1.0;0.76;0.04;11.3;1.0;0.25;0.045;1.0;0.8004144334693887;0.005;14.7;0.0;0.43;0.025;0.3333333333333333;0.7896322933657338;0.0;17.0;1.0
œËŒ¿ œ-09;1;1.0;0.14;1.0;0.8;0.01;15.0;1.0;0.5;0.04;0.6666666666666666;0.880630571852711;0.0;12.0;1.0;0.57;0.04;0.3333333333333333;0.8952414171048042;0.0;6.33;0.0
œËŒ¿ œ-09;1;0.78;0.15;1.0;0.806225774829855;0.01;12.0;1.0;0.5;0.04;0.6666666666666666;0.8949974347244049;0.02;12.0;1.0;1.0;0.06;0.5;0.8986858349626623;0.0;7.16;1.0
œËŒ¿ œ-10;0;1.0;0.15;1.0;0.806225774829855;0.01;14.0;1.0;1.0;0.06;1.0;0.823754471047914;0.02;15.0;1.0;1.0;0.06;0.5;0.8761587974678071;0.0;17.33;1.0
œËŒ¿ œ-10;1;0.33;0.12;0.75;0.9797958971132713;0.03;13.0;1.0;0.5;0.0;0.0;0.9897433186107869;0.02;12.0;1.0;0.57;0.07;0.6666666666666666;0.9119349894109339;0.0;8.62;0.0
œËŒ¿ œ-08;1;1.0;0.08199999999999999;0.75;0.7756287771866126;0.015;2.6;1.0;0.25;0.02;0.3333333333333333;0.8154127538760191;0.0;3.3;0.0;0.29;0.01;0.16666666666666666;0.6945533612219434;0.0;5.7;1.0
œËŒ¿ œ-15 ÿ≈Õ;1;1.0;0.08900000000000001;0.875;0.6862215385719105;0.0;6.57;1.0;0.75;0.059000000000000004;1.0;0.7835033829029766;0.0;13.0;1.0;0.86;0.094;0.8333333333333333;0.7751447409992936;0.009000000000000001;13.99;1.0
œËŒ¿ œ-28;0;0.89;0.16;1.0;0.8;0.01;16.78;1.0;0.25;0.06;1.0;0.82065180664829;0.0;15.92;1.0;0.86;0.1;0.8333333333333333;0.8363333975829068;0.0;4.0;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;1.0;0.083;0.75;0.7616429609731846;0.07;11.7;1.0;0.25;0.01;0.3333333333333333;0.732517325838141;0.01;13.0;0.0;0.71;0.03;0.3333333333333333;0.6943938496866058;0.04;11.7;1.0
œËŒ¿ œ-08;0;1.0;0.13699999999999998;1.0;0.7225648759800051;0.035;14.5;1.0;1.0;0.06;1.0;0.7685462024537772;0.045;18.0;1.0;1.0;0.09;0.8333333333333333;0.7602234463118077;0.03;15.7;1.0
œËŒ¿ œ-23 —œ;0;1.0;0.16;1.0;0.8;0.0;13.4;0.0;0.75;0.03;0.6666666666666666;0.9285592184789414;0.0;13.4;1.0;0.71;0.0;0.0;0.9036634409242973;0.0;8.0;1.0
œËŒ¿ œ-08;1;1.0;0.077;0.625;0.8695401083331349;0.04;6.1;1.0;0.75;0.04;1.0;0.8329012485258492;0.0;10.1;1.0;0.71;0.04;0.5;0.7566222514106299;0.13699999999999998;10.7;0.0
œËŒ¿ œ-23 —œ;0;0.78;0.16;1.0;0.8;0.0;15.9;1.0;0.75;0.04;0.6666666666666666;0.9428090415820635;0.08;18.7;1.0;0.71;0.04;0.3333333333333333;0.9350491644243688;0.0;8.17;1.0
œËŒ¿ œ-33;1;0.89;0.14;1.0;0.7469939758793239;0.01;6.99;1.0;0.75;0.03;0.6666666666666666;0.8253632471802451;0.0;8.04;1.0;0.71;0.07;0.6666666666666666;0.8253276657908993;0.127;7.33;1.0
œËŒ¿ œ-08;1;1.0;0.015;0.125;0.45000000000000007;0.0;2.8;1.0;1.0;0.015;0.6666666666666666;0.439696865275764;0.0;2.3;1.0;1.0;0.02;0.3333333333333333;0.41128388544229133;0.0;1.0;1.0
œËŒ¿ œ-08;0;1.0;0.12300000000000001;1.0;0.7457211275000862;0.08;13.1;1.0;1.0;0.06;1.0;0.7914401752630507;0.035;12.0;1.0;1.0;0.1;0.8333333333333333;0.7816168059718283;0.0;12.3;1.0
œËŒ¿ œ-10;1;0.89;0.1;0.875;0.7745966692414834;0.02;12.0;1.0;0.75;0.06;1.0;0.8329931278350429;0.03;16.0;1.0;0.43;0.03;0.3333333333333333;0.8146785011685554;0.0;7.33;1.0
œËŒ¿ œ-08;1;0.78;0.076;0.75;0.728285658241325;0.0;8.2;1.0;0.5;0.0;0.0;0.6942301891703899;0.0;9.7;1.0;0.57;0.0;0.0;0.5730993941973586;0.0;0.0;0.0
œËŒ¿ œ-08;1;0.78;0.0;0.0;0.0;0.0;3.4;1.0;0.25;0.03;0.6666666666666666;0.5416025603090641;0.0;5.0;1.0;0.71;0.035;0.3333333333333333;0.6006723248998169;0.0;0.0;1.0
œËŒ¿ œ-33;1;0.89;0.098;0.875;0.7833262411026456;0.0;7.32;1.0;0.75;0.045;1.0;0.7898241717130605;0.0;4.78;1.0;0.71;0.039;0.3333333333333333;0.7879647418357638;0.0;5.33;1.0
œËŒ¿ œ-08;1;1.0;0.105;1.0;0.687386354243376;0.0;9.0;1.0;0.5;0.055;1.0;0.7717224601860151;0.03;5.0;0.0;0.57;0.015;0.16666666666666666;0.7577769231175306;0.17;10.0;1.0
œËŒ¿ œ-10;0;1.0;0.15;1.0;0.806225774829855;0.03;17.0;1.0;1.0;0.06;1.0;0.823754471047914;0.03;18.0;1.0;1.0;0.08;0.6666666666666666;0.8436109590119184;0.02;16.66;1.0
œËŒ¿ œ-10;0;1.0;0.11;0.875;0.8306623862918074;0.0;16.06;1.0;0.75;0.06;1.0;0.8844332774281066;0.02;16.0;1.0;1.0;0.08;0.6666666666666666;0.8631285492508495;0.0;8.49;1.0
œËŒ¿ œ-08;1;1.0;0.068;0.75;0.6939740629158989;0.01;9.7;1.0;0.25;0.045;1.0;0.7352980792210208;0.02;7.6;0.0;0.14;0.035;0.3333333333333333;0.7246816262563589;0.0;4.7;1.0
œËŒ¿ œ-33;1;0.89;0.136;1.0;0.7578918128598566;0.0;3.0;1.0;0.75;0.04;1.0;0.8028836915906452;0.0;8.41;1.0;0.71;0.0725;0.8333333333333333;0.7900399974462775;0.1091;8.33;1.0
œËŒ¿ œ-11 ÿ≈Õ;1;0.89;0.11;0.875;0.8306623862918074;0.02;11.0;1.0;0.5;0.04;0.6666666666666666;0.8835226340609272;0.02;14.0;0.0;0.43;0.03;0.3333333333333333;0.8340783257776735;0.0;14.0;1.0
œËŒ¿ œ-10;0;1.0;0.14;1.0;0.8;0.01;17.0;1.0;1.0;0.06;1.0;0.82065180664829;0.02;12.0;1.0;0.86;0.06;0.5;0.8646752237627037;0.0;15.33;1.0
œËŒ¿ œ-08;1;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-08;1;0.89;0.04;0.25;0.8000000000000002;0.0;0.0;0.0;0.5;0.0;0.0;0.6798692684790378;0.0;0.0;0.0;0.0;0.0;0.0;0.5291311307513668;0.0;1.0;1.0
œËŒ¿ œ-33;0;1.0;0.1515;1.0;0.7642152838042432;0.0;7.49;1.0;1.0;0.055;1.0;0.8412028424953295;0.0;10.74;1.0;1.0;0.1;0.8333333333333333;0.8351893346038128;0.0;9.0;1.0
œËŒ¿ œ-33;1;0.67;0.13;0.875;0.8820430828479978;0.0;11.37;1.0;0.25;0.045;1.0;0.8941787044856054;0.0;7.33;1.0;0.57;0.06;0.5;0.8842568199223674;0.10300000000000001;3.5;1.0
œËŒ¿ œ-08;1;1.0;0.08;0.625;0.8590692637965812;0.05;13.1;1.0;0.75;0.04;0.6666666666666666;0.906101764794256;0.057;11.2;1.0;0.71;0.02;0.16666666666666666;0.8309326161818448;0.0;11.0;1.0
œËŒ¿ œ-37;1;0.44;0.0;0.0;0.0;0.0;0.7;1.0;0.75;0.0;0.0;0.0;0.0;2.83;1.0;0.57;0.0;0.0;0.0;0.0;2.5;1.0
œËŒ¿ œ-10;1;0.78;0.06;0.5;0.8;0.0;16.0;1.0;0.75;0.06;1.0;0.9092121131323904;0.02;14.0;1.0;0.86;0.04;0.3333333333333333;0.8578364788279957;0.0;9.35;1.0
œËŒ¿ œ-10;0;1.0;0.13;1.0;0.7810249675906655;0.0;14.0;0.0;0.5;0.06;1.0;0.85374989832438;0.02;20.0;1.0;0.57;0.02;0.16666666666666666;0.8715290250646015;0.0;9.33;1.0
œËŒ¿ œ-08;1;1.0;0.139;1.0;0.8055432949258532;0.1;2.1;1.0;1.0;0.06;1.0;0.8247757889516497;0.05;4.0;1.0;0.71;0.1;0.8333333333333333;0.7998198955495301;0.05;5.0;1.0
œËŒ¿ œ-08;0;1.0;0.133;1.0;0.8246817568007674;0.09;12.9;1.0;1.0;0.06;1.0;0.8402198448948358;0.03;16.1;1.0;0.71;0.09;0.8333333333333333;0.8028136174148629;0.0;18.8;1.0
œËŒ¿ œ-08;0;1.0;0.145;1.0;0.7889866919029751;0.08;15.8;1.0;1.0;0.055;1.0;0.7985957062499249;0.05;15.9;0.0;0.57;0.09;0.8333333333333333;0.7789266475487027;0.0;17.3;1.0
œËŒ¿ œ-08;0;0.78;0.11800000000000001;0.875;0.8072174428244225;0.04;11.0;0.0;0.25;0.055;1.0;0.8155691639735344;0.005;13.5;1.0;1.0;0.075;0.8333333333333333;0.7570613246840217;0.0;17.4;1.0
œËŒ¿ œ-23 —œ;1;0.56;0.12;0.75;0.9797958971132712;0.0;12.4;1.0;0.75;0.0;0.0;0.9797958971132714;0.0;0.0;0.0;0.14;0.0;0.0;0.8245913108940466;0.0;0.0;0.0
œËŒ¿ œ-10;1;0.78;0.13;0.875;0.9000000000000001;0.0;8.0;1.0;0.25;0.06;1.0;0.9285592184789414;0.0;0.0;0.0;0.14;0.01;0.16666666666666666;0.8887873064078334;0.0;9.0;0.0
œËŒ¿ œ-10;0;1.0;0.13;1.0;0.7810249675906655;0.03;18.0;1.0;1.0;0.06;1.0;0.8112726208286106;0.03;18.0;1.0;1.0;0.06;0.5;0.850690335927063;0.03;16.16;1.0
œËŒ¿ œ-08;1;0.33;0.10800000000000001;0.875;0.76;0.04;0.0;0.0;0.25;0.05;1.0;0.7610411772495546;0.0;7.2;1.0;0.71;0.04;0.5;0.7654183231878937;0.09;18.5;1.0
œËŒ¿ œ-33;1;0.89;0.105;0.875;0.85;0.0;11.61;1.0;0.75;0.013000000000000001;0.6666666666666666;0.810651315644128;0.0;9.16;1.0;0.71;0.08;0.8333333333333333;0.79755083554732;0.0843;8.0;1.0
œËŒ¿ œ-08;1;0.56;0.05;0.375;0.806225774829855;0.0;8.5;1.0;0.25;0.02;0.6666666666666666;0.7180219742846006;0.0;0.0;1.0;0.43;0.06;0.6666666666666666;0.7100212750119481;0.0;0.0;0.0
œËŒ¿ œ-10;0;0.89;0.12;0.875;0.8717797887081348;0.01;16.94;1.0;0.75;0.06;1.0;0.8806305718527109;0.03;14.0;1.0;0.86;0.06;0.5;0.882977256703096;0.04;15.66;1.0
œËŒ¿ œ-30;1;0.78;0.115;0.75;0.9500000000000001;0.0;2.5;1.0;1.0;0.06;1.0;0.960324019392529;0.04;9.45;1.0;1.0;0.1;0.8333333333333333;0.8924394026664747;0.063;7.25;1.0
œËŒ¿ œ-17;0;1.0;0.16;1.0;0.8;0.0;16.5;1.0;1.0;0.06;1.0;0.8844332774281066;0.0;17.5;0.0;0.86;0.1;0.8333333333333333;0.864067518241825;0.05;14.0;1.0
œËŒ¿ œ-01;1;0.78;0.139;1.0;0.7340980860893183;0.06;13.5;1.0;0.5;0.04;1.0;0.7475470089648174;0.0;4.7;0.0;0.57;0.06;0.6666666666666666;0.7390223305247755;0.0;0.0;1.0
œËŒ¿ œ-01;1;1.0;0.057999999999999996;0.5;0.8109253973085317;0.09;13.6;1.0;0.5;0.035;1.0;0.8023244292653181;0.005;8.8;1.0;0.86;0.06;0.6666666666666666;0.7678114780863008;0.04;10.5;1.0
œËŒ¿ œ-17;1;1.0;0.142;1.0;0.7600000000000001;0.0;9.5;1.0;0.25;0.045;1.0;0.8114732829174901;0.0;0.0;0.0;0.0;0.025;0.5;0.7928353407854516;0.0;7.8;1.0
œËŒ¿ œ-17;1;1.0;0.08900000000000001;0.625;0.9321480569094159;0.0;7.4;1.0;1.0;0.035;1.0;0.8797474385046857;0.0;11.0;0.0;0.86;0.03;0.3333333333333333;0.7964425882391929;0.084;7.3;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.89;0.04;0.375;0.66332495807108;0.01;0.0;0.0;0.5;0.03;0.6666666666666666;0.7319250547113999;0.0;3.9;0.0;0.71;0.055;0.6666666666666666;0.6977063646122205;0.0;0.0;0.0
œËŒ¿ œ-17;0;1.0;0.15;1.0;0.806225774829855;0.0;18.2;1.0;1.0;0.06;1.0;0.8793937305515279;0.0;19.8;1.0;0.43;0.1;0.8333333333333333;0.8582618476716725;0.0;20.0;1.0
œËŒ¿ œ-01;0;0.89;0.135;1.0;0.7433034373659253;0.06;14.7;1.0;1.0;0.01;0.3333333333333333;0.8337583949949108;0.0;11.6;1.0;0.71;0.075;0.8333333333333333;0.7922861022649395;0.0;10.6;1.0
œËŒ¿ œ-06;0;1.0;0.14;1.0;0.7681145747868608;0.06;14.3;1.0;1.0;0.055;1.0;0.7832754356950467;0.0;12.7;1.0;1.0;0.09;0.8333333333333333;0.7964516023130083;0.03;12.0;1.0
œËŒ¿ œ-17;0;0.89;0.14600000000000002;1.0;0.7825599018605541;0.0;4.9;1.0;0.75;0.026000000000000002;1.0;0.8476372389701203;0.0;19.3;1.0;0.43;0.063;0.6666666666666666;0.8301506879843036;0.0;13.0;1.0
œËŒ¿ œ-01;1;0.56;0.035;0.5;0.5024937810560445;0.03;0.0;0.0;0.5;0.015;0.3333333333333333;0.5486532677049006;0.0;7.0;0.0;0.57;0.0;0.0;0.44934291748133126;0.0;0.0;0.0
œËŒ¿ œ-27;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.89;0.1;0.75;0.8944271909999159;0.06;7.0;1.0;0.75;0.06;1.0;0.9147320339189784;0.0;8.9;1.0;0.71;0.04;0.3333333333333333;0.8911628472960083;0.02;10.3;1.0
œËŒ¿ œ-02;1;0.67;0.10800000000000001;0.875;0.8529947244854449;0.0;11.4;1.0;1.0;0.0;0.0;0.8627089118970931;0.01;13.7;1.0;0.86;0.01;0.16666666666666666;0.7385310088288924;0.113;12.7;1.0
œËŒ¿ œ-08;1;0.67;0.04;0.25;0.8000000000000002;0.0;0.0;0.0;0.25;0.0;0.0;0.6798692684790378;0.0;0.0;0.0;0.14;0.0;0.0;0.5291311307513668;0.0;0.0;0.0
œËŒ¿ œ-01;1;0.44;0.08;0.5;0.9797958971132713;0.03;16.8;1.0;0.25;0.025;1.0;0.8608550566567107;0.025;15.3;0.0;0.29;0.015;0.3333333333333333;0.728533416018156;0.033;9.3;0.0
œËŒ¿ œ-30;0;0.78;0.16;1.0;0.8;0.0;13.49;1.0;1.0;0.06;1.0;0.8844332774281066;0.01;13.02;1.0;1.0;0.1;0.8333333333333333;0.8363333975829068;0.005;8.32;1.0
œËŒ¿ œ-17;0;0.78;0.128;1.0;0.7652450587883597;0.0;5.0;0.0;0.25;0.037000000000000005;1.0;0.7737355275975548;0.0;13.0;1.0;0.57;0.099;0.8333333333333333;0.7937596854288537;0.0;15.5;1.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.89;0.078;0.625;0.8280096617793781;0.02;0.0;0.0;0.5;0.0;0.0;0.7835033829029764;0.01;5.7;0.0;0.43;0.0;0.0;0.6493151016535763;0.0;0.0;0.0
œËŒ¿ œ-17;1;1.0;0.135;1.0;0.7915175298121957;0.0;8.4;1.0;1.0;0.052000000000000005;1.0;0.8293504821378125;0.0;12.4;1.0;0.71;0.044000000000000004;0.5;0.8140753913432333;0.08;10.2;1.0
œËŒ¿ œ-37;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-03 ÿ≈Õ;1;0.89;0.027000000000000003;0.25;0.6132699242584786;0.01;3.3;1.0;0.75;0.0;0.0;0.5324663446296539;0.0;8.0;1.0;0.86;0.0;0.0;0.4082259812045517;0.0;8.7;1.0
œËŒ¿ œ-09;1;0.89;0.04;0.5;0.48989794855663565;0.0;10.0;1.0;0.5;0.02;0.3333333333333333;0.6110100926607788;0.0;12.0;1.0;0.86;0.02;0.16666666666666666;0.5943969920993091;0.0;5.66;0.0
œËŒ¿ œ-38;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
œËŒ¿ œ-17;1;1.0;0.09449999999999999;0.625;0.949855252130555;0.0;0.0;0.0;0.5;0.05;1.0;0.9321063363276866;0.0;10.7;1.0;0.71;0.035;0.3333333333333333;0.8577325524404281;0.0;0.0;0.0
œËŒ¿ œ-37;1;0.89;0.07400000000000001;0.75;0.7418894796396563;0.0;9.32;1.0;0.75;0.0;0.0;0.6990151802516325;0.051;13.5;1.0;0.71;0.0;0.0;0.5833138170037361;0.0617;13.0;1.0
