Пол;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Процент баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Процент баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Количество баллов до Контрольная работа 3;Процент баллов до Контрольная работа 3;Контрольная работа 3
1.0;0;0.9;0.14;8.0;0.88;0.14;0.2;0.06;3.0;0.29;0.15;0.62;0.06;3.0;0.17;0.1233
1.0;0;1.0;0.135;8.0;0.84;0.1265;0.8;0.075;4.0;0.36;0.19579999999999997;0.75;0.111;6.0;0.31;0.16
1.0;0;0.9;0.1;7.0;0.62;0.177;0.6;0.06;3.0;0.29;0.12;0.12;0.0;0.0;0.0;0.145
1.0;0;0.7;0.16;8.0;1.0;0.0541;0.8;0.06;3.0;0.29;0.1438;0.75;0.135;6.0;0.38;0.13
1.0;0;0.6;0.079;5.0;0.49;0.122;0.8;0.02;3.0;0.1;0.115;0.88;0.065;5.0;0.18;0.07200000000000001
1.0;1;0.6;0.0;0.0;0.0;0.0466;0.8;0.02;2.0;0.1;0.1834;0.75;0.0915;4.0;0.26;0.1119
1.0;0;0.9;0.12;8.0;0.75;0.125;0.8;0.066;4.0;0.31;0.1;0.75;0.085;5.0;0.24;0.125
1.0;0;0.7;0.16;8.0;1.0;0.174;0.8;0.06;3.0;0.29;0.15;0.5;0.1;5.0;0.28;0.19
1.0;0;0.9;0.145;8.0;0.91;0.127;0.8;0.055999999999999994;3.0;0.27;0.127;0.75;0.1;5.0;0.28;0.092
1.0;0;0.9;0.16;8.0;1.0;0.156;1.0;0.06;3.0;0.29;0.126;0.88;0.08;4.0;0.23;0.12
1.0;0;0.7;0.14;7.0;0.88;0.185;0.6;0.015;1.0;0.07;0.19899999999999998;0.5;0.02;1.0;0.06;0.184
1.0;1;0.2;0.16;8.0;1.0;0.0866;0.2;0.06;3.0;0.29;0.0666;0.62;0.04;2.0;0.11;0.0716
1.0;0;1.0;0.131;8.0;0.82;0.085;1.0;0.055999999999999994;3.0;0.27;0.075;1.0;0.10800000000000001;6.0;0.31;0.11
1.0;0;0.9;0.16;8.0;1.0;0.18100000000000002;0.8;0.04;2.0;0.19;0.17300000000000001;0.88;0.17;3.0;0.48;0.184
1.0;0;0.7;0.16;8.0;1.0;0.025699999999999997;0.8;0.06;3.0;0.29;0.07;0.5;0.105;6.0;0.3;0.1232
0.0;0;0.7;0.132;8.0;0.82;0.0;0.4;0.053000000000000005;3.0;0.25;0.17;0.75;0.096;5.0;0.27;0.055
1.0;0;0.8;0.145;8.0;0.91;0.155;1.0;0.071;4.0;0.34;0.165;0.88;0.114;6.0;0.32;0.17
1.0;0;0.9;0.121;7.0;0.76;0.1371;1.0;0.057999999999999996;3.0;0.28;0.1461;0.62;0.075;4.0;0.21;0.185
0.0;0;0.7;0.14;7.0;0.88;0.0632;0.6;0.06;3.0;0.29;0.0766;0.62;0.1;4.0;0.28;0.1199
1.0;0;1.0;0.14;8.0;0.88;0.152;1.0;0.054000000000000006;3.0;0.26;0.147;0.62;0.099;5.0;0.28;0.16
1.0;1;0.6;0.09200000000000001;5.0;0.58;0.09699999999999999;1.0;0.02;3.0;0.1;0.09;0.12;0.065;4.0;0.18;0.065
0.0;0;1.0;0.14049999999999999;8.0;0.88;0.1011;1.0;0.055;3.0;0.26;0.0971;0.88;0.087;5.0;0.25;0.09
0.0;0;1.0;0.1555;8.0;0.97;0.0499;0.8;0.07;4.0;0.33;0.05;0.88;0.1;5.0;0.28;0.06
1.0;0;0.9;0.16;8.0;1.0;0.0366;0.8;0.05;3.0;0.24;0.1208;0.75;0.087;5.0;0.25;0.0733
0.0;0;1.0;0.131;8.0;0.82;0.1082;1.0;0.056999999999999995;3.0;0.27;0.1672;0.88;0.087;5.0;0.25;0.08
1.0;0;0.8;0.16;8.0;1.0;0.11380000000000001;0.8;0.0733;4.0;0.35;0.1318;0.88;0.3533;7.0;1.0;0.0633
1.0;0;0.7;0.06;4.0;0.38;0.14;0.6;0.06;3.0;0.29;0.13;0.38;0.075;4.0;0.21;0.145
0.0;0;0.9;0.145;8.0;0.91;0.0358;0.4;0.02;2.0;0.1;0.1592;0.75;0.085;5.0;0.24;0.09
1.0;0;0.7;0.137;8.0;0.86;0.15;0.4;0.055;3.0;0.26;0.151;0.5;0.095;5.0;0.27;0.07
1.0;0;0.9;0.16;8.0;1.0;0.0416;1.0;0.0;0.0;0.0;0.15;1.0;0.0;0.0;0.0;0.07400000000000001
0.0;0;0.8;0.16;8.0;1.0;0.16210000000000002;1.0;0.06;3.0;0.29;0.1116;0.75;0.1;4.0;0.28;0.1066
0.0;0;0.9;0.036000000000000004;3.0;0.22;0.075;0.8;0.1;4.0;0.48;0.09300000000000001;0.75;0.03;2.0;0.08;0.067
1.0;1;0.6;0.0;0.0;0.0;0.002;0.6;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.02
1.0;1;0.3;0.0;0.0;0.0;0.065;0.4;0.0;0.0;0.0;0.0;0.62;0.0;0.0;0.0;0.07
1.0;1;0.7;0.14;7.0;0.88;0.1438;0.8;0.0;0.0;0.0;0.136;0.38;0.0;0.0;0.0;0.085
0.0;0;0.7;0.16;8.0;1.0;0.146;0.8;0.04;2.0;0.19;0.183;0.75;0.23;6.0;0.65;0.069
0.0;0;1.0;0.16;8.0;1.0;0.1311;1.0;0.0;0.0;0.0;0.151;0.5;0.0;0.0;0.0;0.08
1.0;0;1.0;0.14;7.0;0.88;0.0616;0.6;0.0;0.0;0.0;0.142;0.75;0.0;0.0;0.0;0.07
1.0;1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.7;0.16;8.0;1.0;0.0;0.8;0.02;1.0;0.1;0.0;0.12;0.0;0.0;0.0;0.0
1.0;1;0.7;0.10800000000000001;8.0;0.68;0.0633;0.8;0.01;2.0;0.05;0.054900000000000004;0.75;0.015;2.0;0.04;0.09
1.0;0;1.0;0.14;7.0;0.88;0.109;1.0;0.0;0.0;0.0;0.171;0.88;0.0;0.0;0.0;0.095
0.0;0;0.9;0.086;6.0;0.54;0.037000000000000005;0.8;0.125;4.0;0.6;0.138;0.62;0.075;5.0;0.21;0.14300000000000002
0.0;0;1.0;0.158;8.0;0.99;0.0799;1.0;0.0;0.0;0.0;0.125;0.88;0.02;1.0;0.06;0.099
0.0;0;0.8;0.12;6.0;0.75;0.14300000000000002;1.0;0.01;1.0;0.05;0.19;0.5;0.16;6.0;0.45;0.09699999999999999
0.0;0;0.5;0.16;8.0;1.0;0.0983;0.2;0.0;0.0;0.0;0.13699999999999998;0.12;0.0;0.0;0.0;0.096
1.0;1;0.9;0.0;0.0;0.0;0.03;1.0;0.0;0.0;0.0;0.114;0.88;0.0;0.0;0.0;0.069
1.0;0;0.9;0.13699999999999998;8.0;0.86;0.121;0.8;0.15;4.0;0.71;0.175;0.88;0.09;5.0;0.25;0.177
0.0;0;1.0;0.14100000000000001;8.0;0.88;0.08;0.8;0.057;3.0;0.27;0.14;0.88;0.098;5.0;0.28;0.12
1.0;0;1.0;0.084;5.0;0.52;0.113;0.4;0.05;2.0;0.24;0.057999999999999996;0.5;0.045;3.0;0.13;0.077
1.0;0;1.0;0.158;8.0;0.99;0.16;1.0;0.09;4.0;0.43;0.15;1.0;0.10099999999999999;6.0;0.29;0.155
1.0;1;0.8;0.057999999999999996;4.0;0.36;0.0;0.6;0.045;3.0;0.21;0.061;0.5;0.04;3.0;0.11;0.032
0.0;0;1.0;0.12;7.0;0.75;0.11;1.0;0.12;4.0;0.57;0.134;0.75;0.075;4.0;0.21;0.13
1.0;1;0.7;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.02;0.75;0.0;0.0;0.0;0.0
1.0;1;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.62;0.0;0.0;0.0;0.0
1.0;1;0.9;0.005;1.0;0.03;0.03;0.4;0.04;2.0;0.19;0.040999999999999995;0.5;0.01;1.0;0.03;0.03
1.0;1;0.3;0.0;0.0;0.0;0.021;0.4;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.023
0.0;1;1.0;0.062;5.0;0.39;0.107;1.0;0.05;2.0;0.24;0.12;0.75;0.0;0.0;0.0;0.09
1.0;1;0.7;0.065;5.0;0.41;0.047;0.6;0.0;0.0;0.0;0.11;0.75;0.025;2.0;0.07;0.099
0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.9;0.128;8.0;0.8;0.136;1.0;0.11;4.0;0.52;0.12300000000000001;0.62;0.045;3.0;0.13;0.157
0.0;0;1.0;0.12450000000000001;8.0;0.78;0.0582;1.0;0.047;3.0;0.22;0.0866;1.0;0.099;5.0;0.28;0.0467
1.0;0;0.6;0.14;7.0;0.88;0.165;0.6;0.06;3.0;0.29;0.19;0.38;0.1;5.0;0.28;0.1099
1.0;0;0.7;0.13449999999999998;8.0;0.84;0.10220000000000001;0.2;0.013000000000000001;2.0;0.06;0.1137;0.38;0.053;4.0;0.15;0.08
0.0;0;0.9;0.14700000000000002;8.0;0.92;0.157;0.8;0.068;4.0;0.32;0.125;0.75;0.096;5.0;0.27;0.133
1.0;0;0.8;0.16;8.0;1.0;0.177;1.0;0.02;1.0;0.1;0.174;0.75;0.19;4.0;0.54;0.19
1.0;0;1.0;0.134;8.0;0.84;0.179;0.4;0.16;4.0;0.76;0.14;0.62;0.05;3.0;0.14;0.13699999999999998
1.0;0;0.7;0.14;7.0;0.88;0.18100000000000002;0.8;0.0;0.0;0.0;0.19;0.75;0.055;3.0;0.16;0.094
0.0;1;1.0;0.128;8.0;0.8;0.0691;1.0;0.037000000000000005;3.0;0.18;0.0366;0.88;0.08;5.0;0.23;0.01
1.0;0;0.5;0.125;7.0;0.78;0.0946;0.2;0.06;3.0;0.29;0.09230000000000001;0.62;0.08;3.0;0.23;0.1199
1.0;0;0.7;0.09300000000000001;6.0;0.58;0.127;0.6;0.12;4.0;0.57;0.11199999999999999;1.0;0.06;4.0;0.17;0.147
1.0;0;0.9;0.13699999999999998;8.0;0.86;0.179;0.6;0.11;4.0;0.52;0.14300000000000002;0.38;0.095;5.0;0.27;0.12300000000000001
1.0;0;0.9;0.129;8.0;0.81;0.11800000000000001;0.2;0.07;4.0;0.33;0.165;0.38;0.025;1.0;0.07;0.14
1.0;0;0.7;0.16;8.0;1.0;0.1326;0.8;0.0;0.0;0.0;0.17800000000000002;0.75;0.0;0.0;0.0;0.134
1.0;0;0.9;0.10800000000000001;8.0;0.68;0.077;0.8;0.08;4.0;0.38;0.096;0.5;0.03;2.0;0.08;0.155
0.0;0;1.0;0.14;7.0;0.88;0.14859999999999998;1.0;0.0;0.0;0.0;0.158;0.88;0.0;0.0;0.0;0.196
1.0;0;0.9;0.115;8.0;0.72;0.1;0.6;0.1;4.0;0.48;0.078;0.38;0.075;5.0;0.21;0.14300000000000002
1.0;0;0.7;0.08800000000000001;5.0;0.55;0.0;0.4;0.09;4.0;0.43;0.133;0.38;0.07;4.0;0.2;0.16699999999999998
1.0;1;0.9;0.065;4.0;0.41;0.0;0.6;0.07;4.0;0.33;0.067;0.62;0.065;5.0;0.18;0.14
0.0;1;0.7;0.115;6.0;0.72;0.0666;0.8;0.06;3.0;0.29;0.1033;0.5;0.06;3.0;0.17;0.0567
1.0;1;1.0;0.068;6.0;0.42;0.0;0.6;0.06;4.0;0.29;0.055999999999999994;0.38;0.06;5.0;0.17;0.11699999999999999
1.0;0;0.7;0.129;8.0;0.81;0.121;0.8;0.14;4.0;0.67;0.16;0.62;0.09;6.0;0.25;0.17
0.0;0;1.0;0.1425;8.0;0.89;0.0661;0.8;0.057999999999999996;3.0;0.28;0.08990000000000001;1.0;0.095;5.0;0.27;0.09
1.0;0;1.0;0.15;8.0;0.94;0.12;1.0;0.04;2.0;0.19;0.11;0.75;0.09;5.0;0.25;0.105
1.0;0;0.8;0.1;6.0;0.62;0.11;0.4;0.09;2.0;0.43;0.13;0.75;0.1;5.0;0.28;0.04
0.0;1;0.8;0.04;4.0;0.25;0.06;0.8;0.0;0.0;0.0;0.04;0.38;0.0;0.0;0.0;0.0
1.0;0;0.6;0.14;7.0;0.88;0.132;0.6;0.02;2.0;0.1;0.162;0.75;0.11;4.0;0.31;0.08
0.0;0;1.0;0.15;8.0;0.94;0.06509999999999999;0.8;0.06;3.0;0.29;0.1283;0.62;0.1;4.0;0.28;0.0766
0.0;0;0.9;0.16;8.0;1.0;0.1298;1.0;0.08;4.0;0.38;0.1553;1.0;0.13;6.0;0.37;0.15
0.0;0;0.9;0.11;7.0;0.69;0.16;0.6;0.06;3.0;0.29;0.12;0.38;0.06;3.0;0.17;0.1
1.0;1;0.9;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.38;0.0;0.0;0.0;0.0
1.0;0;1.0;0.1;7.0;0.62;0.12;0.4;0.0;0.0;0.0;0.13;0.62;0.0767;4.0;0.22;0.1183
1.0;0;0.9;0.14;8.0;0.88;0.16;0.6;0.04;2.0;0.19;0.17;0.62;0.07;4.0;0.2;0.105
1.0;0;1.0;0.15;8.0;0.94;0.14;0.8;0.08;4.0;0.38;0.17;0.62;0.09;5.0;0.25;0.14
1.0;0;0.9;0.14;8.0;0.88;0.15;0.4;0.07;4.0;0.33;0.17;0.5;0.09;5.0;0.25;0.14
1.0;0;1.0;0.15;8.0;0.94;0.18;1.0;0.06;3.0;0.29;0.19;1.0;0.115;6.0;0.33;0.18
0.0;0;1.0;0.15;8.0;0.94;0.13;0.6;0.06;3.0;0.29;0.13;0.88;0.1;5.0;0.28;0.095
1.0;1;0.2;0.02;2.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.6;0.12;6.0;0.75;0.183;1.0;0.01;1.0;0.05;0.192;0.62;0.01;1.0;0.03;0.1
1.0;0;1.0;0.13;8.0;0.81;0.17;1.0;0.06;3.0;0.29;0.2;0.88;0.085;5.0;0.24;0.125
0.0;1;0.7;0.1;6.0;0.62;0.06;1.0;0.06;3.0;0.29;0.08;1.0;0.08;4.0;0.23;0.0767
1.0;1;0.4;0.04;4.0;0.25;0.11;1.0;0.04;2.0;0.19;0.16;0.62;0.0;0.0;0.0;0.0
1.0;0;0.8;0.08;6.0;0.5;0.0;0.6;0.06;3.0;0.29;0.18;0.75;0.095;5.0;0.27;0.195
1.0;0;1.0;0.13;7.0;0.81;0.2;1.0;0.06;3.0;0.29;0.19;0.88;0.06;4.0;0.17;0.125
1.0;0;1.0;0.13;8.0;0.81;0.14;1.0;0.06;3.0;0.29;0.17;0.75;0.125;7.0;0.35;0.055
1.0;1;0.9;0.06;6.0;0.38;0.09;0.6;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
0.0;0;0.9;0.14;8.0;0.88;0.14;0.8;0.07;4.0;0.33;0.18;0.75;0.105;6.0;0.3;0.15
1.0;0;0.6;0.14;8.0;0.88;0.1;0.4;0.07;4.0;0.33;0.14;0.25;0.105;6.0;0.3;0.035
0.0;0;0.9;0.14600000000000002;8.0;0.91;0.073;0.8;0.063;4.0;0.3;0.087;0.75;0.092;5.0;0.26;0.183
1.0;0;1.0;0.12;8.0;0.75;0.14;1.0;0.06;3.0;0.29;0.16;0.62;0.065;4.0;0.18;0.15
0.0;0;1.0;0.13;8.0;0.81;0.14;1.0;0.06;3.0;0.29;0.15;1.0;0.125;6.0;0.35;0.115
1.0;1;0.9;0.1;7.0;0.62;0.16;1.0;0.0;0.0;0.0;0.13;0.88;0.05;3.0;0.14;0.0
1.0;0;0.9;0.09;5.0;0.56;0.16;0.8;0.07;4.0;0.33;0.16;0.25;0.1;6.0;0.28;0.01
1.0;1;0.0;0.14;7.0;0.88;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.0;0.0
1.0;0;0.9;0.07100000000000001;5.0;0.44;0.102;0.4;0.0;0.0;0.0;0.098;0.88;0.054000000000000006;3.0;0.15;0.11800000000000001
0.0;0;1.0;0.11699999999999999;7.0;0.73;0.125;0.8;0.105;4.0;0.5;0.133;1.0;0.07;5.0;0.2;0.107
1.0;0;0.9;0.11;7.0;0.69;0.16;0.4;0.06;3.0;0.29;0.2;0.75;0.07;4.0;0.2;0.075
0.0;0;1.0;0.10899999999999999;7.0;0.68;0.13;1.0;0.065;4.0;0.31;0.147;1.0;0.11800000000000001;6.0;0.33;0.157
1.0;0;1.0;0.14300000000000002;8.0;0.89;0.15;1.0;0.086;4.0;0.41;0.107;0.88;0.1;5.0;0.28;0.161
1.0;1;1.0;0.04;2.0;0.25;0.057999999999999996;0.6;0.0;0.0;0.0;0.03;0.38;0.0;0.0;0.0;0.0
0.0;0;1.0;0.131;8.0;0.82;0.11;0.8;0.062;4.0;0.3;0.145;0.88;0.098;5.0;0.28;0.09699999999999999
1.0;0;1.0;0.14;8.0;0.88;0.09;0.8;0.11;4.0;0.52;0.14;0.88;0.09;5.0;0.25;0.15
1.0;0;1.0;0.14;8.0;0.88;0.14;1.0;0.06;3.0;0.29;0.0;0.75;0.095;5.0;0.27;0.125
1.0;0;0.9;0.08;6.0;0.5;0.13;1.0;0.095;4.0;0.45;0.13;0.62;0.055;4.0;0.16;0.09
1.0;0;0.7;0.12300000000000001;8.0;0.77;0.17300000000000001;1.0;0.12;4.0;0.57;0.162;1.0;0.095;5.0;0.27;0.105
0.0;0;0.8;0.14;7.0;0.88;0.0926;0.8;0.0;0.0;0.0;0.165;0.88;0.02;1.0;0.06;0.179
0.0;0;1.0;0.15;8.0;0.94;0.11;0.6;0.1;4.0;0.48;0.17;0.62;0.105;6.0;0.3;0.11
1.0;1;0.4;0.12;6.0;0.75;0.0;0.4;0.04;2.0;0.19;0.1;0.5;0.07;4.0;0.2;0.0
0.0;0;0.7;0.14200000000000002;8.0;0.89;0.0383;0.8;0.079;4.0;0.38;0.09449999999999999;0.88;0.079;5.0;0.22;0.1333
1.0;0;0.6;0.127;8.0;0.79;0.0;0.4;0.0704;4.0;0.34;0.0955;0.25;0.08439999999999999;6.0;0.24;0.1366
1.0;0;0.9;0.159;8.0;0.99;0.1167;0.8;0.095;4.0;0.45;0.1243;0.75;0.10400000000000001;6.0;0.29;0.1033
1.0;0;1.0;0.099;7.0;0.62;0.0983;1.0;0.07;4.0;0.33;0.1333;0.88;0.099;5.0;0.28;0.1265
1.0;0;0.9;0.16;8.0;1.0;0.14880000000000002;0.4;0.0;0.0;0.0;0.16899999999999998;0.75;0.0;0.0;0.0;0.09
1.0;1;0.9;0.0908;6.0;0.57;0.0967;0.8;0.04479999999999999;4.0;0.21;0.051;0.38;0.023;2.0;0.07;0.0166
1.0;0;0.9;0.14;7.0;0.88;0.177;0.8;0.05;3.0;0.24;0.168;0.75;0.0;0.0;0.0;0.17
0.0;0;0.9;0.132;7.0;0.82;0.1249;0.8;0.06;3.0;0.29;0.147;0.88;0.145;6.0;0.41;0.0967
0.0;0;0.9;0.128;8.0;0.8;0.1;0.8;0.079;4.0;0.38;0.1162;0.5;0.084;5.0;0.24;0.1216
1.0;0;0.9;0.141;8.0;0.88;0.1325;0.8;0.08;4.0;0.38;0.17329999999999998;0.75;0.0848;6.0;0.24;0.1349
0.0;0;0.9;0.16;8.0;1.0;0.0866;1.0;0.06;3.0;0.29;0.10550000000000001;0.75;0.12;6.0;0.34;0.1366
0.0;1;0.9;0.121;8.0;0.76;0.024;0.4;0.055999999999999994;3.0;0.27;0.0633;0.62;0.047;5.0;0.13;0.0567
1.0;0;0.9;0.14;8.0;0.88;0.17;0.0;0.08;4.0;0.38;0.15;0.25;0.087;4.0;0.25;0.0
0.0;0;1.0;0.14;7.0;0.88;0.10880000000000001;1.0;0.06;3.0;0.29;0.14550000000000002;0.88;0.1;5.0;0.28;0.1399
1.0;0;0.6;0.14;7.0;0.88;0.12210000000000001;0.4;0.0;0.0;0.0;0.161;0.38;0.0;0.0;0.0;0.087
0.0;0;1.0;0.159;8.0;0.99;0.1543;1.0;0.09;4.0;0.43;0.1572;1.0;0.13;7.0;0.37;0.0933
1.0;0;0.5;0.158;8.0;0.99;0.1605;0.4;0.0;0.0;0.0;0.179;0.62;0.0;0.0;0.0;0.0
0.0;0;1.0;0.159;8.0;0.99;0.1563;1.0;0.09;4.0;0.43;0.1367;0.88;0.129;7.0;0.37;0.17329999999999998
1.0;0;1.0;0.149;8.0;0.93;0.14429999999999998;1.0;0.09;4.0;0.43;0.14550000000000002;0.75;0.105;5.0;0.3;0.1567
1.0;1;0.5;0.02;2.0;0.12;0.05;0.2;0.02;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.3;0.0;0.0;0.0;0.017;0.2;0.0;0.0;0.0;0.027000000000000003;0.25;0.0;0.0;0.0;0.0
0.0;0;1.0;0.133;8.0;0.83;0.075;0.6;0.053;3.0;0.25;0.135;1.0;0.09699999999999999;5.0;0.27;0.11
1.0;1;0.7;0.022000000000000002;2.0;0.14;0.02;0.2;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
1.0;1;0.9;0.132;8.0;0.82;0.02;0.8;0.01;2.0;0.05;0.1;0.75;0.045;4.0;0.13;0.0733
1.0;0;0.8;0.158;8.0;0.99;0.1108;1.0;0.0;0.0;0.0;0.17300000000000001;0.75;0.0;0.0;0.0;0.1
1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.9;0.16;8.0;1.0;0.1392;0.8;0.06;3.0;0.29;0.1492;0.75;0.1;5.0;0.28;0.1166
1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.0;0.01
0.0;0;0.7;0.06499999999999999;6.0;0.41;0.083;0.6;0.006;1.0;0.03;0.128;0.88;0.099;6.0;0.28;0.13
0.0;1;0.1;0.0;0.0;0.0;0.02;0.4;0.06;3.0;0.29;0.0;0.12;0.0;0.0;0.0;0.0
1.0;0;1.0;0.0522;5.0;0.33;0.1472;1.0;0.049;3.0;0.23;0.1833;0.88;0.075;4.0;0.21;0.0834
1.0;0;0.9;0.136;8.0;0.85;0.146;1.0;0.048;3.0;0.23;0.147;0.88;0.11969999999999999;6.0;0.34;0.17300000000000001
1.0;0;1.0;0.11900000000000001;8.0;0.74;0.1783;1.0;0.098;4.0;0.47;0.1788;0.88;0.11;6.0;0.31;0.1467
1.0;0;1.0;0.1292;8.0;0.81;0.0758;1.0;0.07;4.0;0.33;0.11449999999999999;1.0;0.094;6.0;0.27;0.0666
0.0;0;0.9;0.10200000000000001;8.0;0.64;0.1521;0.8;0.032;2.0;0.15;0.1356;0.75;0.098;6.0;0.28;0.18
0.0;1;0.6;0.04;2.0;0.25;0.0883;0.8;0.02;1.0;0.1;0.16329999999999997;0.38;0.02;1.0;0.06;0.0983
1.0;0;1.0;0.16;8.0;1.0;0.0783;1.0;0.06;3.0;0.29;0.0766;1.0;0.125;6.0;0.35;0.1099
1.0;0;1.0;0.139;8.0;0.87;0.11349999999999999;1.0;0.08;4.0;0.38;0.1612;0.75;0.09;5.0;0.25;0.1566
1.0;0;1.0;0.15;8.0;0.94;0.055;1.0;0.07;4.0;0.33;0.0978;1.0;0.11;6.0;0.31;0.125
1.0;0;0.7;0.134;8.0;0.84;0.105;0.4;0.057;3.0;0.27;0.138;0.75;0.08;4.0;0.23;0.2
0.0;0;1.0;0.13;8.0;0.81;0.1439;1.0;0.06;3.0;0.29;0.15789999999999998;0.88;0.09;5.0;0.25;0.18
1.0;1;0.4;0.044000000000000004;5.0;0.28;0.066;0.4;0.023;3.0;0.11;0.0;0.0;0.04;3.0;0.11;0.0
0.0;0;1.0;0.12;7.0;0.75;0.0789;0.8;0.10859999999999999;4.0;0.52;0.1775;0.62;0.05;3.0;0.14;0.175
1.0;0;1.0;0.0742;6.0;0.46;0.06570000000000001;1.0;0.051399999999999994;3.0;0.24;0.1325;1.0;0.053;4.0;0.15;0.10490000000000001
1.0;1;0.9;0.0616;5.0;0.38;0.1012;0.8;0.0176;2.0;0.08;0.0833;0.38;0.0548;4.0;0.16;0.0666
1.0;0;0.7;0.14120000000000002;8.0;0.88;0.15539999999999998;0.6;0.099;4.0;0.47;0.1834;0.38;0.0834;5.0;0.24;0.1266
1.0;1;1.0;0.12299999999999998;7.0;0.77;0.09;0.8;0.052000000000000005;3.0;0.25;0.085;1.0;0.053000000000000005;3.0;0.15;0.09
1.0;0;0.9;0.113;6.0;0.71;0.1442;0.8;0.08900000000000001;4.0;0.42;0.18030000000000002;0.75;0.0924;6.0;0.26;0.1399
1.0;1;0.4;0.084;7.0;0.52;0.07400000000000001;0.6;0.006;1.0;0.03;0.127;0.38;0.02;1.0;0.06;0.0
1.0;0;0.7;0.139;8.0;0.87;0.0955;0.6;0.067;4.0;0.32;0.155;0.75;0.07400000000000001;4.0;0.21;0.1366
0.0;0;1.0;0.132;8.0;0.82;0.085;1.0;0.055999999999999994;3.0;0.27;0.045;1.0;0.078;4.0;0.22;0.06
1.0;1;0.8;0.01;1.0;0.06;0.0697;0.8;0.0282;2.0;0.13;0.0;0.12;0.0;0.0;0.0;0.02
1.0;1;0.4;0.106;7.0;0.66;0.014499999999999999;0.4;0.079;4.0;0.38;0.0362;0.25;0.06380000000000001;5.0;0.18;0.056600000000000004
1.0;0;0.9;0.147;8.0;0.92;0.1128;0.4;0.06;3.0;0.29;0.1466;0.5;0.1;5.0;0.28;0.1583
0.0;0;0.9;0.08;7.0;0.5;0.0655;0.6;0.06;3.0;0.29;0.1559;0.62;0.07;4.0;0.2;0.12990000000000002
1.0;1;1.0;0.026000000000000002;2.0;0.16;0.0567;1.0;0.0;0.0;0.0;0.0;0.5;0.0736;4.0;0.21;0.029900000000000003
0.0;0;1.0;0.158;8.0;0.99;0.08460000000000001;1.0;0.0;0.0;0.0;0.14400000000000002;0.88;0.0;0.0;0.0;0.147
1.0;0;0.7;0.084;6.0;0.52;0.1067;0.2;0.0694;4.0;0.33;0.1378;0.25;0.0688;5.0;0.19;0.125
1.0;0;0.5;0.1042;8.0;0.65;0.1195;0.6;0.0794;4.0;0.38;0.12;0.25;0.0754;5.0;0.21;0.1199
1.0;0;1.0;0.10020000000000001;7.0;0.63;0.0633;0.8;0.048;3.0;0.23;0.14550000000000002;0.62;0.0688;5.0;0.19;0.19829999999999998
1.0;0;0.6;0.16;8.0;1.0;0.0875;0.8;0.1489;4.0;0.71;0.0733;0.75;0.1525;6.0;0.43;0.18
1.0;0;0.9;0.12;6.0;0.75;0.0875;0.8;0.12890000000000001;3.0;0.61;0.1;0.88;0.1641;7.0;0.46;0.1449
0.0;0;0.9;0.078;5.0;0.49;0.092;0.8;0.09;3.0;0.43;0.11699999999999999;0.5;0.09;6.0;0.25;0.09
1.0;1;0.7;0.12;6.0;0.75;0.0;0.8;0.0;0.0;0.0;0.07;0.62;0.13;3.0;0.37;0.0
1.0;0;0.9;0.12;6.0;0.75;0.0867;0.8;0.10099999999999999;3.0;0.48;0.07;0.75;0.1305;6.0;0.37;0.1833
1.0;0;0.8;0.16;8.0;1.0;0.036699999999999997;0.4;0.06;3.0;0.29;0.0978;0.62;0.1;5.0;0.28;0.11
