Пол;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Процент баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Процент баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Количество баллов до Контрольная работа 3;Процент баллов до Контрольная работа 3;Контрольная работа 3
1.0;0;0.93;0.17;9.0;0.55;0.85;1.0;0.04;2.0;0.17;1.0;1.0;0.1;5.0;0.43;0.72
1.0;0;1.0;0.09899999999999999;8.0;0.32;0.71;1.0;0.09699999999999999;4.0;0.42;0.8099999999999999;1.0;0.09699999999999999;6.0;0.42;0.8099999999999999
1.0;0;0.86;0.162;8.0;0.52;0.72;1.0;0.055;3.0;0.24;0.425;0.71;0.11599999999999999;4.0;0.5;0.76
1.0;1;0.5;0.1;5.0;0.32;0.3;1.0;0.02;1.0;0.09;0.45;0.29;0.0;0.0;0.0;0.3
1.0;0;0.79;0.17;9.0;0.55;0.63;0.5;0.06;3.0;0.26;0.7535000000000001;0.86;0.15;6.0;0.65;0.9
0.0;1;0.57;0.0;0.0;0.0;0.005;0.25;0.0;0.0;0.0;0.0;0.29;0.0;0.0;0.0;0.0
0.0;0;1.0;0.13;8.0;0.42;0.65;1.0;0.06;3.0;0.26;0.6;1.0;0.07;4.0;0.3;0.85
1.0;0;1.0;0.16;8.0;0.52;0.6;1.0;0.06;3.0;0.26;0.6;1.0;0.1;5.0;0.43;0.6
0.0;0;0.86;0.16;8.0;0.52;0.8714999999999999;0.25;0.06;3.0;0.26;1.0;0.57;0.1;5.0;0.43;0.975
0.0;0;1.0;0.14;7.0;0.45;0.55;1.0;0.05;3.0;0.22;0.8;1.0;0.1;5.0;0.43;0.85
1.0;0;1.0;0.13;8.0;0.42;0.554;0.5;0.02;1.0;0.09;0.9734999999999999;1.0;0.02;1.0;0.09;0.89
0.0;0;0.64;0.18;9.0;0.58;0.9;0.75;0.06;3.0;0.26;1.0;0.43;0.12;6.0;0.52;0.95
0.0;0;0.86;0.12;9.0;0.39;0.2;1.0;0.06;3.0;0.26;0.55;1.0;0.13;6.0;0.56;0.35
1.0;1;0.79;0.0995;8.0;0.32;0.525;1.0;0.0565;4.0;0.25;0.41;0.86;0.052000000000000005;4.0;0.23;0.41
0.0;0;0.86;0.16;8.0;0.52;0.35;0.0;0.06;3.0;0.26;0.41500000000000004;1.0;0.1;5.0;0.43;0.35
1.0;0;0.93;0.156;8.0;0.5;0.6950000000000001;1.0;0.107;4.0;0.46;0.735;0.86;0.135;5.0;0.58;0.9199999999999999
0.0;0;0.93;0.16;8.0;0.52;0.575;1.0;0.02;1.0;0.09;0.5525;0.86;0.1;5.0;0.43;0.5085
0.0;0;0.93;0.19;9.0;0.61;0.4;1.0;0.05;3.0;0.22;0.55;1.0;0.11;5.0;0.48;0.55
1.0;1;1.0;0.0;0.0;0.0;0.05;1.0;0.02;2.0;0.09;0.15;1.0;0.0;0.0;0.0;0.1
1.0;0;0.71;0.15;8.0;0.48;0.45899999999999996;0.75;0.06;3.0;0.26;0.5265;0.71;0.1;5.0;0.43;0.7849999999999999
1.0;0;0.93;0.16;8.0;0.52;0.6;1.0;0.06;3.0;0.26;0.6;1.0;0.1;5.0;0.43;0.65
1.0;0;0.86;0.14;8.0;0.45;0.25;0.75;0.11;3.0;0.48;0.25;0.71;0.17;6.0;0.74;0.3
0.0;0;0.93;0.05;4.0;0.16;0.6;0.25;0.02;1.0;0.09;0.75;1.0;0.06;3.0;0.26;0.65
1.0;1;0.57;0.08;5.0;0.26;0.0;0.5;0.0;0.0;0.0;0.434;0.57;0.0;0.0;0.0;0.0
1.0;0;0.93;0.145;8.0;0.47;0.45599999999999996;1.0;0.06;3.0;0.26;0.5599999999999999;0.57;0.06;3.0;0.26;0.525
0.0;0;0.71;0.16;8.0;0.52;0.4625;0.5;0.03;2.0;0.13;0.44800000000000006;0.86;0.04;2.0;0.17;0.875
0.0;0;0.79;0.16;9.0;0.52;0.465;0.75;0.06;3.0;0.26;0.758;0.71;0.08;3.0;0.35;0.40650000000000003
0.0;0;1.0;0.21;9.0;0.68;0.357;1.0;0.06;3.0;0.26;0.267;1.0;0.12;5.0;0.52;0.2505
1.0;1;0.86;0.04;3.0;0.13;0.1125;1.0;0.0;0.0;0.0;0.0;0.86;0.0;0.0;0.0;0.2
1.0;0;1.0;0.2;9.0;0.65;0.75;1.0;0.06;3.0;0.26;0.7;1.0;0.14;6.0;0.61;0.8
1.0;0;0.93;0.155;8.0;0.5;0.7755;1.0;0.04;2.0;0.17;0.6525000000000001;1.0;0.1;5.0;0.43;0.7
1.0;1;0.43;0.0;0.0;0.0;0.0405;0.5;0.0;0.0;0.0;0.15;0.71;0.03;2.0;0.13;0.35
0.0;0;1.0;0.13;8.0;0.42;0.45;1.0;0.08;4.0;0.35;0.65;1.0;0.13;6.0;0.56;0.55
0.0;0;0.64;0.107;7.0;0.35;0.41500000000000004;1.0;0.07400000000000001;4.0;0.32;0.385;0.57;0.21899999999999997;6.0;0.95;0.595
1.0;1;0.93;0.11900000000000001;8.0;0.38;0.0925;1.0;0.037000000000000005;3.0;0.16;0.15;1.0;0.05;4.0;0.22;0.45
1.0;1;0.64;0.1;6.0;0.32;0.5125;0.25;0.0;0.0;0.0;0.27749999999999997;0.43;0.08;4.0;0.35;0.6915
0.0;0;1.0;0.16;8.0;0.52;0.35;0.5;0.06;3.0;0.26;0.3835;1.0;0.1;5.0;0.43;0.35
1.0;1;0.57;0.04;3.0;0.13;0.277;0.5;0.0;0.0;0.0;0.0995;0.14;0.0;0.0;0.0;0.0
0.0;1;0.5;0.03;3.0;0.1;0.15;0.5;0.02;1.0;0.09;0.0;0.71;0.02;1.0;0.09;0.4
1.0;0;0.71;0.15;8.0;0.48;0.8875;0.75;0.06;2.0;0.26;0.93;0.86;0.01;1.0;0.04;0.95
1.0;0;0.93;0.191;9.0;0.62;0.8150000000000001;1.0;0.042;3.0;0.18;0.4;0.71;0.15899999999999997;4.0;0.69;0.445
1.0;0;0.93;0.1545;8.0;0.5;0.625;1.0;0.1025;4.0;0.45;0.705;0.86;0.12;6.0;0.52;0.77
1.0;1;0.79;0.06;4.0;0.19;0.65;0.75;0.01;1.0;0.04;0.35;0.71;0.06;3.0;0.26;0.7
1.0;1;0.79;0.07;5.0;0.23;0.2;0.0;0.0;0.0;0.0;0.65;0.0;0.0;0.0;0.0;0.0
1.0;1;0.5;0.048;3.0;0.15;0.11750000000000001;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.86;0.099;7.0;0.32;0.445;1.0;0.07400000000000001;4.0;0.32;0.7;1.0;0.125;6.0;0.54;0.775
1.0;0;0.93;0.14;8.0;0.45;0.3075;1.0;0.06;3.0;0.26;0.434;1.0;0.1;5.0;0.43;0.9425000000000001
1.0;1;0.29;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.05;1.0;0.0;0.0;0.0;0.0
1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.002;1.0;0.01;0.0
1.0;0;0.43;0.18;9.0;0.58;0.65;0.75;0.06;3.0;0.26;0.85;0.71;0.06;3.0;0.26;0.3
0.0;1;0.93;0.06;5.0;0.19;0.43;1.0;0.03;3.0;0.13;0.4165;1.0;0.0;0.0;0.0;0.4
0.0;0;1.0;0.068;5.0;0.22;0.7325;1.0;0.05;3.0;0.22;0.64;1.0;0.08;4.0;0.35;0.6265
1.0;1;1.0;0.055;5.0;0.18;0.4025;1.0;0.005;1.0;0.02;0.321;1.0;0.0;0.0;0.0;0.32999999999999996
0.0;1;0.21;0.09;5.0;0.29;0.05;0.0;0.04;2.0;0.17;0.2;0.14;0.05;3.0;0.22;0.0
1.0;1;0.57;0.02;2.0;0.06;0.1;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0
1.0;0;1.0;0.12;8.0;0.39;0.65;0.75;0.04;2.0;0.17;0.8;1.0;0.07;5.0;0.3;0.8
1.0;1;0.71;0.04;4.0;0.13;0.05;0.25;0.02;1.0;0.09;1.0;0.57;0.04;2.0;0.17;0.0
1.0;0;0.79;0.1;7.0;0.32;0.5;0.75;0.05;3.0;0.22;0.7;1.0;0.1;5.0;0.43;0.6
1.0;0;0.86;0.085;6.0;0.27;0.42000000000000004;1.0;0.04;3.0;0.17;0.78;0.57;0.08;4.0;0.35;0.575
1.0;0;0.64;0.07;7.0;0.23;0.605;0.5;0.015;1.0;0.07;0.475;0.71;0.075;3.0;0.32;0.845
1.0;0;0.79;0.17800000000000002;9.0;0.57;0.705;0.5;0.005;1.0;0.02;0.65;1.0;0.077;5.0;0.33;0.62
1.0;0;0.79;0.14;8.0;0.45;0.8455;1.0;0.04;2.0;0.17;0.5;0.86;0.06;3.0;0.26;0.4915
0.0;0;1.0;0.15;8.0;0.48;0.925;1.0;0.06;3.0;0.26;0.7605000000000001;1.0;0.1;5.0;0.43;0.675
1.0;1;0.5;0.03;3.0;0.1;0.0;1.0;0.03;3.0;0.13;0.0;0.86;0.0;0.0;0.0;0.0
0.0;1;0.57;0.02;2.0;0.06;0.2;0.5;0.01;1.0;0.04;0.35;0.57;0.0;0.0;0.0;0.25
0.0;0;1.0;0.16;8.0;0.52;0.55;1.0;0.06;3.0;0.26;0.505;1.0;0.1;5.0;0.43;0.75
1.0;1;0.93;0.01;1.0;0.03;0.2725;0.25;0.0;0.0;0.0;0.0;0.29;0.013999999999999999;2.0;0.06;0.0
1.0;0;0.71;0.08;5.0;0.26;0.5;1.0;0.03;2.0;0.13;0.45;1.0;0.09;5.0;0.39;0.7
1.0;0;1.0;0.16;8.0;0.52;0.6105;1.0;0.06;3.0;0.26;0.8960000000000001;1.0;0.11;5.0;0.48;1.0
1.0;0;0.79;0.16;8.0;0.52;0.5855;0.75;0.04;2.0;0.17;0.42350000000000004;0.71;0.12;6.0;0.52;0.4
1.0;0;1.0;0.1;5.0;0.32;0.75;1.0;0.06;3.0;0.26;0.75;1.0;0.1;5.0;0.43;0.85
1.0;0;0.93;0.145;6.0;0.47;0.7;1.0;0.06;3.0;0.26;0.85;1.0;0.08;4.0;0.35;0.75
0.0;0;0.79;0.16;8.0;0.52;0.6;1.0;0.06;3.0;0.26;0.6;0.71;0.1;5.0;0.43;0.6
0.0;0;0.93;0.075;8.0;0.24;0.82;0.75;0.04;2.0;0.17;0.97;0.86;0.135;6.0;0.58;1.0
0.0;0;0.71;0.16;9.0;0.52;0.5565;1.0;0.04;2.0;0.17;0.834;0.57;0.03;1.0;0.13;0.9400000000000001
1.0;0;1.0;0.15;8.0;0.48;0.6495;1.0;0.06;3.0;0.26;0.7695000000000001;1.0;0.1;5.0;0.43;0.825
0.0;0;1.0;0.20200000000000004;9.0;0.65;0.89;1.0;0.053;3.0;0.23;0.725;1.0;0.136;6.0;0.59;0.8400000000000001
1.0;0;1.0;0.131;8.0;0.42;0.62;1.0;0.09100000000000001;4.0;0.4;0.65;1.0;0.125;6.0;0.54;0.725
0.0;1;0.93;0.17;8.0;0.55;0.05;1.0;0.02;2.0;0.09;0.0;1.0;0.1;3.0;0.43;0.05
0.0;1;1.0;0.13;7.0;0.42;0.05;1.0;0.09;3.0;0.39;0.0;0.71;0.11;3.0;0.48;0.35
1.0;0;0.93;0.14;9.0;0.45;0.689;1.0;0.06;3.0;0.26;0.618;0.71;0.047;3.0;0.2;0.858
1.0;0;0.71;0.11;6.0;0.35;0.6184999999999999;1.0;0.06;3.0;0.26;0.6585;0.71;0.1;5.0;0.43;0.735
1.0;0;0.86;0.13;8.0;0.42;0.5389999999999999;1.0;0.04;2.0;0.17;0.9285;0.71;0.081;4.0;0.35;0.95
1.0;0;0.79;0.122;7.0;0.39;0.76;1.0;0.079;4.0;0.34;0.7;0.86;0.075;5.0;0.32;1.0
1.0;1;0.57;0.021;2.0;0.07;0.47350000000000003;0.25;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0
0.0;1;0.57;0.01;1.0;0.03;0.45;0.75;0.0;0.0;0.0;0.673;0.43;0.02;1.0;0.09;0.6465
0.0;0;1.0;0.13;7.0;0.42;0.22349999999999998;1.0;0.08;4.0;0.35;0.5900000000000001;1.0;0.1;5.0;0.43;0.61
1.0;1;0.57;0.18;9.0;0.58;0.45;0.5;0.04;2.0;0.17;0.0;0.43;0.04;2.0;0.17;0.0
1.0;1;0.57;0.04800000000000001;4.0;0.15;0.545;1.0;0.036000000000000004;4.0;0.16;0.325;0.71;0.036000000000000004;5.0;0.16;0.0
1.0;0;0.86;0.14100000000000001;8.0;0.45;0.7;1.0;0.07;4.0;0.3;1.0;0.86;0.23;6.0;1.0;0.7045
1.0;0;0.5;0.05;3.0;0.16;0.71;0.5;0.06;3.0;0.26;0.7815000000000001;0.86;0.07;4.0;0.3;0.5900000000000001
0.0;1;0.5;0.04;3.0;0.13;0.1;0.0;0.0;0.0;0.0;0.35;0.29;0.0;0.0;0.0;0.0
0.0;1;0.93;0.07;5.0;0.23;0.3;1.0;0.02;2.0;0.09;0.3;0.71;0.0;0.0;0.0;0.5
0.0;0;1.0;0.153;9.0;0.49;0.49000000000000005;1.0;0.042;3.0;0.18;0.65;1.0;0.13299999999999998;6.0;0.58;0.64
1.0;1;0.86;0.04;4.0;0.13;0.5;1.0;0.05;3.0;0.22;0.6;1.0;0.08;5.0;0.35;0.7
1.0;0;1.0;0.15;8.0;0.48;0.5535;1.0;0.07;4.0;0.3;0.6900000000000001;1.0;0.1;3.0;0.43;0.611
0.0;0;0.79;0.16;8.0;0.52;0.6799999999999999;0.75;0.06;3.0;0.26;0.898;1.0;0.1;5.0;0.43;0.9835
0.0;1;0.93;0.08;6.0;0.26;0.25;1.0;0.01;1.0;0.04;0.35;0.57;0.0;0.0;0.0;0.35
0.0;0;1.0;0.135;8.0;0.44;0.644;1.0;0.06;3.0;0.26;0.7985;0.57;0.099;5.0;0.43;0.734
1.0;0;1.0;0.13;8.0;0.42;0.55;1.0;0.06;3.0;0.26;0.65;1.0;0.1;6.0;0.43;0.75
1.0;1;0.79;0.05;3.0;0.16;0.15;0.25;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0
1.0;0;1.0;0.158;8.0;0.51;0.836;1.0;0.06;3.0;0.26;0.6725;1.0;0.1;5.0;0.43;0.5
1.0;1;0.79;0.01;1.0;0.03;0.25;0.5;0.0;0.0;0.0;0.25;0.29;0.0;0.0;0.0;0.0
0.0;1;0.21;0.053;3.0;0.17;0.0;0.0;0.004;1.0;0.02;0.15;0.29;0.02;2.0;0.09;0.0
1.0;0;0.79;0.14;8.0;0.45;0.827;0.75;0.01;1.0;0.04;0.743;0.71;0.05;3.0;0.22;0.48
0.0;0;1.0;0.15;9.0;0.48;0.19;1.0;0.054000000000000006;3.0;0.23;0.5599999999999999;1.0;0.15;6.0;0.65;0.725
1.0;1;0.86;0.04;4.0;0.13;0.45;1.0;0.01;1.0;0.04;0.4;0.71;0.0;0.0;0.0;0.6
0.0;0;0.93;0.1275;8.0;0.41;0.635;1.0;0.0925;4.0;0.4;0.35;1.0;0.17;5.0;0.74;0.39
0.0;0;1.0;0.16;8.0;0.52;0.75;0.5;0.04;2.0;0.17;0.35;0.71;0.01;1.0;0.04;0.45
1.0;1;1.0;0.15;8.0;0.48;0.6065;1.0;0.06;3.0;0.26;0.361;0.86;0.06;3.0;0.26;0.46749999999999997
1.0;1;0.79;0.09;5.0;0.29;0.65;0.5;0.0;0.0;0.0;0.5;0.29;0.0;0.0;0.0;0.0
0.0;0;1.0;0.16;8.0;0.52;0.85;1.0;0.06;3.0;0.26;0.72;1.0;0.1;5.0;0.43;0.8664999999999999
0.0;0;1.0;0.14800000000000002;8.0;0.48;0.9115;1.0;0.06;3.0;0.26;0.97;0.86;0.1;5.0;0.43;0.9065
1.0;1;1.0;0.01;1.0;0.03;0.2;1.0;0.02;2.0;0.09;0.5;0.86;0.01;1.0;0.04;0.45
1.0;0;1.0;0.11;7.0;0.35;0.35;1.0;0.05;3.0;0.22;0.5;1.0;0.1;5.0;0.43;0.5
1.0;1;0.71;0.09;7.0;0.29;0.55;0.75;0.01;1.0;0.04;0.25;0.71;0.01;1.0;0.04;0.75
1.0;0;0.79;0.08;4.0;0.26;0.795;1.0;0.06;3.0;0.26;1.0;1.0;0.12;6.0;0.52;0.8195
1.0;1;1.0;0.11;7.0;0.35;0.4;1.0;0.05;3.0;0.22;0.5;1.0;0.08;4.0;0.35;0.5
1.0;0;0.79;0.08;4.0;0.26;0.505;0.25;0.06;3.0;0.26;0.51;0.71;0.08;4.0;0.35;0.735
1.0;1;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.93;0.19;8.0;0.61;0.773;0.5;0.06;3.0;0.26;0.788;0.57;0.1;5.0;0.43;0.782
1.0;1;0.93;0.11;8.0;0.35;0.45;1.0;0.02;2.0;0.09;0.5;1.0;0.02;2.0;0.09;0.35
0.0;0;0.93;0.16;8.0;0.52;0.85;1.0;0.06;3.0;0.26;0.85;0.86;0.1;5.0;0.43;0.85
1.0;0;1.0;0.16;8.0;0.52;1.0;1.0;0.06;3.0;0.26;0.8285;1.0;0.099;5.0;0.43;0.975
0.0;0;0.93;0.03;2.0;0.1;0.25;1.0;0.06;3.0;0.26;0.6;1.0;0.09;5.0;0.39;0.9
1.0;1;0.57;0.1;6.0;0.32;0.23349999999999999;0.25;0.0;0.0;0.0;0.678;0.71;0.01;1.0;0.04;0.0
1.0;0;0.71;0.16;8.0;0.52;0.885;1.0;0.08;4.0;0.35;0.9400000000000001;1.0;0.12;6.0;0.52;0.6950000000000001
1.0;1;0.57;0.05;3.0;0.16;0.25;0.75;0.01;1.0;0.04;0.45;0.57;0.0;0.0;0.0;0.0
1.0;0;0.71;0.11;7.0;0.35;0.8630000000000001;0.75;0.04;2.0;0.17;0.86;0.86;0.1;5.0;0.43;0.8400000000000001
1.0;1;0.64;0.15;8.0;0.48;0.2;0.5;0.06;4.0;0.26;0.45;1.0;0.06;6.0;0.26;0.3
1.0;1;0.86;0.04;3.0;0.13;0.08;0.5;0.0;0.0;0.0;0.2;0.29;0.0;0.0;0.0;0.0
0.0;0;1.0;0.19;9.0;0.61;0.3;1.0;0.06;3.0;0.26;0.3;1.0;0.14;6.0;0.61;0.6
0.0;1;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1;0.5;0.027999999999999997;2.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;1.0;0.132;9.0;0.43;0.43499999999999994;0.75;0.02;2.0;0.09;0.76;1.0;0.052000000000000005;5.0;0.23;0.8099999999999999
1.0;0;0.86;0.13;8.0;0.42;0.42000000000000004;0.5;0.04;2.0;0.17;0.6705;0.57;0.07;4.0;0.3;0.765
0.0;1;0.93;0.05;3.0;0.16;0.05;1.0;0.05;3.0;0.22;0.0;1.0;0.06;3.0;0.26;0.0
0.0;1;1.0;0.05;5.0;0.16;0.2;1.0;0.04;2.0;0.17;0.35;1.0;0.04;2.0;0.17;0.1
0.0;0;0.86;0.14;8.0;0.45;0.65;1.0;0.1;4.0;0.43;0.55;1.0;0.14;6.0;0.61;0.5
1.0;0;0.71;0.1085;6.0;0.35;0.37;0.75;0.0955;4.0;0.41;0.425;1.0;0.185;6.0;0.8;0.8550000000000001
0.0;0;0.79;0.12;7.0;0.39;0.501;0.25;0.02;1.0;0.09;0.8550000000000001;0.71;0.047;4.0;0.2;0.8164999999999999
1.0;1;0.14;0.018000000000000002;1.0;0.06;0.1675;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.93;0.03;3.0;0.1;0.5;1.0;0.05;3.0;0.22;0.6;0.86;0.07;4.0;0.3;0.0
1.0;0;0.93;0.16;8.0;0.52;0.6559999999999999;1.0;0.06;3.0;0.26;0.6475;0.86;0.1;5.0;0.43;0.825
1.0;0;0.93;0.09;7.0;0.29;0.45;1.0;0.05;3.0;0.22;0.8;1.0;0.08;5.0;0.35;0.95
1.0;1;0.57;0.045;3.0;0.15;0.303;0.25;0.03;2.0;0.13;0.3745;1.0;0.0;0.0;0.0;0.675
1.0;1;0.79;0.065;4.0;0.21;0.4;1.0;0.02;1.0;0.09;0.35;0.71;0.12;6.0;0.52;0.45
1.0;1;0.71;0.08;5.0;0.26;0.6465;0.25;0.02;1.0;0.09;0.461;0.29;0.0;0.0;0.0;0.3665
1.0;1;0.86;0.07;4.0;0.23;0.1025;1.0;0.0;0.0;0.0;0.3565;0.43;0.0;0.0;0.0;0.1375
1.0;0;0.71;0.095;6.0;0.31;0.41500000000000004;0.75;0.06;3.0;0.26;0.8150000000000001;1.0;0.01;1.0;0.04;0.55
1.0;0;0.93;0.07;4.0;0.23;0.3765;1.0;0.06;3.0;0.26;0.77;0.71;0.06;3.0;0.26;0.72
0.0;0;0.86;0.1;6.0;0.32;0.5;1.0;0.04;2.0;0.17;0.6;0.57;0.08;6.0;0.35;0.7
1.0;1;0.5;0.02;2.0;0.06;0.1;0.75;0.01;1.0;0.04;0.2955;0.71;0.02;2.0;0.09;0.2
1.0;1;0.79;0.05;5.0;0.16;0.12150000000000001;1.0;0.025;2.0;0.11;0.25;0.14;0.0;0.0;0.0;0.0
1.0;0;0.93;0.15;8.0;0.48;0.302;1.0;0.06;3.0;0.26;0.6005;0.86;0.06;3.0;0.26;0.75
0.0;0;0.0;0.15;8.0;0.48;0.525;0.75;0.04;2.0;0.17;0.5925;0.0;0.107;4.0;0.46;0.3665
0.0;0;1.0;0.138;7.0;0.45;0.525;1.0;0.06;4.0;0.26;0.5599999999999999;0.71;0.08;4.0;0.35;0.425
0.0;0;0.79;0.165;9.0;0.53;0.55;0.5;0.06;3.0;0.26;0.8;1.0;0.09;5.0;0.39;0.95
1.0;0;0.79;0.08800000000000001;5.0;0.28;0.3645;0.5;0.05;3.0;0.22;0.5565;0.71;0.04;2.0;0.17;0.61
1.0;1;0.64;0.0;0.0;0.0;0.2;1.0;0.01;1.0;0.04;0.25;0.71;0.01;1.0;0.04;0.0
0.0;0;0.86;0.086;6.0;0.28;0.282;1.0;0.059000000000000004;3.0;0.26;0.577;0.86;0.069;4.0;0.3;0.861
1.0;1;1.0;0.121;9.0;0.39;0.25;1.0;0.025;3.0;0.11;0.5900000000000001;1.0;0.049;6.0;0.21;0.6
1.0;0;0.71;0.12;7.0;0.39;0.806;0.5;0.06;3.0;0.26;0.745;1.0;0.08;4.0;0.35;0.4875
0.0;0;0.71;0.16;8.0;0.52;0.629;1.0;0.105;4.0;0.46;0.5700000000000001;1.0;0.1;4.0;0.43;0.705
0.0;0;0.93;0.18;9.0;0.58;0.65;1.0;0.06;3.0;0.26;0.45;1.0;0.1;5.0;0.43;0.75
1.0;0;0.57;0.14;8.0;0.45;0.8300000000000001;0.5;0.065;4.0;0.28;0.617;1.0;0.11;6.0;0.48;0.8175000000000001
0.0;0;0.71;0.13;9.0;0.42;0.25;1.0;0.06;3.0;0.26;0.55;0.57;0.11;6.0;0.48;0.55
0.0;0;0.86;0.15;8.0;0.48;0.7945;1.0;0.08;3.0;0.35;0.9675;0.86;0.01;1.0;0.04;0.9835
1.0;0;1.0;0.16;8.0;0.52;0.6025;1.0;0.06;3.0;0.26;0.5275000000000001;0.86;0.1;5.0;0.43;0.7835
1.0;1;0.86;0.04;3.0;0.13;0.21749999999999997;0.5;0.0;0.0;0.0;0.1165;0.29;0.0;0.0;0.0;0.0
1.0;0;0.86;0.16;8.0;0.52;0.6575;1.0;0.06;3.0;0.26;0.7515;0.86;0.1;5.0;0.43;0.525
1.0;0;0.86;0.16;8.0;0.52;0.22799999999999998;1.0;0.06;3.0;0.26;0.373;0.86;0.1;5.0;0.43;0.575
1.0;0;0.71;0.13;8.0;0.42;0.2;0.5;0.15;4.0;0.65;0.2;0.86;0.19;6.0;0.82;0.3
1.0;0;0.86;0.24;9.0;0.77;0.195;1.0;0.054000000000000006;3.0;0.23;0.6785;1.0;0.028999999999999998;2.0;0.13;0.75
1.0;1;0.71;0.0;0.0;0.0;0.35750000000000004;0.5;0.0;0.0;0.0;0.378;0.86;0.0;0.0;0.0;0.85
0.0;1;0.64;0.01;1.0;0.03;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;1.0;0.15;8.0;0.48;0.702;1.0;0.06;3.0;0.26;0.6900000000000001;1.0;0.1;5.0;0.43;0.9349999999999999
0.0;1;0.79;0.02;1.0;0.06;0.275;0.75;0.0;0.0;0.0;0.1915;0.43;0.0;0.0;0.0;0.0
0.0;0;0.86;0.16;8.0;0.52;0.254;1.0;0.11;4.0;0.48;0.2565;0.86;0.15;5.0;0.65;0.21000000000000002
0.0;0;1.0;0.134;7.0;0.43;0.4715;1.0;0.08;4.0;0.35;0.65;1.0;0.08;4.0;0.35;0.595
0.0;0;0.64;0.03;3.0;0.1;0.4;1.0;0.03;2.0;0.13;0.7;1.0;0.07;4.0;0.3;0.95
1.0;1;0.79;0.1;3.0;0.32;0.0;1.0;0.0;0.0;0.0;0.0;0.86;0.0;0.0;0.0;0.0
1.0;0;0.93;0.16;8.0;0.52;0.8074999999999999;1.0;0.06;3.0;0.26;0.662;1.0;0.1;5.0;0.43;0.65
1.0;0;1.0;0.13;8.0;0.42;0.7;1.0;0.06;3.0;0.26;0.75;0.86;0.08;5.0;0.35;0.65
0.0;0;0.86;0.08;6.0;0.26;0.5585;0.5;0.055;3.0;0.24;0.9119999999999999;0.71;0.068;4.0;0.29;0.53
1.0;0;0.36;0.065;4.0;0.21;0.45;0.5;0.06;4.0;0.26;0.7;0.71;0.09;5.0;0.39;0.75
0.0;0;0.86;0.14;8.0;0.45;0.48650000000000004;1.0;0.07;4.0;0.3;0.865;0.86;0.05;3.0;0.22;0.7150000000000001
1.0;1;0.57;0.08;5.0;0.26;0.35;1.0;0.04;2.0;0.17;0.55;0.57;0.0;0.0;0.0;0.6
1.0;0;1.0;0.15;8.0;0.48;0.686;0.5;0.03;2.0;0.13;0.5545;0.71;0.046;4.0;0.2;0.75
1.0;1;1.0;0.09;8.0;0.29;0.48;1.0;0.01;1.0;0.04;0.63;1.0;0.0;0.0;0.0;0.7
1.0;0;0.71;0.144;8.0;0.46;0.9400000000000001;1.0;0.045;3.0;0.2;0.8465;0.14;0.057999999999999996;3.0;0.25;0.0
1.0;1;0.29;0.05;3.0;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.79;0.12;7.0;0.39;0.4;0.5;0.05;3.0;0.22;0.45;1.0;0.07;5.0;0.3;0.55
1.0;1;0.71;0.04;4.0;0.13;0.5;0.25;0.0;0.0;0.0;0.5;0.57;0.02;1.0;0.09;0.35
0.0;1;0.86;0.07;4.0;0.23;0.4;1.0;0.06;3.0;0.26;0.5;0.86;0.05;3.0;0.22;0.45
0.0;0;0.93;0.16;8.0;0.52;0.65;1.0;0.06;3.0;0.26;0.75;1.0;0.1;5.0;0.43;0.41
1.0;0;0.86;0.13;7.0;0.42;0.1;1.0;0.14;4.0;0.61;0.1;1.0;0.13;6.0;0.56;0.1
1.0;1;0.29;0.0;0.0;0.0;0.144;0.25;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0
1.0;0;0.93;0.12;8.0;0.39;0.45;1.0;0.06;3.0;0.26;0.55;1.0;0.1;5.0;0.43;0.75
