Команды;Направление;Пол;Баллы;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Корень дисперсии баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Корень дисперсии баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Количество баллов до Контрольная работа 3;Корень дисперсии баллов до Контрольная работа 3;Контрольная работа 3
ПиОА АТ-30, ПиОА К-30, ПиОА Л-01, ПиОА П-30;04.03.01 Химия;0;10.67;1;0.8;0.0;0.0;0.0;0.17;0.4;0.0;0.0;0.0;8.5;1.0;0.0;0.0;0.0;2.0
ПиОА АТ-30, ПиОА К-30, ПиОА Л-01, ПиОА П-30;04.03.01 Химия;0;76.29;0;1.0;0.16;0.8;0.8;6.51;0.8;0.06;0.2;0.24347323999182854;10.45;0.75;0.1;0.21739130434782608;0.2079144404840798;15.33
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;1;71.0;0;0.7;0.14;0.8;0.8;16.0;0.4;0.06;0.2;0.23928714161048126;16.0;0.88;0.04;0.08695652173913043;0.2156597840411129;15.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.02 Информационные системы и технологии;1;66.85;0;1.0;0.1225;0.7;0.854766049863938;17.8;0.8;0.048;0.2;0.23758141962953014;16.7;0.25;0.07;0.17391304347826086;0.19933862329714971;8.3
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.02 Информационные системы и технологии;1;65.0;1;0.8;0.084;0.5;0.9382963284591921;7.9;0.8;0.055;0.2;0.2585291452865878;16.2;0.25;0.02;0.043478260869565216;0.2059841276127576;6.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.02 Информационные системы и технологии;1;62.23;1;0.8;0.1;0.6;0.8660254037844386;7.0;0.2;0.059000000000000004;0.2;0.2488369713877016;16.53;0.12;0.092;0.21739130434782608;0.20457868580960756;9.3
ПиОА АТ-15, ПиОА К-15, ПиОА Л-01, ПиОА П-15 ШЕН;16.03.01 Техническая физика;1;61.01;1;0.8;0.1252;0.8;0.7126962887513867;7.82;0.4;0.0614;0.26666666666666666;0.1996413085295839;11.99;0.38;0.0438;0.17391304347826086;0.17613157398689044;9.66
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;15.03.06 Мехатроника и робототехника;1;50.4;1;0.8;0.083;0.6;0.7603288762108145;4.1;1.0;0.049;0.2;0.2209627118778588;3.3;0.5;0.09;0.21739130434782608;0.1933915664027443;11.3
ПиОА АТ-09, ПиОА К-09, ПиОА Л-01, ПиОА П-09;01.03.01 Математика;0;65.66;0;1.0;0.14;0.8;0.8;10.0;0.8;0.06;0.2;0.23928714161048126;12.0;1.0;0.1;0.21739130434782608;0.20463999268655056;11.66
ПиОА АТ-30, ПиОА К-30, ПиОА Л-01, ПиОА П-30;05.03.03 Картография и геоинформатика;0;61.32;1;1.0;0.14;0.7;0.9165151389911681;2.72;1.0;0.06;0.2;0.25954334589839656;13.93;1.0;0.1;0.17391304347826086;0.2531218794738889;6.67
ПиОА АТ-23, ПиОА К-23, ПиОА Л-01, ПиОА П-23 СП;02.03.03 Математическое обеспечение и администрирование информационных систем;1;77.1;0;0.7;0.14;0.7;0.9165151389911679;13.3;0.4;0.03;0.13333333333333333;0.2634077273964049;18.9;0.62;0.0;0.0;0.21295830223586598;19.9
ПиОА АТ-23, ПиОА К-23, ПиОА Л-01, ПиОА П-23 СП;09.03.02 Информационные системы и технологии;1;95.2;0;0.8;0.14;0.7;0.9165151389911679;15.0;1.0;0.06;0.2;0.25954334589839656;17.2;0.75;0.25;0.17391304347826086;0.8492238715477742;10.0
ПиОА АТ-23, ПиОА К-23, ПиОА Л-01, ПиОА П-23 СП;01.03.01 Математика;1;0.0;1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-15, ПиОА К-15, ПиОА Л-01, ПиОА П-15 ШЕН;16.03.01 Техническая физика;0;76.26;0;1.0;0.11900000000000001;0.8;0.7515982969645422;7.72;1.0;0.069;0.26666666666666666;0.21153976874859604;18.61;1.0;0.094;0.21739130434782608;0.18728278306634086;14.67
ПиОА АТ-09, ПиОА К-09, ПиОА Л-01, ПиОА П-09;10.05.03 Информационная безопасность автоматизированных систем;1;77.0;0;1.0;0.11;0.7;0.8306623862918074;15.0;0.8;0.06;0.2;0.24347323999182854;12.0;1.0;0.06;0.13043478260869565;0.21068060784819506;17.5
ПиОА АТ-04, ПиОА К-04, ПиОА Л-01, ПиОА П-04;44.03.05 Педагогическое образование (с двумя профилями подготовки);0;26.0;1;0.4;0.114;0.7;0.7914543574963752;1.0;0.2;0.05600000000000001;0.26666666666666666;0.21946381274847188;4.5;0.5;0.035;0.08695652173913043;0.1929669960412;0.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.03 Прикладная информатика;1;22.0;1;0.4;0.075;0.5;0.873212459828649;0.0;0.0;0.012;0.06666666666666667;0.22073394826763149;10.8;0.25;0.005;0.043478260869565216;0.15808066715639024;0.0
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;65.2;0;0.7;0.12;0.7;0.8717797887081348;14.2;0.4;0.065;0.26666666666666666;0.2295895263793743;10.0;0.38;0.06;0.17391304347826086;0.19510533753220674;14.0
ПиОА АТ-09, ПиОА К-09, ПиОА Л-01, ПиОА П-09;02.03.03 Математическое обеспечение и администрирование информационных систем;1;67.33;0;0.9;0.14;0.8;0.8;14.0;0.2;0.06;0.2;0.23928714161048126;15.0;0.62;0.06;0.13043478260869565;0.2138625878416827;12.33
ПиОА АТ-37, ПиОА К-37, ПиОА Л-01, ПиОА П-37;06.05.01 Биоинженерия и биоинформатика;1;88.63;0;1.0;0.135;0.8;0.7978095010715278;12.65;0.8;0.075;0.26666666666666666;0.21838687201225113;19.58;0.75;0.111;0.2608695652173913;0.18080254055856482;16.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;09.03.03 Прикладная информатика;1;61.2;1;0.9;0.1;0.7;0.806225774829855;17.7;0.6;0.06;0.2;0.2403405016910706;12.0;0.12;0.0;0.0;0.1963378535013182;14.5
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;03.03.02 Физика;1;76.29;0;0.7;0.16;0.8;0.8;5.41;0.8;0.06;0.2;0.24347323999182854;14.38;0.75;0.135;0.2608695652173913;0.21821732382132628;13.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;09.03.03 Прикладная информатика;1;61.8;1;0.6;0.079;0.5;0.8870738413458037;12.2;0.8;0.02;0.2;0.21413505746601072;11.5;0.88;0.065;0.21739130434782608;0.18041252827095586;7.2
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;03.03.02 Физика;1;54.34;1;0.6;0.0;0.0;0.0;4.66;0.8;0.02;0.13333333333333333;0.09357968418421551;18.34;0.75;0.0915;0.17391304347826086;0.33049728880281753;11.19
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;15.03.06 Мехатроника и робототехника;1;67.1;0;0.9;0.12;0.8;0.714142842854285;12.5;0.8;0.066;0.26666666666666666;0.2009911446197588;10.0;0.75;0.085;0.21739130434782608;0.18474617480335107;12.5
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;15.03.06 Мехатроника и робототехника;1;91.4;0;0.7;0.16;0.8;0.8;17.4;0.8;0.06;0.2;0.24347323999182854;15.0;0.5;0.1;0.21739130434782608;0.2079144404840798;19.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;15.03.06 Мехатроника и робототехника;1;68.5;0;0.9;0.145;0.8;0.7813449942247023;12.7;0.8;0.055999999999999994;0.2;0.23311269621019928;12.7;0.75;0.1;0.21739130434782608;0.20151829140039407;9.2
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;02.03.03 Математическое обеспечение и администрирование информационных систем;1;76.2;0;0.9;0.16;0.8;0.8;15.6;1.0;0.06;0.2;0.24347323999182854;12.6;0.88;0.08;0.17391304347826086;0.2152118920019987;12.0
ПиОА АТ-23, ПиОА К-23, ПиОА Л-02, ПиОА П-23 СП;02.03.03 Математическое обеспечение и администрирование информационных систем;1;82.3;0;0.7;0.14;0.7;0.9165151389911679;18.5;0.6;0.015;0.06666666666666667;0.2681599036342753;19.9;0.5;0.02;0.043478260869565216;0.21554789828310686;18.4
ПиОА АТ-28, ПиОА К-28, ПиОА Л-02, ПиОА П-28;06.05.01 Биоинженерия и биоинформатика;1;48.48;1;0.2;0.16;0.8;0.8;8.66;0.2;0.06;0.2;0.24347323999182854;6.66;0.62;0.04;0.08695652173913043;0.22399963913066898;7.16
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;09.03.02 Информационные системы и технологии;1;61.0;1;1.0;0.131;0.8;0.7462573282722254;8.5;1.0;0.055999999999999994;0.2;0.22361432900737824;7.5;1.0;0.10800000000000001;0.2608695652173913;0.18614584617229357;11.0
ПиОА АТ-23, ПиОА К-23, ПиОА Л-02, ПиОА П-23 СП;16.03.01 Техническая физика;1;103.8;0;0.9;0.16;0.8;0.8;18.1;0.8;0.04;0.13333333333333333;0.25954334589839656;17.3;0.88;0.17;0.13043478260869565;0.5949223850426227;18.4
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;03.03.02 Физика;1;62.89;1;0.7;0.16;0.8;0.8;2.57;0.8;0.06;0.2;0.24347323999182854;7.0;0.5;0.105;0.2608695652173913;0.20167145719431784;12.32
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;02.03.03 Математическое обеспечение и администрирование информационных систем;0;61.0;1;0.7;0.132;0.8;0.7533923280734945;0.0;0.4;0.053000000000000005;0.2;0.22175393194281434;17.0;0.75;0.096;0.21739130434782608;0.19297199641683838;5.5
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;09.03.02 Информационные системы и технологии;1;91.0;0;0.8;0.145;0.8;0.7889866919029751;15.5;1.0;0.071;0.26666666666666666;0.21413505746601066;16.5;0.88;0.114;0.2608695652173913;0.18118638786566918;17.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;16.03.01 Техническая физика;1;78.22;0;0.9;0.121;0.7;0.8407734534343957;13.71;1.0;0.057999999999999996;0.2;0.24176570639111927;14.61;0.62;0.075;0.17391304347826086;0.20518152499522924;18.5
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;04.03.01 Химия;0;63.97;1;0.7;0.14;0.7;0.9165151389911681;6.32;0.6;0.06;0.2;0.25954334589839656;7.66;0.62;0.1;0.17391304347826086;0.2531218794738889;11.99
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;09.03.02 Информационные системы и технологии;1;80.7;0;1.0;0.14;0.8;0.8;15.2;1.0;0.054000000000000006;0.2;0.2332571368314136;14.7;0.62;0.099;0.21739130434782608;0.2006689814104273;16.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;10.03.01 Информационная безопасность;1;42.9;1;0.6;0.09200000000000001;0.5;0.9293008124391154;9.7;1.0;0.02;0.2;0.227422774192963;9.0;0.12;0.065;0.17391304347826086;0.18978040658018955;6.5
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;62.57;1;1.0;0.14049999999999999;0.8;0.7544700126578922;10.11;1.0;0.055;0.2;0.22703367813404485;9.71;0.88;0.087;0.21739130434782608;0.19351750932173006;9.0
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.0;1;1.0;0.1555;0.8;0.7830868406505117;4.99;0.8;0.07;0.26666666666666666;0.21806661405259886;5.0;0.88;0.1;0.21739130434782608;0.1956449021736624;6.0
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;1;61.0;1;0.9;0.16;0.8;0.8;3.66;0.8;0.05;0.2;0.23681108091284947;12.08;0.75;0.087;0.21739130434782608;0.19896918465656582;7.33
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;16.03.01 Техническая физика;0;67.04;0;1.0;0.131;0.8;0.716170370791755;10.82;1.0;0.056999999999999995;0.2;0.2197398872604074;16.72;0.88;0.087;0.21739130434782608;0.18896515110468082;8.0
ПиОА АТ-32, ПиОА К-32, ПиОА Л-02, ПиОА П-32;10.05.01 Компьютерная безопасность;1;99.55;0;0.8;0.16;0.8;0.8;11.38;0.8;0.0733;0.26666666666666666;0.21888338448906763;13.18;0.88;0.3533;0.30434782608695654;1.0;6.33
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;1;61.0;0;0.7;0.06;0.4;0.8;14.0;0.6;0.06;0.2;0.25029453851837297;13.0;0.38;0.075;0.17391304347826086;0.20854928106567971;14.5
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.0;1;0.9;0.145;0.8;0.788986691902975;3.58;0.4;0.02;0.13333333333333333;0.24208591679012886;15.92;0.75;0.085;0.21739130434782608;0.1989012787384673;9.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-02, ПиОА П-17;02.03.03 Математическое обеспечение и администрирование информационных систем;1;73.8;0;0.7;0.137;0.8;0.7798076685952761;15.0;0.4;0.055;0.2;0.23058494597919077;15.1;0.5;0.095;0.21739130434782608;0.19728408913319267;7.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;02.03.03 Математическое обеспечение и администрирование информационных систем;1;62.56;1;0.9;0.16;0.8;0.8;4.16;1.0;0.0;0.0;0.27467485907550926;15.0;1.0;0.0;0.0;0.21521189200199875;7.4
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;06.05.01 Биоинженерия и биоинформатика;0;78.03;0;0.8;0.16;0.8;0.8;16.21;1.0;0.06;0.2;0.24347323999182854;11.16;0.75;0.1;0.17391304347826086;0.24694724531997103;10.66
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;05.03.06 Экология и природопользование;0;61.1;1;0.9;0.036000000000000004;0.3;0.6452906321960671;7.5;0.8;0.1;0.26666666666666666;0.42128450388049515;9.3;0.75;0.03;0.08695652173913043;0.299726506754396;6.7
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;04.03.01 Химия;1;2.2;1;0.6;0.0;0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;2.0
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;09.03.02 Информационные системы и технологии;1;13.5;1;0.3;0.0;0.0;0.0;6.5;0.4;0.0;0.0;0.0;0.0;0.62;0.0;0.0;0.0;7.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;10.03.01 Информационная безопасность;1;50.48;1;0.7;0.14;0.7;0.9165151389911681;14.38;0.8;0.0;0.0;0.27467485907550926;13.6;0.38;0.0;0.0;0.2079144404840798;8.5
ПиОА АТ-23, ПиОА К-23, ПиОА Л-02, ПиОА П-23 СП;09.03.02 Информационные системы и технологии;0;91.0;0;0.7;0.16;0.8;0.8;14.6;0.8;0.04;0.13333333333333333;0.25954334589839656;18.3;0.75;0.23;0.2608695652173913;0.6189290971147724;6.9
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;02.03.03 Математическое обеспечение и администрирование информационных систем;0;76.71;1;1.0;0.16;0.8;0.8;13.11;1.0;0.0;0.0;0.27467485907550926;15.1;0.5;0.0;0.0;0.21521189200199875;8.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;10.05.01 Компьютерная безопасность;1;66.06;1;1.0;0.14;0.7;0.9165151389911679;6.16;0.6;0.0;0.0;0.27467485907550926;14.2;0.75;0.0;0.0;0.2079144404840798;7.0
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;04.03.01 Химия;1;0.0;1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;10.05.03 Информационная безопасность автоматизированных систем;1;18.0;1;0.7;0.16;0.8;0.8;0.0;0.8;0.02;0.06666666666666667;0.2697253571174677;0.0;0.12;0.0;0.0;0.22052656615934949;0.0
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;1;38.12;1;0.7;0.10800000000000001;0.8;0.7704544113703289;6.33;0.8;0.01;0.13333333333333333;0.2110615680719943;5.49;0.75;0.015;0.08695652173913043;0.16085799283572863;9.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;09.03.02 Информационные системы и технологии;1;70.0;1;1.0;0.14;0.7;0.9165151389911679;10.9;1.0;0.0;0.0;0.27467485907550926;17.1;0.88;0.0;0.0;0.2079144404840798;9.5
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;05.03.06 Экология и природопользование;0;66.4;1;0.9;0.086;0.6;0.8404760555780277;3.7;0.8;0.125;0.26666666666666666;0.44405431775501786;13.8;0.62;0.075;0.21739130434782608;0.3174101820800864;14.3
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;02.03.03 Математическое обеспечение и администрирование информационных систем;0;76.09;1;1.0;0.158;0.8;0.7922120928135344;7.99;1.0;0.0;0.0;0.27156718680368486;12.5;0.88;0.02;0.043478260869565216;0.21825711666555964;9.9
ПиОА АТ-23, ПиОА К-23, ПиОА Л-02, ПиОА П-23 СП;09.03.02 Информационные системы и технологии;0;84.0;0;0.8;0.12;0.6;0.9797958971132712;14.3;1.0;0.01;0.06666666666666667;0.2634077273964049;19.0;0.5;0.16;0.2608695652173913;0.314029967867916;9.7
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;10.03.01 Информационная безопасность;0;70.0;1;0.5;0.16;0.8;0.8;9.83;0.2;0.0;0.0;0.27467485907550926;13.7;0.12;0.0;0.0;0.21521189200199875;9.6
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;09.03.02 Информационные системы и технологии;1;21.3;1;0.9;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;11.4;0.88;0.0;0.0;0.0;6.9
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;02.03.03 Математическое обеспечение и администрирование информационных систем;1;92.3;0;0.9;0.13699999999999998;0.8;0.7823681997627461;12.1;0.8;0.15;0.26666666666666666;0.6647958481395652;17.5;0.88;0.09;0.21739130434782608;0.46895909122572965;17.7
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;10.05.03 Информационная безопасность автоматизированных систем;0;76.0;0;1.0;0.14100000000000001;0.8;0.7368174807915457;8.0;0.8;0.057;0.2;0.22504069464703771;14.0;0.88;0.098;0.21739130434782608;0.1959787600792291;12.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;10.05.01 Компьютерная безопасность;1;64.7;1;1.0;0.084;0.5;0.883402513014311;11.3;0.4;0.05;0.13333333333333333;0.3169937093831373;5.8;0.5;0.045;0.13043478260869565;0.2363904506973155;7.7
ПиОА АТ-16, ПиОА К-16, ПиОА Л-02, ПиОА П-16;02.03.03 Математическое обеспечение и администрирование информационных систем;1;91.0;0;1.0;0.158;0.8;0.7922120928135344;16.0;1.0;0.09;0.26666666666666666;0.24986355319903072;15.0;1.0;0.10099999999999999;0.2608695652173913;0.20926982023931667;15.5
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;02.03.03 Математическое обеспечение и администрирование информационных систем;1;23.6;1;0.8;0.057999999999999996;0.4;0.7984985911070852;0.0;0.6;0.045;0.2;0.2238401489009963;6.1;0.5;0.04;0.13043478260869565;0.18000022967224852;3.2
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;71.9;0;1.0;0.12;0.7;0.842614977317636;11.0;1.0;0.12;0.26666666666666666;0.5179499449787948;13.4;0.75;0.075;0.17391304347826086;0.3727579313404878;13.0
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;04.03.01 Химия;1;2.0;1;0.7;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;2.0;0.75;0.0;0.0;0.0;0.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;09.03.02 Информационные системы и технологии;1;0.0;1;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.62;0.0;0.0;0.0;0.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;10.05.01 Компьютерная безопасность;1;15.6;1;0.9;0.005;0.1;0.15000000000000002;3.0;0.4;0.04;0.13333333333333333;0.2120486608236183;4.1;0.5;0.01;0.043478260869565216;0.14848710808167104;3.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;09.03.03 Прикладная информатика;1;4.4;1;0.3;0.0;0.0;0.0;2.1;0.4;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;2.3
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;43.9;1;1.0;0.062;0.5;0.7678541528180987;10.7;1.0;0.05;0.13333333333333333;0.26951298966815174;12.0;0.75;0.0;0.0;0.19586548466656595;9.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;01.03.03 Механика и математическое моделирование;1;34.6;1;0.7;0.065;0.5;0.7762087348130012;4.7;0.6;0.0;0.0;0.193790433801762;11.0;0.75;0.025;0.08695652173913043;0.15609045194825932;9.9
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;04.03.01 Химия;0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;01.03.03 Механика и математическое моделирование;1;76.2;0;0.9;0.128;0.8;0.7453858061433689;13.6;1.0;0.11;0.26666666666666666;0.41248615723325827;12.3;0.62;0.045;0.13043478260869565;0.3155595202922677;15.7
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.0;1;1.0;0.12450000000000001;0.8;0.7604110730387873;5.82;1.0;0.047;0.2;0.21750986706382913;8.66;1.0;0.099;0.21739130434782608;0.19291573471809548;4.67
ПиОА АТ-31, ПиОА К-31, ПиОА Л-02, ПиОА П-31;09.03.03 Прикладная информатика;1;94.49;0;0.6;0.14;0.7;0.9165151389911679;16.5;0.6;0.06;0.2;0.25954334589839656;19.0;0.38;0.1;0.21739130434782608;0.21521189200199872;10.99
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.02 Менеджмент;1;61.0;1;0.7;0.13449999999999998;0.8;0.7623811382766496;10.22;0.2;0.013000000000000001;0.13333333333333333;0.22798855395447803;11.37;0.38;0.053;0.17391304347826086;0.1812595995993754;8.0
ПиОА АТ-35, ПиОА К-35, ПиОА Л-02, ПиОА П-35;03.03.02 Физика;0;76.0;0;0.9;0.14700000000000002;0.8;0.7523961722390672;15.7;0.8;0.068;0.26666666666666666;0.21173074661061783;12.5;0.75;0.096;0.21739130434782608;0.18912848333860316;13.3
ПиОА АТ-23, ПиОА К-23, ПиОА Л-02, ПиОА П-23 СП;09.03.02 Информационные системы и технологии;1;91.1;0;0.8;0.16;0.8;0.8;17.7;1.0;0.02;0.06666666666666667;0.2697253571174677;17.4;0.75;0.19;0.17391304347826086;0.634631857536648;19.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;15.03.06 Мехатроника и робототехника;1;83.0;0;1.0;0.134;0.8;0.7748548251124207;17.9;0.4;0.16;0.26666666666666666;0.6976455616863432;14.0;0.62;0.05;0.13043478260869565;0.49746854574596705;13.7
ПиОА АТ-23, ПиОА К-23, ПиОА Л-03, ПиОА П-23 СП;09.03.02 Информационные системы и технологии;1;79.0;0;0.7;0.14;0.7;0.9165151389911679;18.1;0.8;0.0;0.0;0.27467485907550926;19.0;0.75;0.055;0.13043478260869565;0.21953986516457566;9.4
ПиОА АТ-33, ПиОА К-33, ПиОА Л-02, ПиОА П-33;06.05.01 Биоинженерия и биоинформатика;0;38.07;1;1.0;0.128;0.8;0.7318469785412796;6.91;1.0;0.037000000000000005;0.2;0.21652822653523432;3.66;0.88;0.08;0.21739130434782608;0.18744758123544705;1.0
ПиОА АТ-30, ПиОА К-30, ПиОА Л-02, ПиОА П-30;04.03.01 Химия;1;61.18;1;0.5;0.125;0.7;0.873212459828649;9.46;0.2;0.06;0.2;0.2506307301252694;9.23;0.62;0.08;0.13043478260869565;0.25245388465941615;11.99
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;10.03.01 Информационная безопасность;1;71.4;0;0.7;0.09300000000000001;0.6;0.839106667831927;12.7;0.6;0.12;0.26666666666666666;0.49726771142636483;11.2;1.0;0.06;0.17391304347826086;0.3565612501804405;14.7
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;02.03.03 Математическое обеспечение и администрирование информационных систем;1;82.7;0;0.9;0.13699999999999998;0.8;0.7887331614684399;17.9;0.6;0.11;0.26666666666666666;0.32817611452105316;14.3;0.38;0.095;0.21739130434782608;0.2553762142217951;12.3
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;09.03.03 Прикладная информатика;1;66.2;0;0.9;0.129;0.8;0.772593036468748;11.8;0.2;0.07;0.26666666666666666;0.22148036794483184;16.5;0.38;0.025;0.043478260869565216;0.21352844851001146;14.0
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;02.03.03 Математическое обеспечение и администрирование информационных систем;1;80.0;1;0.7;0.16;0.8;0.8;13.26;0.8;0.0;0.0;0.27467485907550926;17.8;0.75;0.0;0.0;0.21521189200199875;13.4
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;10.05.01 Компьютерная безопасность;1;62.6;1;0.9;0.10800000000000001;0.8;0.7263607918933951;7.7;0.8;0.08;0.26666666666666666;0.2344238258898398;9.6;0.5;0.03;0.08695652173913043;0.20413956885806628;15.5
ПиОА АТ-22, ПиОА К-22, ПиОА Л-02, ПиОА П-22;02.03.03 Математическое обеспечение и администрирование информационных систем;0;91.0;0;1.0;0.14;0.7;0.9165151389911679;14.86;1.0;0.0;0.0;0.27467485907550926;15.8;0.88;0.0;0.0;0.2079144404840798;19.6
ПиОА АТ-01, ПиОА К-01, ПиОА Л-02, ПиОА П-01;15.03.06 Мехатроника и робототехника;1;67.1;0;0.9;0.115;0.8;0.8077747210701756;10.0;0.6;0.1;0.26666666666666666;0.34038790702407706;7.8;0.38;0.075;0.21739130434782608;0.2598930506050997;14.3
