Команды;Направление;Пол;Баллы;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Корень дисперсии баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Корень дисперсии баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Количество баллов до Контрольная работа 3;Корень дисперсии баллов до Контрольная работа 3;Контрольная работа 3
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;06.05.01 Биоинженерия и биоинформатика;1;78.55;0;1.0;0.1595;0.8;0.7976371355447288;16.38;1.0;0.057999999999999996;0.2;0.24109257874469353;14.12;0.88;0.098;0.21739130434782608;0.2053683747240936;10.0
ПиОА АТ-31, ПиОА К-31, ПиОА Л-04, ПиОА П-31;09.03.02 Информационные системы и технологии;1;72.16;0;0.8;0.135;0.7;0.8958236433584458;9.33;0.8;0.06;0.2;0.25529093026805777;14.5;0.62;0.1;0.21739130434782608;0.21284499640063798;10.83
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;76.5;0;0.9;0.138;0.8;0.7678541528180988;13.8;0.8;0.065;0.13333333333333333;0.3533794886296737;11.7;0.88;0.05;0.13043478260869565;0.27209626843608004;15.7
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.02 Информационные системы и технологии;1;62.45;1;1.0;0.11;0.6;0.9433981132056604;8.64;1.0;0.06;0.2;0.2634077273964049;9.55;0.75;0.1;0.21739130434782608;0.21744212661528456;12.26
ПиОА АТ-26, ПиОА К-26, ПиОА Л-04, ПиОА П-26 СП;15.03.06 Мехатроника и робототехника;1;78.69;0;1.0;0.09;0.5;0.9433981132056605;7.44;1.0;0.12;0.26666666666666666;0.42409732164723657;10.0;1.0;0.1493;0.21739130434782608;0.40221789425045423;9.32
ПиОА АТ-06, ПиОА К-06, ПиОА Л-04, ПиОА П-06;15.03.06 Мехатроника и робототехника;0;64.8;1;1.0;0.105;0.7;0.8789197915623472;8.2;1.0;0.08;0.26666666666666666;0.24553952801559378;12.0;0.88;0.065;0.17391304347826086;0.20440409636296852;5.0
ПиОА АТ-06, ПиОА К-06, ПиОА Л-04, ПиОА П-06;09.03.02 Информационные системы и технологии;0;95.9;0;0.9;0.155;0.8;0.788986691902975;17.3;1.0;0.105;0.26666666666666666;0.29677734673181533;15.1;0.75;0.1;0.21739130434782608;0.24091479005871463;17.0
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;1;29.7;1;0.0;0.0;0.0;0.0;0.0;0.4;0.04;0.13333333333333333;0.18715936836843103;11.0;0.38;0.037000000000000005;0.08695652173913043;0.16530155368574542;8.5
ПиОА АТ-06, ПиОА К-06, ПиОА Л-04, ПиОА П-06;09.03.02 Информационные системы и технологии;1;76.2;0;1.0;0.135;0.7;0.8958236433584459;16.1;1.0;0.07;0.26666666666666666;0.23286694153981674;18.3;0.62;0.06;0.17391304347826086;0.2010724910446608;12.3
ПиОА АТ-06, ПиОА К-06, ПиОА Л-04, ПиОА П-06;10.05.01 Компьютерная безопасность;1;97.6;0;1.0;0.14;0.7;0.9165151389911679;18.6;1.0;0.17;0.26666666666666666;0.6998051020598374;19.0;0.88;0.07;0.17391304347826086;0.496816392431027;12.3
ПиОА АТ-26, ПиОА К-26, ПиОА Л-04, ПиОА П-26 СП;09.03.02 Информационные системы и технологии;1;61.26;1;0.8;0.09;0.6;0.8306623862918076;6.66;1.0;0.12;0.26666666666666666;0.4120122886132639;5.33;1.0;0.06390000000000001;0.17391304347826086;0.3155788144617458;8.88
ПиОА АТ-31, ПиОА К-31, ПиОА Л-04, ПиОА П-31;09.03.02 Информационные системы и технологии;1;69.76;0;0.9;0.159;0.8;0.7955501241279521;11.21;0.8;0.06;0.2;0.24246127634902354;14.66;0.75;0.1;0.21739130434782608;0.20731489384530577;7.99
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;38.03.01 Экономика;0;62.36;1;1.0;0.109;0.7;0.7687002016391046;6.17;1.0;0.037000000000000005;0.2;0.20685458124916056;16.36;0.75;0.045;0.13043478260869565;0.17669997261241235;13.83
ПиОА АТ-26, ПиОА К-26, ПиОА Л-04, ПиОА П-26 СП;09.03.02 Информационные системы и технологии;1;91.0;0;1.0;0.07;0.4;0.9;10.0;1.0;0.12;0.26666666666666666;0.4319662175082366;10.0;1.0;0.2;0.2608695652173913;0.5049077693188323;18.0
ПиОА АТ-06, ПиОА К-06, ПиОА Л-04, ПиОА П-06;15.03.06 Мехатроника и робототехника;1;48.7;1;0.8;0.035;0.2;0.7088723439378912;8.8;0.8;0.01;0.06666666666666667;0.17264998165959822;12.2;0.75;0.075;0.21739130434782608;0.17141123948702675;6.7
ПиОА АТ-26, ПиОА К-26, ПиОА Л-04, ПиОА П-26 СП;09.03.02 Информационные системы и технологии;1;83.57;0;1.0;0.06;0.3;0.9165151389911679;9.28;1.0;0.1;0.13333333333333333;0.5638724788891863;10.0;1.0;0.1096;0.08695652173913043;0.5426401882664864;19.33
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;02.03.03 Математическое обеспечение и администрирование информационных систем;0;85.21;0;0.9;0.12;0.6;0.9797958971132712;16.72;0.8;0.06;0.2;0.2697253571174677;16.16;0.75;0.1;0.21739130434782608;0.22052656615934946;16.33
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;15.03.06 Мехатроника и робототехника;0;93.84;0;1.0;0.16;0.8;0.8;17.88;1.0;0.06;0.2;0.24347323999182854;18.3;0.88;0.1;0.21739130434782608;0.2079144404840798;17.66
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.05.01 Компьютерная безопасность;0;80.25;0;0.9;0.14;0.7;0.9165151389911679;13.63;0.4;0.065;0.26666666666666666;0.2486067610848981;13.13;0.75;0.1;0.21739130434782608;0.20964757221997848;14.99
ПиОА АТ-02, ПиОА К-02, ПиОА Л-01, ПиОА П-02;44.03.05 Педагогическое образование (с двумя профилями подготовки);1;64.5;1;1.0;0.138;0.8;0.7807688518377254;9.2;1.0;0.085;0.06666666666666667;0.5696843417561773;11.3;1.0;0.08;0.17391304347826086;0.4092658395070263;9.7
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;04.03.01 Химия;0;39.54;1;1.0;0.12349999999999998;0.8;0.8018883962248113;7.43;1.0;0.037000000000000005;0.2;0.2269965865822062;5.99;0.88;0.054000000000000006;0.13043478260869565;0.19553636814657896;4.67
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;63.2;1;0.9;0.06;0.4;0.8306623862918074;8.0;0.6;0.06;0.2;0.2743681310523337;13.5;0.38;0.01;0.043478260869565216;0.2007122533870829;15.7
ПиОА АТ-26, ПиОА К-26, ПиОА Л-04, ПиОА П-26 СП;09.03.02 Информационные системы и технологии;1;84.83;0;0.7;0.06;0.3;0.9165151389911679;10.0;0.8;0.11;0.13333333333333333;0.626677607045908;10.0;0.75;0.1183;0.08695652173913043;0.598665030221226;19.0
ПиОА АТ-34, ПиОА К-34, ПиОА Л-04, ПиОА П-34;38.03.01 Экономика;0;61.2;1;0.9;0.045;0.3;0.722841614740048;12.8;0.8;0.03;0.2;0.1812162791944081;2.7;0.75;0.06;0.17391304347826086;0.1653949246195121;13.2
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;03.03.02 Физика;0;37.14;1;0.9;0.13849999999999998;0.8;0.7629056298127573;0.67;0.8;0.046;0.2;0.22215985614882966;11.32;0.75;0.047;0.13043478260869565;0.19338782426966597;2.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;10.05.03 Информационная безопасность автоматизированных систем;1;81.72;0;1.0;0.16;0.8;0.8;15.98;1.0;0.06;0.2;0.24347323999182854;13.75;1.0;0.1;0.21739130434782608;0.2079144404840798;11.99
ПиОА АТ-26, ПиОА К-26, ПиОА Л-04, ПиОА П-26 СП;01.03.03 Механика и математическое моделирование;1;76.0;1;0.7;0.02;0.1;0.6000000000000001;7.26;0.8;0.0975;0.13333333333333333;0.5453113170188609;10.0;0.62;0.09449999999999999;0.043478260869565216;0.5530599313669826;17.0
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;10.03.01 Информационная безопасность;0;62.2;0;0.8;0.114;0.6;0.9414881836751855;15.4;0.8;0.057999999999999996;0.2;0.2599712396975003;17.3;0.5;0.02;0.043478260869565216;0.21625404311623905;10.3
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;38.03.01 Экономика;1;62.14;1;0.8;0.102;0.6;0.8795453370918409;10.32;0.8;0.057999999999999996;0.2;0.24941831959085203;14.32;0.38;0.0;0.0;0.20124997076404666;14.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;10.03.01 Информационная безопасность;0;85.09;0;1.0;0.12;0.6;0.9797958971132712;15.71;0.6;0.02;0.06666666666666667;0.27467485907550926;18.38;1.0;0.1;0.21739130434782608;0.22571613656313527;19.0
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;10.03.01 Информационная безопасность;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;09.03.02 Информационные системы и технологии;1;25.0;1;0.7;0.083;0.5;0.959218431849597;3.9;0.8;0.027999999999999997;0.2;0.24225281506351454;3.0;0.62;0.065;0.17391304347826086;0.19770426919920542;0.0
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;09.03.03 Прикладная информатика;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;02.03.03 Математическое обеспечение и администрирование информационных систем;1;61.1;1;0.7;0.125;0.7;0.873212459828649;14.3;0.4;0.026000000000000002;0.2;0.23691062020726772;14.5;0.5;0.03;0.13043478260869565;0.19174300669602137;10.2
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;02.03.03 Математическое обеспечение и администрирование информационных систем;1;61.0;1;1.0;0.1;0.6;0.8763560920082658;11.6;1.0;0.026000000000000002;0.2;0.22651756103309656;14.8;0.62;0.07;0.17391304347826086;0.1944514177424053;0.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;38.03.01 Экономика;0;76.9;0;0.9;0.107;0.8;0.6885491994040802;12.65;0.8;0.055;0.2;0.2125721798044381;13.05;0.75;0.09;0.21739130434782608;0.18743213756240454;16.0
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;82.5;0;1.0;0.11800000000000001;0.7;0.8376156636548769;12.7;1.0;0.125;0.26666666666666666;0.5166021066659076;12.0;1.0;0.095;0.2608695652173913;0.36114581850101646;19.0
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;09.03.03 Прикладная информатика;1;62.85;1;0.9;0.1525;0.8;0.7782191208136691;13.6;0.2;0.01;0.06666666666666667;0.253387291648335;13.7;0.62;0.01;0.043478260869565216;0.20194041235787366;9.3
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.02 Информационные системы и технологии;1;92.38;0;0.8;0.15;0.8;0.806225774829855;16.33;1.0;0.06;0.2;0.24208591679012886;17.05;0.88;0.1;0.21739130434782608;0.20651746313827668;20.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;10.03.01 Информационная безопасность;1;64.49;1;0.9;0.08;0.4;0.9797958971132713;11.0;0.4;0.0;0.0;0.2434732399918286;13.32;0.75;0.1;0.21739130434782608;0.22052656615934949;14.17
ПиОА АТ-34, ПиОА К-34, ПиОА Л-05, ПиОА П-34;40.03.01 Юриспруденция;1;34.1;1;0.5;0.01;0.1;0.30000000000000004;4.5;0.8;0.04;0.2;0.16414962491597077;5.8;0.88;0.075;0.21739130434782608;0.17281282651015112;9.3
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;04.03.01 Химия;0;76.12;0;1.0;0.1475;0.8;0.758699545274676;11.31;1.0;0.057999999999999996;0.2;0.23140512693537515;13.43;0.75;0.1;0.21739130434782608;0.20083360554971724;8.33
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;10.03.01 Информационная безопасность;1;66.3;0;0.5;0.06;0.3;0.9165151389911679;15.31;0.4;0.02;0.06666666666666667;0.2434732399918286;16.53;0.5;0.05;0.13043478260869565;0.19792865051992464;17.46
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;04.03.01 Химия;1;61.0;1;1.0;0.155;0.8;0.788986691902975;2.67;1.0;0.053;0.2;0.23678263342870426;6.78;1.0;0.095;0.21739130434782608;0.20137938427454802;3.5
ПиОА АТ-19, ПиОА К-19, ПиОА Л-04, ПиОА П-19;02.03.03 Математическое обеспечение и администрирование информационных систем;1;76.1;0;1.0;0.13;0.7;0.9;14.7;1.0;0.059000000000000004;0.2;0.25425976803184824;14.0;1.0;0.09300000000000001;0.21739130434782608;0.20816026536879;7.7
ПиОА АТ-15, ПиОА К-15, ПиОА Л-05, ПиОА П-15 ШЕН;04.03.01 Химия;0;20.16;1;0.5;0.01;0.1;0.30000000000000004;7.83;0.6;0.0;0.0;0.06866871476887733;5.33;0.62;0.0;0.0;0.04607411344100392;6.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.03 Прикладная информатика;1;0.0;1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.03.01 Информационная безопасность;1;2.58;1;0.9;0.0;0.0;0.0;1.25;0.8;0.0;0.0;0.0;1.33;0.38;0.0;0.0;0.0;0.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.02 Информационные системы и технологии;1;79.81;0;0.7;0.13;0.7;0.9;15.08;0.8;0.06;0.2;0.25562055071556883;15.17;0.75;0.1;0.21739130434782608;0.21295830223586598;12.56
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;02.03.03 Математическое обеспечение и администрирование информационных систем;1;29.98;1;0.3;0.02;0.1;0.6000000000000001;8.5;0.6;0.04;0.13333333333333333;0.2202298318759223;4.88;0.25;0.02;0.043478260869565216;0.1712704499441861;8.6
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.03 Прикладная информатика;1;61.03;1;1.0;0.1375;0.8;0.815858443604036;11.83;0.8;0.06;0.2;0.24165074491788094;11.28;0.88;0.08;0.17391304347826086;0.21110954743276233;6.17
ПиОА АТ-04, ПиОА К-04, ПиОА Л-01, ПиОА П-04;44.03.05 Педагогическое образование (с двумя профилями подготовки);1;61.0;1;1.0;0.13399999999999998;0.8;0.728285658241325;7.0;1.0;0.059000000000000004;0.26666666666666666;0.21415078592153636;6.5;1.0;0.10099999999999999;0.2608695652173913;0.18642037861724325;4.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;02.03.03 Математическое обеспечение и администрирование информационных систем;1;7.0;1;0.1;0.0;0.0;0.0;7.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;02.03.03 Математическое обеспечение и администрирование информационных систем;1;64.06;1;0.8;0.16;0.8;0.8;6.66;1.0;0.05;0.2;0.24208591679012886;8.4;1.0;0.1;0.21739130434782608;0.20651746313827668;13.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.03 Прикладная информатика;1;100.0;0;1.0;0.16;0.8;0.8;16.88;1.0;0.0983;0.26666666666666666;0.2677479900776784;19.29;1.0;0.1;0.21739130434782608;0.22520166128673658;20.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-02, ПиОА П-37;38.03.01 Экономика;0;76.16;0;0.9;0.133;0.8;0.8485870609430715;7.33;0.8;0.057999999999999996;0.2;0.24426048853222107;12.67;0.75;0.11800000000000001;0.2608695652173913;0.19895948523010154;12.66
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;04.03.01 Химия;0;61.0;1;0.9;0.137;0.8;0.7470609078247904;6.83;0.8;0.049;0.2;0.21949450484186692;12.33;0.75;0.078;0.21739130434782608;0.18901110256129663;6.0
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;1;61.0;0;0.8;0.08;0.5;0.8717797887081348;13.0;0.2;0.13;0.26666666666666666;0.4799797907500489;17.0;0.25;0.1;0.08695652173913043;0.47395502795786204;0.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;01.03.01 Математика;1;0.0;1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.02 Информационные системы и технологии;0;61.69;1;1.0;0.135;0.7;0.8958236433584458;2.95;0.8;0.06;0.2;0.25529093026805777;14.58;0.75;0.06;0.13043478260869565;0.22085448688495915;14.66
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.02 Информационные системы и технологии;1;0.0;1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-01, ПиОА П-37;38.03.01 Экономика;0;54.83;1;0.9;0.068;0.5;0.8195120499419151;7.5;1.0;0.019;0.06666666666666667;0.22368962763530198;13.0;0.75;0.0764;0.13043478260869565;0.2574750440583421;9.49
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.05.03 Информационная безопасность автоматизированных систем;1;85.36;0;0.9;0.14;0.7;0.9165151389911679;13.53;0.6;0.065;0.26666666666666666;0.2486067610848981;13.33;0.62;0.1;0.21739130434782608;0.20964757221997848;20.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-01, ПиОА П-37;38.03.01 Экономика;0;27.77;1;0.9;0.052000000000000005;0.5;0.6273754856543249;1.0;1.0;0.019;0.06666666666666667;0.18656455209484357;10.67;0.75;0.0;0.0;0.13373042542747052;9.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.02 Информационные системы и технологии;1;61.45;1;0.7;0.02;0.1;0.6000000000000001;12.81;0.8;0.0;0.0;0.13733742953775466;10.0;0.75;0.05;0.13043478260869565;0.1553158047252033;14.3
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.05.03 Информационная безопасность автоматизированных систем;0;78.78;0;0.7;0.138;0.7;0.905317623820502;11.03;0.8;0.065;0.26666666666666666;0.24640220196467688;16.12;0.75;0.1;0.21739130434782608;0.20841968984433693;13.33
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;04.03.01 Химия;1;5.49;1;0.7;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;2.5;0.38;0.0;0.0;0.0;2.99
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;10.05.01 Компьютерная безопасность;1;40.08;1;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;8.92;0.75;0.06;0.13043478260869565;0.1521777882266002;9.16
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.03 Прикладная информатика;1;67.46;1;0.8;0.02;0.1;0.6000000000000001;8.46;1.0;0.04;0.13333333333333333;0.2202298318759223;14.0;0.5;0.1;0.21739130434782608;0.2152118920019987;10.0
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.03 Прикладная информатика;0;77.82;0;0.8;0.06;0.3;0.9165151389911679;14.49;0.4;0.02;0.06666666666666667;0.2434732399918286;18.33;0.75;0.09;0.21739130434782608;0.212958302235866;20.0
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;09.03.03 Прикладная информатика;1;68.71;0;1.0;0.15600000000000003;0.8;0.783836717690617;11.93;1.0;0.054000000000000006;0.2;0.2342369709757828;8.44;0.88;0.095;0.21739130434782608;0.2002261092520286;11.84
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;04.03.01 Химия;1;2.0;1;0.5;0.0;0.0;0.0;2.0;0.4;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-01, ПиОА П-37;38.03.01 Экономика;0;79.31;0;0.9;0.10300000000000001;0.6;0.8877499647986475;16.38;1.0;0.064;0.26666666666666666;0.2337763841302823;12.9;0.75;0.069;0.17391304347826086;0.19517456415388115;17.83
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;02.03.03 Математическое обеспечение и администрирование информационных систем;1;69.99;0;1.0;0.067;0.4;0.8602906485601247;12.08;1.0;0.03;0.13333333333333333;0.23160517384339083;15.54;0.62;0.1;0.21739130434782608;0.21076761013510842;14.67
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;01.03.01 Математика;0;93.23;0;1.0;0.16;0.8;0.8;18.0;1.0;0.06;0.2;0.24347323999182854;16.83;1.0;0.1;0.21739130434782608;0.2079144404840798;18.4
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.02 Информационные системы и технологии;1;6.28;1;0.9;0.0;0.0;0.0;0.28;0.6;0.0;0.0;0.0;0.0;0.75;0.01;0.043478260869565216;0.046074113441003914;1.0
ПиОА АТ-32, ПиОА К-32, ПиОА Л-04, ПиОА П-32;16.03.01 Техническая физика;1;76.35;0;1.0;0.153;0.8;0.7925276020429826;12.05;1.0;0.055;0.2;0.2367826334287043;10.83;1.0;0.1;0.21739130434782608;0.20369003112488515;14.67
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;09.03.03 Прикладная информатика;1;91.39;0;0.7;0.12;0.6;0.9797958971132712;17.23;0.8;0.06;0.2;0.2697253571174677;19.0;0.75;0.1;0.21739130434782608;0.22052656615934946;19.16
ПиОА АТ-12, ПиОА К-12, ПиОА Л-04, ПиОА П-12;02.03.03 Математическое обеспечение и администрирование информационных систем;1;89.93;0;0.9;0.16;0.8;0.8;15.0;0.8;0.06;0.2;0.24347323999182854;15.93;0.75;0.1;0.21739130434782608;0.2079144404840798;19.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.02 Информационные системы и технологии;1;77.54;0;1.0;0.16;0.8;0.8;9.93;1.0;0.06;0.2;0.24347323999182854;12.78;0.62;0.1;0.21739130434782608;0.2079144404840798;14.83
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;15.03.06 Мехатроника и робототехника;1;7.08;1;1.0;0.0;0.0;0.0;2.25;1.0;0.0;0.0;0.0;1.5;0.88;0.0;0.0;0.0;3.33
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.03.01 Информационная безопасность;1;26.99;1;1.0;0.11;0.6;0.9433981132056604;3.0;1.0;0.03;0.13333333333333333;0.2556205507155688;3.33;0.62;0.0;0.0;0.19695121911143246;6.66
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.03.01 Информационная безопасность;1;40.0;1;0.9;0.095;0.6;0.85;3.5;0.2;0.06;0.2;0.24860676108489807;5.0;0.62;0.1;0.21739130434782608;0.21056607638670125;1.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;01.03.01 Математика;0;42.94;1;0.4;0.13;0.7;0.9;13.16;0.6;0.06;0.2;0.25562055071556883;6.78;0.5;0.04;0.08695652173913043;0.22096368564905286;0.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-01, ПиОА П-37;38.03.02 Менеджмент;0;55.18;1;0.9;0.04;0.3;0.7000000000000001;11.0;0.8;0.0;0.0;0.16568138088830284;17.68;0.38;0.0767;0.043478260869565216;0.3631037445513223;7.33
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.03.01 Информационная безопасность;1;80.84;0;1.0;0.14;0.7;0.9165151389911679;12.68;1.0;0.065;0.26666666666666666;0.2486067610848981;11.83;1.0;0.1;0.21739130434782608;0.20964757221997848;17.83
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.02 Информационные системы и технологии;1;62.18;1;0.7;0.12;0.6;0.9797958971132713;10.4;0.4;0.06;0.2;0.2697253571174677;12.85;0.75;0.1;0.21739130434782608;0.22052656615934946;5.93
ПиОА АТ-31, ПиОА К-31, ПиОА Л-04, ПиОА П-31;09.03.02 Информационные системы и технологии;1;64.66;1;0.6;0.14;0.7;0.9165151389911679;8.21;1.0;0.06;0.2;0.25954334589839656;6.45;0.88;0.1;0.21739130434782608;0.21521189200199872;12.0
ПиОА АТ-05, ПиОА К-05, ПиОА Л-05, ПиОА П-05 Интеграция;44.03.05 Педагогическое образование (с двумя профилями подготовки);1;0.5;1;0.5;0.005;0.1;0.15000000000000002;0.0;0.2;0.0;0.0;0.034334357384438664;0.0;0.38;0.0;0.0;0.02303705672050196;0.0
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;09.03.03 Прикладная информатика;1;0.0;1;0.3;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-32, ПиОА К-32, ПиОА Л-01, ПиОА П-32;38.03.01 Экономика;1;61.0;1;0.7;0.155;0.8;0.7813449942247023;9.38;0.4;0.047;0.2;0.23160517384339083;12.02;0.5;0.047;0.13043478260869565;0.2029163987215476;8.0
ПиОА АТ-31, ПиОА К-31, ПиОА Л-04, ПиОА П-31;10.05.01 Компьютерная безопасность;0;50.32;1;0.5;0.14;0.7;0.9165151389911679;8.33;0.2;0.02;0.06666666666666667;0.27467485907550926;10.99;0.25;0.1;0.21739130434782608;0.223999639130669;0.0
ПиОА АТ-31, ПиОА К-31, ПиОА Л-04, ПиОА П-31;10.03.01 Информационная безопасность;1;72.39;0;1.0;0.14;0.7;0.9165151389911679;9.49;0.8;0.06;0.2;0.25954334589839656;11.57;1.0;0.1;0.21739130434782608;0.21521189200199872;13.33
ПиОА АТ-29, ПиОА К-29, ПиОА Л-04, ПиОА П-29;10.05.01 Компьютерная безопасность;1;61.98;1;0.6;0.125;0.7;0.873212459828649;5.82;0.2;0.06;0.2;0.2506307301252694;11.32;0.12;0.1001;0.2608695652173913;0.2102065469302113;13.33
ПиОА АТ-31, ПиОА К-31, ПиОА Л-04, ПиОА П-31;02.03.03 Математическое обеспечение и администрирование информационных систем;0;91.79;0;0.9;0.16;0.8;0.8;14.63;0.8;0.12;0.26666666666666666;0.374318736736862;13.0;0.75;0.1;0.21739130434782608;0.2873971977108091;10.16
